FIELD,CALIB,ZP_U,ZP_F378,ZP_F395,ZP_F410,ZP_F430,ZP_G,ZP_F515,ZP_R,ZP_F660,ZP_I,ZP_F861,ZP_Z
SPLUS-s24s52,Calibration_XPSP,20.98303,20.32973,20.36713,21.25913,21.40203,23.68363,21.61553,23.66293,21.13573,23.39783,21.66013,22.83203
SPLUS-s24s52,Calibration_iDR5_3_Main,20.9853,20.3361,20.3735,21.2655,21.4084,23.69,21.6219,23.6693,21.1421,23.4042,21.6665,22.8384
SPLUS-s24s53,Calibration_XPSP_GAIA3,20.76613,20.15083,20.18153,21.08773,21.22503,23.54743,21.49263,23.59703,21.07723,23.34643,21.61973,22.77753
SPLUS-s24s53,Calibration_XPSP,20.767,20.152,20.1827,21.0889,21.2262,23.5486,21.4938,23.5982,21.0784,23.3476,21.6209,22.7787
SPLUS-s24s53,Calibration_iDR5_3_Main,20.7712,20.1559,20.1866,21.0928,21.2301,23.5525,21.4977,23.6021,21.0823,23.3515,21.6248,22.7826
SPLUS-s24s54,Calibration_XPSP_GAIA3,20.72217,20.12027,20.18137,21.08017,21.22297,23.54187,21.48757,23.59717,21.07427,23.34487,21.61867,22.78087
SPLUS-s24s54,Calibration_XPSP,20.7231,20.121,20.1821,21.0809,21.2237,23.5426,21.4883,23.5979,21.075,23.3456,21.6194,22.7816
SPLUS-s24s54,Calibration_iDR5_3_Main,20.7262,20.1243,20.1854,21.0842,21.227,23.5459,21.4916,23.6012,21.0783,23.3489,21.6227,22.7849
SPLUS-s24s55,Calibration_XPSP_GAIA3,20.8391,20.1979,20.2184,21.0893,21.2084,23.529,21.4782,23.6096,21.0895,23.3736,21.6413,22.815
SPLUS-s24s55,Calibration_XPSP,20.8425,20.1984,20.2189,21.0898,21.2089,23.5295,21.4787,23.6101,21.09,23.3741,21.6418,22.8155
SPLUS-s24s55,Calibration_iDR5_3_Main,20.8428,20.2016,20.2221,21.093,21.2121,23.5327,21.4819,23.6133,21.0932,23.3773,21.645,22.8187
SPLUS-s24s56,Calibration_XPSP_GAIA3,20.85047,20.19837,20.21717,21.09367,21.21687,23.53227,21.48417,23.60157,21.07587,23.34847,21.62627,22.76967
SPLUS-s24s56,Calibration_XPSP,20.84803,20.19903,20.21783,21.09433,21.21753,23.53293,21.48483,23.60223,21.07653,23.34913,21.62693,22.77033
SPLUS-s24s56,Calibration_iDR5_3_Main,20.8525,20.2004,20.2192,21.0957,21.2189,23.5343,21.4862,23.6036,21.0779,23.3505,21.6283,22.7717
SPLUS-s24s57,Calibration_XPSP_GAIA3,20.7732,20.1427,20.1679,21.043,21.1689,23.4952,21.4473,23.5728,21.0624,23.3287,21.6114,22.7451
SPLUS-s24s57,Calibration_XPSP,20.77657,20.14357,20.16877,21.04387,21.16977,23.49607,21.44817,23.57367,21.06327,23.32957,21.61227,22.74597
SPLUS-s24s57,Calibration_iDR5_3_Main,20.7758,20.1453,20.1705,21.0456,21.1715,23.4978,21.4499,23.5754,21.065,23.3313,21.614,22.7477
SPLUS-s24s58,Calibration_XPSP_GAIA3,20.1084,19.4739,19.4986,20.4808,20.6384,22.901,20.8248,22.8049,20.2964,22.5825,20.8336,22.0108
SPLUS-s24s58,Calibration_XPSP,20.11213,19.47453,19.49923,20.48143,20.63903,22.90163,20.82543,22.80553,20.29703,22.58313,20.83423,22.01143
SPLUS-s24s58,Calibration_iDR5_3_Main,20.1113,19.4768,19.5015,20.4837,20.6413,22.9039,20.8277,22.8078,20.2993,22.5854,20.8365,22.0137
SPLUS-s24s59,Calibration_XPSP_GAIA3,20.85747,20.19397,20.20277,21.07097,21.19157,23.51157,21.46587,23.59667,21.07697,23.36487,21.63337,22.81217
SPLUS-s24s59,Calibration_XPSP,20.85533,20.19583,20.20463,21.07283,21.19343,23.51343,21.46773,23.59853,21.07883,23.36673,21.63523,22.81403
SPLUS-s24s59,Calibration_iDR5_3_Main,20.8609,20.1974,20.2062,21.0744,21.195,23.515,21.4693,23.6001,21.0804,23.3683,21.6368,22.8156
SPLUS-s24s60,Calibration_XPSP_GAIA3,19.6574,19.0097,19.0024,19.8602,19.9718,22.3642,20.3441,22.5683,20.0714,22.3885,20.6852,21.8098
SPLUS-s24s60,Calibration_XPSP,19.6539,19.011,19.0037,19.8615,19.9731,22.3655,20.3454,22.5696,20.0727,22.3898,20.6865,21.8111
SPLUS-s24s60,Calibration_iDR5_3_Main,19.6593,19.0116,19.0043,19.8621,19.9737,22.3661,20.346,22.5702,20.0733,22.3904,20.6871,21.8117
SPLUS-s24s61,Calibration_XPSP_GAIA3,20.7754,20.1586,20.1666,21.0542,21.1805,23.508,21.4679,23.5964,21.0841,23.3595,21.6375,22.7838
SPLUS-s24s61,Calibration_XPSP,20.7752,20.16,20.168,21.0556,21.1819,23.5094,21.4693,23.5978,21.0855,23.3609,21.6389,22.7852
SPLUS-s24s61,Calibration_iDR5_3_Main,20.7766,20.1598,20.1678,21.0554,21.1817,23.5092,21.4691,23.5976,21.0853,23.3607,21.6387,22.785
SPLUS-s24s62,Calibration_XPSP_GAIA3,20.70927,20.09717,20.09727,20.96427,21.05737,23.39327,21.33077,23.54137,21.04307,23.33797,21.62347,22.76397
SPLUS-s24s62,Calibration_XPSP,20.7072,20.0982,20.0983,20.9653,21.0584,23.3943,21.3318,23.5424,21.0441,23.339,21.6245,22.765
SPLUS-s24s62,Calibration_iDR5_3_Main,20.7109,20.0988,20.0989,20.9659,21.059,23.3949,21.3324,23.543,21.0447,23.3396,21.6251,22.7656
SPLUS-s24s63,Calibration_iDR5_3_Main,20.7977,20.1525,20.1663,21.0331,21.1344,23.4523,21.4014,23.5691,21.0553,23.353,21.6198,22.786
SPLUS-s24s64,Calibration_XPSP_GAIA3,20.8133,20.1715,20.1768,21.0601,21.1804,23.5012,21.4534,23.5757,21.0603,23.3318,21.6105,22.7483
SPLUS-s24s64,Calibration_XPSP,20.81317,20.17367,20.17897,21.06227,21.18257,23.50337,21.45557,23.57787,21.06247,23.33397,21.61267,22.75047
SPLUS-s24s64,Calibration_iDR5_3_Main,20.8159,20.1741,20.1794,21.0627,21.183,23.5038,21.456,23.5783,21.0629,23.3344,21.6131,22.7509
SPLUS-s24s65,Calibration_XPSP_GAIA3,20.83433,20.19293,20.20213,21.07103,21.17773,23.49553,21.44983,23.60003,21.08253,23.36743,21.62893,22.80323
SPLUS-s24s65,Calibration_XPSP,20.83713,20.19503,20.20423,21.07313,21.17983,23.49763,21.45193,23.60213,21.08463,23.36953,21.63103,22.80533
SPLUS-s24s65,Calibration_iDR5_3_Main,20.8377,20.1963,20.2055,21.0744,21.1811,23.4989,21.4532,23.6034,21.0859,23.3708,21.6323,22.8066
SPLUS-s24s66,Calibration_XPSP_GAIA3,20.84867,20.19757,20.20667,21.07907,21.20097,23.51687,21.46837,23.59547,21.07787,23.35447,21.63067,22.79097
SPLUS-s24s66,Calibration_XPSP,20.85107,20.19917,20.20827,21.08067,21.20257,23.51847,21.46997,23.59707,21.07947,23.35607,21.63227,22.79257
SPLUS-s24s66,Calibration_iDR5_3_Main,20.8527,20.2016,20.2107,21.0831,21.205,23.5209,21.4724,23.5995,21.0819,23.3585,21.6347,22.795
SPLUS-s24s67,Calibration_XPSP_GAIA3,20.8317,20.1824,20.1962,21.0795,21.2007,23.5262,21.4845,23.6062,21.0972,23.3611,21.6353,22.8049
SPLUS-s24s67,Calibration_XPSP,20.83337,20.18367,20.19747,21.08077,21.20197,23.52747,21.48577,23.60747,21.09847,23.36237,21.63657,22.80617
SPLUS-s24s67,Calibration_iDR5_3_Main,20.8346,20.1853,20.1991,21.0824,21.2036,23.5291,21.4874,23.6091,21.1001,23.364,21.6382,22.8078
SPLUS-s24s68,Calibration_XPSP_GAIA3,20.79823,20.15913,20.16463,21.02913,21.12873,23.44303,21.38893,23.56903,21.06063,23.35313,21.62533,22.78973
SPLUS-s24s68,Calibration_XPSP,20.80743,20.16113,20.16663,21.03113,21.13073,23.44503,21.39093,23.57103,21.06263,23.35513,21.62733,22.79173
SPLUS-s24s68,Calibration_iDR5_3_Main,20.803,20.1639,20.1694,21.0339,21.1335,23.4478,21.3937,23.5738,21.0654,23.3579,21.6301,22.7945
SPLUS-s24s69,Calibration_XPSP_GAIA3,20.81967,20.16987,20.18907,21.06737,21.18937,23.51837,21.47087,23.60077,21.08777,23.36507,21.63767,22.79297
SPLUS-s24s69,Calibration_XPSP,20.82347,20.17097,20.19017,21.06847,21.19047,23.51947,21.47197,23.60187,21.08887,23.36617,21.63877,22.79407
SPLUS-s24s69,Calibration_iDR5_3_Main,20.8223,20.1725,20.1917,21.07,21.192,23.521,21.4735,23.6034,21.0904,23.3677,21.6403,22.7956
SPLUS-s24s70,Calibration_XPSP_GAIA3,20.8489,20.1993,20.2087,21.0887,21.2133,23.5363,21.4874,23.6134,21.0924,23.3806,21.6467,22.8243
SPLUS-s24s70,Calibration_XPSP,20.85173,20.20073,20.21013,21.09013,21.21473,23.53773,21.48883,23.61483,21.09383,23.38203,21.64813,22.82573
SPLUS-s24s70,Calibration_iDR5_3_Main,20.8524,20.2028,20.2122,21.0922,21.2168,23.5398,21.4909,23.6169,21.0959,23.3841,21.6502,22.8278
SPLUS-s24s71,Calibration_XPSP_GAIA3,20.74803,20.10043,20.10273,20.98983,21.11583,23.44623,21.41813,23.55733,21.04323,23.34543,21.61733,22.77953
SPLUS-s24s71,Calibration_XPSP,20.74877,20.10147,20.10377,20.99087,21.11687,23.44727,21.41917,23.55837,21.04427,23.34647,21.61837,22.78057
SPLUS-s24s71,Calibration_iDR5_3_Main,20.7515,20.1039,20.1062,20.9933,21.1193,23.4497,21.4216,23.5608,21.0467,23.3489,21.6208,22.783
SPLUS-s24s72,Calibration_XPSP_GAIA3,20.84173,20.17433,20.19113,21.07473,21.19443,23.52153,21.47473,23.59993,21.07473,23.36413,21.63143,22.80323
SPLUS-s24s72,Calibration_XPSP,20.84297,20.17537,20.19217,21.07577,21.19547,23.52257,21.47577,23.60097,21.07577,23.36517,21.63247,22.80427
SPLUS-s24s72,Calibration_iDR5_3_Main,20.8449,20.1775,20.1943,21.0779,21.1976,23.5247,21.4779,23.6031,21.0779,23.3673,21.6346,22.8064
SPLUS-s24s73,Calibration_XPSP_GAIA3,20.855,20.1941,20.1985,21.0729,21.1916,23.5136,21.4643,23.593,21.0757,23.3609,21.6193,22.7954
SPLUS-s24s73,Calibration_XPSP,20.8573,20.196,20.2004,21.0748,21.1935,23.5155,21.4662,23.5949,21.0776,23.3628,21.6212,22.7973
SPLUS-s24s73,Calibration_iDR5_3_Main,20.8584,20.1975,20.2019,21.0763,21.195,23.517,21.4677,23.5964,21.0791,23.3643,21.6227,22.7988
SPLUS-s24s74,Calibration_XPSP_GAIA3,20.0801,19.4306,19.4585,20.4591,20.6169,22.8926,20.8126,22.7998,20.2951,22.5834,20.8355,22.0256
SPLUS-s24s74,Calibration_XPSP,20.08177,19.43307,19.46097,20.46157,20.61937,22.89507,20.81507,22.80227,20.29757,22.58587,20.83797,22.02807
SPLUS-s24s74,Calibration_iDR5_3_Main,20.0834,19.4339,19.4618,20.4624,20.6202,22.8959,20.8159,22.8031,20.2984,22.5867,20.8388,22.0289
SPLUS-s24s75,Calibration_XPSP_GAIA3,20.0581,19.4248,19.4518,20.4333,20.5893,22.8699,20.7966,22.7931,20.2903,22.5745,20.8231,22.0033
SPLUS-s24s75,Calibration_XPSP,20.06027,19.42677,19.45377,20.43527,20.59127,22.87187,20.79857,22.79507,20.29227,22.57647,20.82507,22.00527
SPLUS-s24s75,Calibration_iDR5_3_Main,20.0697,19.4364,19.4634,20.4449,20.6009,22.8815,20.8082,22.8047,20.3019,22.5861,20.8347,22.0149
SPLUS-s24s76,Calibration_XPSP_GAIA3,20.09933,19.46703,19.46503,20.46673,20.62693,22.89263,20.82513,22.80123,20.29663,22.57663,20.83513,22.00753
SPLUS-s24s76,Calibration_XPSP,20.09523,19.46813,19.46613,20.46783,20.62803,22.89373,20.82623,22.80233,20.29773,22.57773,20.83623,22.00863
SPLUS-s24s76,Calibration_iDR5_3_Main,20.1045,19.4722,19.4702,20.4719,20.6321,22.8978,20.8303,22.8064,20.3018,22.5818,20.8403,22.0127
SPLUS-s25s01,Calibration_XPSP_GAIA3,19.76467,19.11927,19.08337,19.94807,20.04497,22.41757,20.37927,22.60037,20.10187,22.41367,20.69827,21.83877
SPLUS-s25s01,Calibration_XPSP,19.76513,19.12083,19.08493,19.94963,20.04653,22.41913,20.38083,22.60193,20.10343,22.41523,20.69983,21.84033
SPLUS-s25s01,Calibration_iDR5_3_Main,19.7693,19.1239,19.088,19.9527,20.0496,22.4222,20.3839,22.605,20.1065,22.4183,20.7029,21.8434
SPLUS-s25s02,Calibration_XPSP_GAIA3,19.76763,19.13843,19.10973,19.97983,20.08293,22.44043,20.40583,22.61663,20.12413,22.44083,20.73593,21.89033
SPLUS-s25s02,Calibration_iDR5_3_Main,19.7752,19.146,19.1173,19.9874,20.0905,22.448,20.4134,22.6242,20.1317,22.4484,20.7435,21.8979
SPLUS-s25s03,Calibration_XPSP_GAIA3,19.74147,19.07507,19.09317,19.94647,20.05097,22.43077,20.39707,22.60837,20.09447,22.42977,20.71617,21.89067
SPLUS-s25s03,Calibration_iDR5_3_Main,19.7445,19.0781,19.0962,19.9495,20.054,22.4338,20.4001,22.6114,20.0975,22.4328,20.7192,21.8937
SPLUS-s25s04,Calibration_XPSP_GAIA3,19.75347,19.08977,19.10007,19.95087,20.05707,22.42827,20.39067,22.61337,20.11777,22.44627,20.73737,21.90887
SPLUS-s25s04,Calibration_iDR5_3_Main,19.7545,19.0908,19.1011,19.9519,20.0581,22.4293,20.3917,22.6144,20.1188,22.4473,20.7384,21.9099
SPLUS-s25s05,Calibration_XPSP_GAIA3,19.7795,19.1314,19.1323,19.9962,20.1084,22.4764,20.4373,22.6322,20.1333,22.4452,20.7353,21.889
SPLUS-s25s05,Calibration_iDR5_3_Main,19.7844,19.1363,19.1372,20.0011,20.1133,22.4813,20.4422,22.6371,20.1382,22.4501,20.7402,21.8939
SPLUS-s25s06,Calibration_XPSP_GAIA3,19.7721,19.1227,19.125,19.9631,20.0637,22.4323,20.3941,22.6144,20.1122,22.4442,20.731,21.9006
SPLUS-s25s06,Calibration_iDR5_3_Main,19.7734,19.124,19.1263,19.9644,20.065,22.4336,20.3954,22.6157,20.1135,22.4455,20.7323,21.9019
SPLUS-s25s07,Calibration_XPSP_GAIA3,20.74663,20.12043,20.16313,21.06173,21.20433,23.54003,21.48383,23.60423,21.08053,23.37643,21.63483,22.85693
SPLUS-s25s07,Calibration_XPSP,20.75223,20.12303,20.16573,21.06433,21.20693,23.54263,21.48643,23.60683,21.08313,23.37903,21.63743,22.85953
SPLUS-s25s07,Calibration_iDR5_3_Main,20.75,20.1238,20.1665,21.0651,21.2077,23.5434,21.4872,23.6076,21.0839,23.3798,21.6382,22.8603
SPLUS-s25s08,Calibration_XPSP_GAIA3,20.74303,20.14673,20.17753,21.07563,21.20733,23.54493,21.49753,23.60083,21.07653,23.36393,21.62943,22.82443
SPLUS-s25s08,Calibration_XPSP,20.7518,20.1488,20.1796,21.0777,21.2094,23.547,21.4996,23.6029,21.0786,23.366,21.6315,22.8265
SPLUS-s25s08,Calibration_iDR5_3_Main,20.7468,20.1505,20.1813,21.0794,21.2111,23.5487,21.5013,23.6046,21.0803,23.3677,21.6332,22.8282
SPLUS-s25s09,Calibration_XPSP_GAIA3,20.79583,20.16113,20.19743,21.07563,21.21193,23.54203,21.49613,23.60843,21.09073,23.36143,21.64003,22.77843
SPLUS-s25s09,Calibration_XPSP,20.7941,20.1617,20.198,21.0762,21.2125,23.5426,21.4967,23.609,21.0913,23.362,21.6406,22.779
SPLUS-s25s09,Calibration_iDR5_3_Main,20.8002,20.1655,20.2018,21.08,21.2163,23.5464,21.5005,23.6128,21.0951,23.3658,21.6444,22.7828
SPLUS-s25s10,Calibration_XPSP_GAIA3,20.84343,20.20523,20.20543,21.09713,21.22593,23.54103,21.49083,23.60573,21.09153,23.36013,21.64003,22.77903
SPLUS-s25s10,Calibration_XPSP,20.853,20.2067,20.2069,21.0986,21.2274,23.5425,21.4923,23.6072,21.093,23.3616,21.6415,22.7805
SPLUS-s25s10,Calibration_iDR5_3_Main,20.8455,20.2073,20.2075,21.0992,21.228,23.5431,21.4929,23.6078,21.0936,23.3622,21.6421,22.7811
SPLUS-s25s11,Calibration_XPSP_GAIA3,20.8554,20.2179,20.2128,21.1059,21.2353,23.5581,21.5052,23.6043,21.0716,23.3588,21.6209,22.8159
SPLUS-s25s11,Calibration_XPSP,20.85917,20.21817,20.21307,21.10617,21.23557,23.55837,21.50547,23.60457,21.07187,23.35907,21.62117,22.81617
SPLUS-s25s11,Calibration_iDR5_3_Main,20.861,20.2235,20.2184,21.1115,21.2409,23.5637,21.5108,23.6099,21.0772,23.3644,21.6265,22.8215
SPLUS-s25s12,Calibration_XPSP_GAIA3,20.8427,20.2108,20.2087,21.1,21.2267,23.5535,21.5052,23.6054,21.083,23.3659,21.6293,22.8202
SPLUS-s25s12,Calibration_XPSP,20.84973,20.21223,20.21013,21.10143,21.22813,23.55493,21.50663,23.60683,21.08443,23.36733,21.63073,22.82163
SPLUS-s25s12,Calibration_iDR5_3_Main,20.847,20.2151,20.213,21.1043,21.231,23.5578,21.5095,23.6097,21.0873,23.3702,21.6336,22.8245
SPLUS-s25s13,Calibration_XPSP_GAIA3,20.8434,20.2026,20.218,21.119,21.2634,23.5773,21.5252,23.6037,21.0799,23.3528,21.6324,22.7903
SPLUS-s25s13,Calibration_XPSP,20.85177,20.20377,20.21917,21.12017,21.26457,23.57847,21.52637,23.60487,21.08107,23.35397,21.63357,22.79147
SPLUS-s25s13,Calibration_iDR5_3_Main,20.8475,20.2067,20.2221,21.1231,21.2675,23.5814,21.5293,23.6078,21.084,23.3569,21.6365,22.7944
SPLUS-s25s14,Calibration_XPSP_GAIA3,20.8845,20.2263,20.2365,21.1395,21.2904,23.597,21.552,23.6161,21.0922,23.3618,21.6312,22.7959
SPLUS-s25s14,Calibration_XPSP,20.88473,20.22793,20.23813,21.14113,21.29203,23.59863,21.55363,23.61773,21.09383,23.36343,21.63283,22.79753
SPLUS-s25s14,Calibration_iDR5_3_Main,20.8884,20.2302,20.2404,21.1434,21.2943,23.6009,21.5559,23.62,21.0961,23.3657,21.6351,22.7998
SPLUS-s25s15,Calibration_XPSP_GAIA3,20.83703,20.19413,20.19013,21.08043,21.19593,23.52473,21.47923,23.60503,21.09173,23.37203,21.64383,22.80913
SPLUS-s25s15,Calibration_XPSP,20.83957,20.19457,20.19057,21.08087,21.19637,23.52517,21.47967,23.60547,21.09217,23.37247,21.64427,22.80957
SPLUS-s25s15,Calibration_iDR5_3_Main,20.8409,20.198,20.194,21.0843,21.1998,23.5286,21.4831,23.6089,21.0956,23.3759,21.6477,22.813
SPLUS-s25s16,Calibration_XPSP_GAIA3,20.84003,20.21273,20.20813,21.08933,21.20703,23.52723,21.47923,23.60773,21.08663,23.37163,21.64023,22.81793
SPLUS-s25s16,Calibration_XPSP,20.8464,20.2148,20.2102,21.0914,21.2091,23.5293,21.4813,23.6098,21.0887,23.3737,21.6423,22.82
SPLUS-s25s16,Calibration_iDR5_3_Main,20.8456,20.2183,20.2137,21.0949,21.2126,23.5328,21.4848,23.6133,21.0922,23.3772,21.6458,22.8235
SPLUS-s25s17,Calibration_XPSP_GAIA3,20.78247,20.14237,20.16187,21.03477,21.14867,23.46537,21.41907,23.56367,21.05387,23.33947,21.61857,22.77037
SPLUS-s25s17,Calibration_XPSP,20.78347,20.14447,20.16397,21.03687,21.15077,23.46747,21.42117,23.56577,21.05597,23.34157,21.62067,22.77247
SPLUS-s25s17,Calibration_iDR5_3_Main,20.787,20.1469,20.1664,21.0393,21.1532,23.4699,21.4236,23.5682,21.0584,23.344,21.6231,22.7749
SPLUS-s25s18,Calibration_XPSP_GAIA3,20.84447,20.19707,20.20437,21.08337,21.20657,23.53257,21.48757,23.60397,21.08797,23.36687,21.64017,22.79907
SPLUS-s25s18,Calibration_XPSP,20.84897,20.20027,20.20757,21.08657,21.20977,23.53577,21.49077,23.60717,21.09117,23.37007,21.64337,22.80227
SPLUS-s25s18,Calibration_iDR5_3_Main,20.8495,20.2021,20.2094,21.0884,21.2116,23.5376,21.4926,23.609,21.093,23.3719,21.6452,22.8041
SPLUS-s25s19,Calibration_XPSP_GAIA3,20.89407,20.22677,20.23107,21.10007,21.22547,23.54427,21.49607,23.60457,21.08597,23.36657,21.63467,22.79787
SPLUS-s25s19,Calibration_XPSP,20.88653,20.22803,20.23233,21.10133,21.22673,23.54553,21.49733,23.60583,21.08723,23.36783,21.63593,22.79913
SPLUS-s25s19,Calibration_iDR5_3_Main,20.8987,20.2314,20.2357,21.1047,21.2301,23.5489,21.5007,23.6092,21.0906,23.3712,21.6393,22.8025
SPLUS-s25s20,Calibration_XPSP_GAIA3,20.87457,20.21057,20.21407,21.07847,21.19567,23.51907,21.47697,23.59607,21.08477,23.36317,21.63457,22.79437
SPLUS-s25s20,Calibration_XPSP,20.8658,20.2131,20.2166,21.081,21.1982,23.5216,21.4795,23.5986,21.0873,23.3657,21.6371,22.7969
SPLUS-s25s20,Calibration_iDR5_3_Main,20.8798,20.2158,20.2193,21.0837,21.2009,23.5243,21.4822,23.6013,21.09,23.3684,21.6398,22.7996
SPLUS-s25s21,Calibration_XPSP_GAIA3,20.07003,19.43983,19.46033,20.42743,20.59613,22.87973,20.80773,22.79373,20.28963,22.57013,20.82773,21.97933
SPLUS-s25s21,Calibration_XPSP,20.07267,19.44147,19.46197,20.42907,20.59777,22.88137,20.80937,22.79537,20.29127,22.57177,20.82937,21.98097
SPLUS-s25s21,Calibration_iDR5_3_Main,20.0746,19.4444,19.4649,20.432,20.6007,22.8843,20.8123,22.7983,20.2942,22.5747,20.8323,21.9839
SPLUS-s25s22,Calibration_XPSP_GAIA3,20.85423,20.19123,20.18563,21.07163,21.19323,23.51923,21.47473,23.59443,21.07363,23.35983,21.63463,22.78623
SPLUS-s25s22,Calibration_XPSP,20.84823,20.19333,20.18773,21.07373,21.19533,23.52133,21.47683,23.59653,21.07573,23.36193,21.63673,22.78833
SPLUS-s25s22,Calibration_iDR5_3_Main,20.859,20.196,20.1904,21.0764,21.198,23.524,21.4795,23.5992,21.0784,23.3646,21.6394,22.791
SPLUS-s25s23,Calibration_XPSP_GAIA3,20.14633,19.46043,19.48723,20.46133,20.62073,22.89633,20.82443,22.80343,20.29783,22.58463,20.83603,22.02983
SPLUS-s25s23,Calibration_XPSP,20.14543,19.46223,19.48903,20.46313,20.62253,22.89813,20.82623,22.80523,20.29963,22.58643,20.83783,22.03163
SPLUS-s25s23,Calibration_iDR5_3_Main,20.1509,19.465,19.4918,20.4659,20.6253,22.9009,20.829,22.808,20.3024,22.5892,20.8406,22.0344
SPLUS-s25s24,Calibration_XPSP_GAIA3,20.0913,19.455,19.4735,20.4575,20.6139,22.8915,20.8186,22.797,20.2906,22.5774,20.8304,22.0184
SPLUS-s25s24,Calibration_XPSP,20.09243,19.45833,19.47683,20.46083,20.61723,22.89483,20.82193,22.80033,20.29393,22.58073,20.83373,22.02173
SPLUS-s25s24,Calibration_iDR5_3_Main,20.0968,19.4605,19.479,20.463,20.6194,22.897,20.8241,22.8025,20.2961,22.5829,20.8359,22.0239
SPLUS-s25s26,Calibration_XPSP_GAIA3,20.10703,19.46723,19.50173,20.47333,20.63433,22.90123,20.82973,22.80343,20.29573,22.58173,20.83843,21.99693
SPLUS-s25s26,Calibration_XPSP,20.10957,19.47017,19.50467,20.47627,20.63727,22.90417,20.83267,22.80637,20.29867,22.58467,20.84137,21.99987
SPLUS-s25s26,Calibration_iDR5_3_Main,20.1117,19.4719,19.5064,20.478,20.639,22.9059,20.8344,22.8081,20.3004,22.5864,20.8431,22.0016
SPLUS-s25s27,Calibration_XPSP_GAIA3,20.1073,19.4672,19.5107,20.4923,20.6524,22.9177,20.8327,22.8048,20.2972,22.5793,20.8359,21.9956
SPLUS-s25s27,Calibration_XPSP,20.10723,19.46993,19.51343,20.49503,20.65513,22.92043,20.83543,22.80753,20.29993,22.58203,20.83863,21.99833
SPLUS-s25s27,Calibration_iDR5_3_Main,20.1116,19.4715,19.515,20.4966,20.6567,22.922,20.837,22.8091,20.3015,22.5836,20.8402,21.9999
SPLUS-s25s28,Calibration_XPSP_GAIA3,20.09437,19.45637,19.48077,20.45017,20.60307,22.88917,20.81907,22.80947,20.29857,22.59557,20.83427,22.06117
SPLUS-s25s28,Calibration_XPSP,20.08893,19.45873,19.48313,20.45253,20.60543,22.89153,20.82143,22.81183,20.30093,22.59793,20.83663,22.06353
SPLUS-s25s28,Calibration_iDR5_3_Main,20.0992,19.4612,19.4856,20.455,20.6079,22.894,20.8239,22.8143,20.3034,22.6004,20.8391,22.066
SPLUS-s25s29,Calibration_XPSP_GAIA3,20.88227,20.22987,20.26647,21.22667,21.38627,23.66847,21.60717,23.59397,21.09277,23.36397,21.62967,22.77377
SPLUS-s25s29,Calibration_XPSP,20.88133,20.23273,20.26933,21.22953,21.38913,23.67133,21.61003,23.59683,21.09563,23.36683,21.63253,22.77663
SPLUS-s25s29,Calibration_iDR5_3_Main,20.8881,20.2357,20.2723,21.2325,21.3921,23.6743,21.613,23.5998,21.0986,23.3698,21.6355,22.7796
SPLUS-s25s30,Calibration_XPSP_GAIA3,20.85107,20.19477,20.20577,21.08317,21.20477,23.53527,21.48217,23.60957,21.09107,23.37317,21.64307,22.81227
SPLUS-s25s30,Calibration_XPSP,20.8462,20.1976,20.2086,21.086,21.2076,23.5381,21.485,23.6124,21.0939,23.376,21.6459,22.8151
SPLUS-s25s30,Calibration_iDR5_3_Main,20.8552,20.1989,20.2099,21.0873,21.2089,23.5394,21.4863,23.6137,21.0952,23.3773,21.6472,22.8164
SPLUS-s25s31,Calibration_XPSP_GAIA3,20.79323,20.15923,20.16913,21.03773,21.14883,23.47713,21.42363,23.57683,21.06963,23.35673,21.62973,22.79863
SPLUS-s25s31,Calibration_XPSP,20.7904,20.1612,20.1711,21.0397,21.1508,23.4791,21.4256,23.5788,21.0716,23.3587,21.6317,22.8006
SPLUS-s25s31,Calibration_iDR5_3_Main,20.7972,20.1632,20.1731,21.0417,21.1528,23.4811,21.4276,23.5808,21.0736,23.3607,21.6337,22.8026
SPLUS-s25s32,Calibration_XPSP_GAIA3,20.7847,20.1428,20.1611,21.0395,21.1571,23.4943,21.4458,23.5852,21.0697,23.3572,21.6301,22.8012
SPLUS-s25s32,Calibration_XPSP,20.77323,20.14643,20.16473,21.04313,21.16073,23.49793,21.44943,23.58883,21.07333,23.36083,21.63373,22.80483
SPLUS-s25s32,Calibration_iDR5_3_Main,20.7898,20.1479,20.1662,21.0446,21.1622,23.4994,21.4509,23.5903,21.0748,23.3623,21.6352,22.8063
SPLUS-s25s33,Calibration_XPSP_GAIA3,20.7301,20.1159,20.1556,21.0477,21.173,23.5147,21.4648,23.5954,21.0823,23.3585,21.6366,22.7896
SPLUS-s25s33,Calibration_XPSP,20.73383,20.11793,20.15763,21.04973,21.17503,23.51673,21.46683,23.59743,21.08433,23.36053,21.63863,22.79163
SPLUS-s25s33,Calibration_iDR5_3_Main,20.7348,20.1206,20.1603,21.0524,21.1777,23.5194,21.4695,23.6001,21.087,23.3632,21.6413,22.7943
SPLUS-s25s34,Calibration_XPSP_GAIA3,20.81737,20.16427,20.21577,21.19737,21.36257,23.50127,21.59167,23.53347,21.03327,23.10987,21.57327,22.68057
SPLUS-s25s34,Calibration_XPSP,20.8142,20.1666,20.2181,21.1997,21.3649,23.5036,21.594,23.5358,21.0356,23.1122,21.5756,22.6829
