FIELD,CALIB,ZP_U,ZP_F378,ZP_F395,ZP_F410,ZP_F430,ZP_G,ZP_F515,ZP_R,ZP_F660,ZP_I,ZP_F861,ZP_Z
HYDRA-0011,Calibration_XPSP_GAIA3,19.891,19.3034,19.3345,20.361,20.5462,22.7765,20.7336,22.7077,20.2089,22.491,20.7437,21.904
HYDRA-0011,Calibration_XPSP,19.8973,19.3034,19.3345,20.361,20.5462,22.7765,20.7336,22.7077,20.2089,22.491,20.7437,21.904
HYDRA-0011,Calibration_iDR5_3_Main,19.8935,19.3059,19.337,20.3635,20.5487,22.779,20.7361,22.7102,20.2114,22.4935,20.7462,21.9065
HYDRA-0021,Calibration_iDR5_3_Main,19.9901,19.3842,19.4598,20.4786,20.6586,22.8881,20.8067,22.7649,20.2491,22.5217,20.7873,21.9377
HYDRA-0031,Calibration_iDR5_3_Main,20.0074,19.3972,19.4706,20.4933,20.6865,22.8997,20.8179,22.7762,20.2617,22.534,20.7996,21.9547
HYDRA-0035,Calibration_XPSP_GAIA3,19.9973,19.3876,19.4163,20.4191,20.5888,22.8348,20.7607,22.7434,20.2368,22.5024,20.7724,21.8937
HYDRA-0035,Calibration_XPSP,20.00713,19.38693,19.41563,20.41843,20.58813,22.83413,20.76003,22.74273,20.23613,22.50173,20.77173,21.89303
HYDRA-0035,Calibration_iDR5_3_Main,20.0004,19.3907,19.4194,20.4222,20.5919,22.8379,20.7638,22.7465,20.2399,22.5055,20.7755,21.8968
HYDRA-0036,Calibration_iDR5_3_Main,19.8771,19.2397,19.257,20.2426,20.4002,22.7467,20.611,22.7219,20.1923,22.5058,20.7546,21.8993
HYDRA-0037,Calibration_XPSP_GAIA3,19.96757,19.36117,19.39037,20.40147,20.57667,22.83377,20.76207,22.74177,20.23407,22.50347,20.77207,21.89807
HYDRA-0037,Calibration_XPSP,19.97627,19.36127,19.39047,20.40157,20.57677,22.83387,20.76217,22.74187,20.23417,22.50357,20.77217,21.89817
HYDRA-0037,Calibration_iDR5_3_Main,19.9698,19.3634,19.3926,20.4037,20.5789,22.836,20.7643,22.744,20.2363,22.5057,20.7743,21.9003
HYDRA-0039,Calibration_XPSP_GAIA3,19.9825,19.3694,19.4102,20.4175,20.6051,22.8582,20.773,22.7515,20.2437,22.5132,20.7774,21.9184
HYDRA-0039,Calibration_XPSP,19.98573,19.37013,19.41093,20.41823,20.60583,22.85893,20.77373,22.75223,20.24443,22.51393,20.77813,21.91913
HYDRA-0039,Calibration_iDR5_3_Main,19.986,19.3729,19.4137,20.421,20.6086,22.8617,20.7765,22.755,20.2472,22.5167,20.7809,21.9219
HYDRA-0041,Calibration_iDR5_3_Main,19.9995,19.3978,19.4386,20.453,20.6342,22.8724,20.7963,22.7544,20.2478,22.516,20.784,21.9217
HYDRA-0044,Calibration_iDR5_3_Main,19.9266,19.3687,19.4053,20.4082,20.5713,22.8066,20.761,22.7494,20.27,22.519,20.7994,21.9139
HYDRA-0045,Calibration_iDR5_3_Main,20.0886,19.4722,19.4893,20.4696,20.631,22.9012,20.7991,22.7934,20.2747,22.5484,20.8,21.9456
HYDRA-0048,Calibration_iDR5_3_Main,19.9751,19.3448,19.392,20.4198,20.6099,22.8683,20.7755,22.7554,20.2416,22.5243,20.7868,21.9375
HYDRA-0050,Calibration_iDR5_3_Main,19.9337,19.3357,19.3974,20.4204,20.605,22.8395,20.7678,22.7281,20.2186,22.4689,20.7652,21.8368
HYDRA-0052,Calibration_iDR5_3_Main,20.0118,19.4035,19.4396,20.4657,20.6478,22.8827,20.7988,22.7619,20.2532,22.5262,20.7955,21.9395
HYDRA-0053,Calibration_XPSP_GAIA3,20.1319,19.5222,19.5394,20.5399,20.6961,22.927,20.8454,22.809,20.2954,22.5669,20.8163,21.9825
HYDRA-0053,Calibration_XPSP,20.1404,19.5217,19.5389,20.5394,20.6956,22.9265,20.8449,22.8085,20.2949,22.5664,20.8158,21.982
HYDRA-0053,Calibration_iDR5_3_Main,20.1352,19.5255,19.5427,20.5432,20.6994,22.9303,20.8487,22.8123,20.2987,22.5702,20.8196,21.9858
HYDRA-0055,Calibration_XPSP_GAIA3,20.11213,19.51013,19.51673,20.52593,20.67143,22.90983,20.81813,22.75443,20.28873,22.54623,20.79923,21.94403
HYDRA-0055,Calibration_XPSP,20.11743,19.51013,19.51673,20.52593,20.67143,22.90983,20.81813,22.75443,20.28873,22.54623,20.79923,21.94403
HYDRA-0055,Calibration_iDR5_3_Main,20.1143,19.5123,19.5189,20.5281,20.6736,22.912,20.8203,22.7566,20.2909,22.5484,20.8014,21.9462
HYDRA-0056,Calibration_XPSP_GAIA3,20.00863,19.38523,19.47553,20.48613,20.68403,22.89893,20.81783,22.77163,20.26013,22.53113,20.79613,21.95043
HYDRA-0056,Calibration_XPSP,20.01477,19.38597,19.47627,20.48687,20.68477,22.89967,20.81857,22.77237,20.26087,22.53187,20.79687,21.95117
HYDRA-0056,Calibration_iDR5_3_Main,20.0118,19.3884,19.4787,20.4893,20.6872,22.9021,20.821,22.7748,20.2633,22.5343,20.7993,21.9536
HYDRA-0061,Calibration_XPSP_GAIA3,19.9582,19.3515,19.4028,20.4388,20.6152,22.8405,20.7757,22.745,20.2398,22.512,20.7816,21.9285
HYDRA-0061,Calibration_XPSP,19.97163,19.35103,19.40233,20.43833,20.61473,22.84003,20.77523,22.74453,20.23933,22.51153,20.78113,21.92803
HYDRA-0061,Calibration_iDR5_3_Main,19.9617,19.355,19.4063,20.4423,20.6187,22.844,20.7792,22.7485,20.2433,22.5155,20.7851,21.932
HYDRA-0062,Calibration_iDR5_3_Main,20.6684,19.5101,19.5437,20.5311,20.6839,22.9153,20.8266,22.8047,20.3034,23.3414,20.8174,22.769
HYDRA-0064,Calibration_XPSP_GAIA3,19.89597,19.26497,19.33667,20.37377,20.50337,22.77707,20.69227,22.71257,20.20327,22.47637,20.74877,21.87767
HYDRA-0064,Calibration_XPSP,19.90817,19.26447,19.33617,20.37327,20.50287,22.77657,20.69177,22.71207,20.20277,22.47587,20.74827,21.87717
HYDRA-0064,Calibration_iDR5_3_Main,19.8994,19.2684,19.3401,20.3772,20.5068,22.7805,20.6957,22.716,20.2067,22.4798,20.7522,21.8811
HYDRA-0069,Calibration_XPSP_GAIA3,19.96733,19.35833,19.39593,20.40483,20.58783,22.84623,20.75373,22.74773,20.23123,22.51183,20.77853,21.92073
HYDRA-0069,Calibration_XPSP,19.98003,19.35733,19.39493,20.40383,20.58683,22.84523,20.75273,22.74673,20.23023,22.51083,20.77753,21.91973
HYDRA-0069,Calibration_iDR5_3_Main,19.9713,19.3623,19.3999,20.4088,20.5918,22.8502,20.7577,22.7517,20.2352,22.5158,20.7825,21.9247
HYDRA-0070,Calibration_XPSP_GAIA3,19.98013,19.38403,19.43103,20.42383,20.60503,22.84133,20.75543,22.73313,20.22973,22.48613,20.75683,21.86653
HYDRA-0070,Calibration_XPSP,19.99483,19.38353,19.43053,20.42333,20.60453,22.84083,20.75493,22.73263,20.22923,22.48563,20.75633,21.86603
HYDRA-0070,Calibration_iDR5_3_Main,19.9843,19.3882,19.4352,20.428,20.6092,22.8455,20.7596,22.7373,20.2339,22.4903,20.761,21.8707
HYDRA-0075,Calibration_iDR5_3_Main,20.7459,20.1082,20.1229,21.0846,21.2239,22.8056,20.741,22.684,20.2119,22.2912,20.7703,21.9065
HYDRA-0077,Calibration_XPSP_GAIA3,19.85117,19.29077,19.38307,20.39407,20.58687,22.80277,20.74987,22.70697,20.20877,22.44977,20.75447,21.81747
HYDRA-0077,Calibration_XPSP,19.86503,19.29033,19.38263,20.39363,20.58643,22.80233,20.74943,22.70653,20.20833,22.44933,20.75403,21.81703
HYDRA-0077,Calibration_iDR5_3_Main,19.8547,19.2943,19.3866,20.3976,20.5904,22.8063,20.7534,22.7105,20.2123,22.4533,20.758,21.821
HYDRA-0084,Calibration_iDR5_3_Main,20.0881,19.4703,19.5008,20.487,20.6532,22.9088,20.8118,22.7983,20.2828,22.5615,20.8151,21.9763
HYDRA-0085,Calibration_iDR5_3_Main,19.856,19.2259,19.9976,20.9418,21.0826,22.7348,21.3287,22.6977,20.9802,22.4691,21.5825,21.8679
HYDRA-0086,Calibration_XPSP_GAIA3,19.83053,19.28203,19.36513,20.38013,20.57143,22.78403,20.74983,22.70423,20.22443,22.48203,20.77203,21.89953
HYDRA-0086,Calibration_XPSP,19.84717,19.28117,19.36427,20.37927,20.57057,22.78317,20.74897,22.70337,20.22357,22.48117,20.77117,21.89867
HYDRA-0086,Calibration_iDR5_3_Main,19.8339,19.2854,19.3685,20.3835,20.5748,22.7874,20.7532,22.7076,20.2278,22.4854,20.7754,21.9029
HYDRA-0093,Calibration_XPSP_GAIA3,19.9514,19.3166,19.3556,20.3548,20.5298,22.8214,20.7276,22.746,20.226,22.5098,20.7758,21.8998
HYDRA-0093,Calibration_XPSP,19.957,19.3168,19.3558,20.355,20.53,22.8216,20.7278,22.7462,20.2262,22.51,20.776,21.9
HYDRA-0093,Calibration_iDR5_3_Main,19.9545,19.3197,19.3587,20.3579,20.5329,22.8245,20.7307,22.7491,20.2291,22.5129,20.7789,21.9029
HYDRA-0095,Calibration_XPSP_GAIA3,18.9708,18.6489,18.7853,19.8194,20.0432,21.9335,20.2748,21.9062,19.9002,21.7147,20.5185,21.149
HYDRA-0095,Calibration_XPSP,18.99087,18.64787,18.78427,19.81837,20.04217,21.93247,20.27377,21.90517,19.89917,21.71367,20.51747,21.14797
HYDRA-0095,Calibration_iDR5_3_Main,18.9745,18.6526,18.789,19.8231,20.0469,21.9372,20.2785,21.9099,19.9039,21.7184,20.5222,21.1527
HYDRA-0096,Calibration_iDR5_3_Main,20.1082,19.5118,19.5479,20.5311,20.6908,22.9127,20.8382,22.8048,20.3018,22.5612,20.821,21.969
HYDRA-0102,Calibration_XPSP_GAIA3,19.94207,19.33347,19.37597,20.38387,20.56337,22.81137,20.74297,22.71987,20.21777,22.47547,20.75577,21.85987
HYDRA-0102,Calibration_XPSP,19.9476,19.3338,19.3763,20.3842,20.5637,22.8117,20.7433,22.7202,20.2181,22.4758,20.7561,21.8602
HYDRA-0102,Calibration_iDR5_3_Main,19.9463,19.3377,19.3802,20.3881,20.5676,22.8156,20.7472,22.7241,20.222,22.4797,20.76,21.8641
HYDRA-0103,Calibration_XPSP_GAIA3,19.65,19.1164,19.1747,20.1675,20.342,22.6019,20.577,22.6083,20.1304,22.3874,20.7014,21.7626
HYDRA-0103,Calibration_XPSP,19.66797,19.11577,19.17407,20.16687,20.34137,22.60127,20.57637,22.60767,20.12977,22.38677,20.70077,21.76197
HYDRA-0103,Calibration_iDR5_3_Main,19.6535,19.1199,19.1782,20.171,20.3455,22.6054,20.5805,22.6118,20.1339,22.3909,20.7049,21.7661
HYDRA-0104,Calibration_iDR5_3_Main,20.069,19.5049,19.5337,20.5235,20.6765,22.8959,20.8276,23.5766,21.0826,22.5497,20.8116,21.9466
HYDRA-0111,Calibration_iDR5_3_Main,19.95,19.3318,19.39,20.402,20.5896,22.8522,20.7663,22.7449,20.2347,22.5152,20.787,21.927
HYDRA-0112,Calibration_XPSP_GAIA3,19.83527,19.29557,19.35897,20.39597,20.58467,22.79817,20.75257,22.69787,20.21277,22.43737,20.75687,21.79647
HYDRA-0112,Calibration_XPSP,19.8561,19.2943,19.3577,20.3947,20.5834,22.7969,20.7513,22.6966,20.2115,22.4361,20.7556,21.7952
HYDRA-0112,Calibration_iDR5_3_Main,19.8387,19.299,19.3624,20.3994,20.5881,22.8016,20.756,22.7013,20.2162,22.4408,20.7603,21.7999
HYDRA-0120,Calibration_iDR5_3_Main,19.969,19.3567,19.4063,20.4295,20.6138,22.8679,20.7847,22.7547,20.2487,22.5174,20.795,21.9287
HYDRA-0121,Calibration_XPSP_GAIA3,19.91707,19.35337,19.38747,20.40997,20.58057,22.81317,20.74797,22.70827,20.21537,22.46117,20.74567,21.83617
HYDRA-0121,Calibration_XPSP,19.93543,19.35143,19.38553,20.40803,20.57863,22.81123,20.74603,22.70633,20.21343,22.45923,20.74373,21.83423
HYDRA-0121,Calibration_iDR5_3_Main,19.9213,19.3576,19.3917,20.4142,20.5848,22.8174,20.7522,22.7125,20.2196,22.4654,20.7499,21.8404
HYDRA-0129,Calibration_XPSP_GAIA3,19.89813,19.34873,19.39503,20.41953,20.60043,22.83283,20.76983,22.72373,20.22313,22.48943,20.76443,21.89383
HYDRA-0129,Calibration_XPSP,19.9198,19.3469,19.3932,20.4177,20.5986,22.831,20.768,22.7219,20.2213,22.4876,20.7626,21.892
HYDRA-0129,Calibration_iDR5_3_Main,19.9031,19.3537,19.4,20.4245,20.6054,22.8378,20.7748,22.7287,20.2281,22.4944,20.7694,21.8988
HYDRA-0136,Calibration_iDR5_3_Main,20.0752,19.4589,19.4955,20.4837,20.6421,22.9186,20.8135,22.8014,20.281,22.5626,20.8157,21.9737
HYDRA-0137,Calibration_XPSP_GAIA3,19.8906,19.3406,19.4064,20.4308,20.6149,22.8326,20.7725,22.7131,20.2155,22.4757,20.7559,21.8734
HYDRA-0137,Calibration_XPSP,19.91097,19.33887,19.40467,20.42907,20.61317,22.83087,20.77077,22.71137,20.21377,22.47397,20.75417,21.87167
HYDRA-0137,Calibration_iDR5_3_Main,19.8968,19.3468,19.4126,20.437,20.6211,22.8388,20.7787,22.7193,20.2217,22.4819,20.7621,21.8796
HYDRA-D-0001,Calibration_iDR5_3_Main,20.1109,19.4938,19.5271,20.5026,20.6534,22.9028,20.8086,22.7962,20.283,22.5518,20.8094,21.9521
HYDRA-D-0002,Calibration_iDR5_3_Main,20.0067,19.3894,19.4178,20.4082,20.5742,22.8682,20.7629,22.7798,20.2648,22.5418,20.8016,21.9387
HYDRA-D-0003,Calibration_iDR5_3_Main,20.0982,19.4987,19.5383,20.5179,20.6711,22.9003,20.816,22.7907,20.2905,22.5456,20.808,21.9381
HYDRA-D-0004,Calibration_iDR5_3_Main,20.0255,19.4752,19.5024,20.5008,20.6573,22.8784,20.8155,22.7784,20.2887,22.5303,20.8146,21.9239
HYDRA_0012,Calibration_XPSP_GAIA3,20.79883,20.22243,20.23533,21.16243,21.29943,23.60713,21.54693,23.64053,21.11743,23.38173,21.65753,22.80163
HYDRA_0012,Calibration_XPSP,20.80907,20.22257,20.23547,21.16257,21.29957,23.60727,21.54707,23.64067,21.11757,23.38187,21.65767,22.80177
HYDRA_0012,Calibration_iDR5_3_Main,20.7986,20.2222,20.2351,21.1622,21.2992,23.6069,21.5467,23.6403,21.1172,23.3815,21.6573,22.8014
HYDRA_0013,Calibration_XPSP_GAIA3,20.82097,20.22547,20.24157,21.16477,21.30327,23.60197,21.54407,23.62477,21.09997,23.36277,21.63577,22.78667
HYDRA_0013,Calibration_XPSP,20.83103,20.22503,20.24113,21.16433,21.30283,23.60153,21.54363,23.62433,21.09953,23.36233,21.63533,22.78623
HYDRA_0013,Calibration_iDR5_3_Main,20.823,20.2275,20.2436,21.1668,21.3053,23.604,21.5461,23.6268,21.102,23.3648,21.6378,22.7887
HYDRA_0014,Calibration_XPSP_GAIA3,20.7528,20.1613,20.1653,21.0573,21.168,23.4686,21.4118,23.5563,21.0412,23.3109,21.6057,22.7098
HYDRA_0014,Calibration_XPSP,20.75927,20.16147,20.16547,21.05747,21.16817,23.46877,21.41197,23.55647,21.04137,23.31107,21.60587,22.70997
HYDRA_0014,Calibration_iDR5_3_Main,20.7549,20.1634,20.1674,21.0594,21.1701,23.4707,21.4139,23.5584,21.0433,23.313,21.6078,22.7119
HYDRA_0015,Calibration_XPSP_GAIA3,20.8854,20.2129,20.283,21.1916,21.3392,23.6083,21.5401,23.5848,21.0032,23.3109,21.3887,22.6419
HYDRA_0015,Calibration_XPSP,20.89587,20.21267,20.28277,21.19137,21.33897,23.60807,21.53987,23.58457,21.00297,23.31067,21.38847,22.64167
HYDRA_0015,Calibration_iDR5_3_Main,20.8883,20.2158,20.2859,21.1945,21.3421,23.6112,21.543,23.5877,21.0061,23.3138,21.3916,22.6448
HYDRA_0016,Calibration_XPSP_GAIA3,20.862,20.2401,20.2442,21.1337,21.2593,23.5519,21.4925,23.5963,21.083,23.3398,21.6241,22.7758
HYDRA_0016,Calibration_XPSP,20.87,20.2403,20.2444,21.1339,21.2595,23.5521,21.4927,23.5965,21.0832,23.34,21.6243,22.776
HYDRA_0016,Calibration_iDR5_3_Main,20.8647,20.2428,20.2469,21.1364,21.262,23.5546,21.4952,23.599,21.0857,23.3425,21.6268,22.7785
HYDRA_0017,Calibration_XPSP_GAIA3,20.78923,20.15893,20.17723,21.08083,21.22493,23.54623,21.48513,23.53583,20.93493,23.18653,21.43083,22.55703
HYDRA_0017,Calibration_XPSP,20.7972,20.16,20.1783,21.0819,21.226,23.5473,21.4862,23.5369,20.936,23.1876,21.4319,22.5581
HYDRA_0017,Calibration_iDR5_3_Main,20.7913,20.161,20.1793,21.0829,21.227,23.5483,21.4872,23.5379,20.937,23.1886,21.4329,22.5591
HYDRA_0018,Calibration_XPSP_GAIA3,20.82623,20.20013,20.20623,21.08723,21.19373,23.47993,21.41373,23.58643,21.06053,23.33543,21.61743,22.75233
HYDRA_0018,Calibration_XPSP,20.83023,20.20093,20.20703,21.08803,21.19453,23.48073,21.41453,23.58723,21.06133,23.33623,21.61823,22.75313
HYDRA_0018,Calibration_iDR5_3_Main,20.8299,20.2038,20.2099,21.0909,21.1974,23.4836,21.4174,23.5901,21.0642,23.3391,21.6211,22.756
HYDRA_0019,Calibration_XPSP_GAIA3,20.8872,20.2391,20.2412,21.1299,21.2493,23.5502,21.4982,23.5981,21.0812,23.3441,21.6206,22.7612
HYDRA_0019,Calibration_XPSP,20.88757,20.23947,20.24157,21.13027,21.24967,23.55057,21.49857,23.59847,21.08157,23.34447,21.62097,22.76157
HYDRA_0019,Calibration_iDR5_3_Main,20.8893,20.2412,20.2433,21.132,21.2514,23.5523,21.5003,23.6002,21.0833,23.3462,21.6227,22.7633
HYDRA_0020,Calibration_XPSP_GAIA3,20.84987,20.22797,20.25747,21.16797,21.31177,23.59567,21.53117,23.58247,21.05767,23.31527,21.58607,22.72517
HYDRA_0020,Calibration_XPSP,20.8556,20.2284,20.2579,21.1684,21.3122,23.5961,21.5316,23.5829,21.0581,23.3157,21.5865,22.7256
HYDRA_0020,Calibration_iDR5_3_Main,20.8536,20.2317,20.2612,21.1717,21.3155,23.5994,21.5349,23.5862,21.0614,23.319,21.5898,22.7289
HYDRA_0022,Calibration_XPSP_GAIA3,20.8764,20.2595,20.27,21.1679,21.2996,23.5882,21.5225,23.6148,21.0919,23.3524,21.6278,22.7775
HYDRA_0022,Calibration_XPSP,20.8835,20.2599,20.2704,21.1683,21.3,23.5886,21.5229,23.6152,21.0923,23.3528,21.6282,22.7779
HYDRA_0022,Calibration_iDR5_3_Main,20.8784,20.2615,20.272,21.1699,21.3016,23.5902,21.5245,23.6168,21.0939,23.3544,21.6298,22.7795
HYDRA_0023,Calibration_XPSP_GAIA3,20.86227,20.25377,20.27917,21.19137,21.33227,23.62757,21.56727,23.63497,21.10867,23.36817,21.64517,22.79417
HYDRA_0023,Calibration_XPSP,20.8729,20.2541,20.2795,21.1917,21.3326,23.6279,21.5676,23.6353,21.109,23.3685,21.6455,22.7945
HYDRA_0023,Calibration_iDR5_3_Main,20.865,20.2565,20.2819,21.1941,21.335,23.6303,21.57,23.6377,21.1114,23.3709,21.6479,22.7969
HYDRA_0024,Calibration_XPSP_GAIA3,20.73527,20.15657,20.19107,21.11107,21.25497,23.56357,21.50887,23.60097,21.08387,23.34587,21.63147,22.78567
HYDRA_0024,Calibration_XPSP,20.74123,20.15633,20.19083,21.11083,21.25473,23.56333,21.50863,23.60073,21.08363,23.34563,21.63123,22.78543
HYDRA_0024,Calibration_iDR5_3_Main,20.7382,20.1595,20.194,21.114,21.2579,23.5665,21.5118,23.6039,21.0868,23.3488,21.6344,22.7886
HYDRA_0025,Calibration_XPSP_GAIA3,20.88947,20.27207,20.26397,21.15657,21.27817,23.56227,21.49407,23.62037,21.09967,23.37527,21.64967,22.80537
HYDRA_0025,Calibration_XPSP,20.89877,20.27287,20.26477,21.15737,21.27897,23.56307,21.49487,23.62117,21.10047,23.37607,21.65047,22.80617
HYDRA_0025,Calibration_iDR5_3_Main,20.8925,20.2751,20.267,21.1596,21.2812,23.5653,21.4971,23.6234,21.1027,23.3783,21.6527,22.8084
HYDRA_0026,Calibration_XPSP_GAIA3,20.80527,20.19137,20.20387,21.14647,21.23317,23.51887,21.46027,23.56367,21.04307,23.30037,21.59367,22.68717
HYDRA_0026,Calibration_XPSP,20.82257,20.19127,20.20377,21.14637,21.23307,23.51877,21.46017,23.56357,21.04297,23.30027,21.59357,22.68707
HYDRA_0026,Calibration_iDR5_3_Main,20.8121,20.1982,20.2107,21.1533,21.24,23.5257,21.4671,23.5705,21.0499,23.3072,21.6005,22.694
HYDRA_0027,Calibration_XPSP_GAIA3,20.7293,20.109,20.1078,21.0077,21.126,23.4439,21.3909,23.5326,21.0239,23.2845,21.5944,22.6757
HYDRA_0027,Calibration_XPSP,20.742,20.1095,20.1083,21.0082,21.1265,23.4444,21.3914,23.5331,21.0244,23.285,21.5949,22.6762
HYDRA_0027,Calibration_iDR5_3_Main,20.7313,20.111,20.1098,21.0097,21.128,23.4459,21.3929,23.5346,21.0259,23.2865,21.5964,22.6777
HYDRA_0028,Calibration_iDR5_3_Main,20.948,20.3384,20.3416,21.2469,21.4053,23.6759,21.6181,23.6434,21.1278,23.3845,21.6508,22.8192
HYDRA_0029,Calibration_XPSP_GAIA3,20.96663,20.33803,20.35323,21.25793,21.40763,23.68293,21.62523,23.65903,21.13053,23.38203,21.65743,22.79503
HYDRA_0029,Calibration_iDR5_3_Main,20.9694,20.3408,20.356,21.2607,21.4104,23.6857,21.628,23.6618,21.1333,23.3848,21.6602,22.7978
HYDRA_0030,Calibration_iDR5_3_Main,20.8934,20.288,20.3141,21.2361,21.3759,23.6491,21.5763,23.6282,21.1009,23.3573,21.6399,22.7674
HYDRA_0032,Calibration_iDR5_3_Main,20.929,20.3136,20.3451,21.2627,21.4067,23.6727,21.6009,23.639,21.1192,23.3701,21.648,22.79
HYDRA_0033,Calibration_XPSP_GAIA3,20.92157,20.31497,20.33637,21.24557,21.38707,23.66357,21.59547,23.63887,21.10827,23.36417,21.64287,22.78107
HYDRA_0033,Calibration_iDR5_3_Main,20.9243,20.3177,20.3391,21.2483,21.3898,23.6663,21.5982,23.6416,21.111,23.3669,21.6456,22.7838
HYDRA_0034,Calibration_iDR5_3_Main,20.9608,20.3346,20.3628,21.2659,21.3949,23.6678,21.5926,23.6475,21.1194,23.3745,21.6507,22.7967
HYDRA_0038,Calibration_XPSP_GAIA3,20.93553,20.30363,20.32103,21.24473,21.39293,23.66743,21.59953,23.63883,21.10423,23.37293,21.63813,22.81503
HYDRA_0038,Calibration_iDR5_3_Main,20.9397,20.3078,20.3252,21.2489,21.3971,23.6716,21.6037,23.643,21.1084,23.3771,21.6423,22.8192
HYDRA_0040,Calibration_XPSP_GAIA3,20.8859,20.2766,20.2251,21.2126,21.3569,23.625,21.5648,23.6044,21.0785,23.3375,21.6141,22.7574
HYDRA_0040,Calibration_iDR5_3_Main,20.8885,20.2792,20.2277,21.2152,21.3595,23.6276,21.5674,23.607,21.0811,23.3401,21.6167,22.76
HYDRA_0042,Calibration_XPSP_GAIA3,20.83257,20.21007,20.22207,21.13567,21.28297,23.56837,21.51137,23.56557,21.03677,23.30537,21.58537,22.72307
HYDRA_0042,Calibration_iDR5_3_Main,20.8352,20.2127,20.2247,21.1383,21.2856,23.571,21.514,23.5682,21.0394,23.308,21.588,22.7257
HYDRA_0043,Calibration_XPSP_GAIA3,20.95687,20.33307,20.35227,21.27027,21.40867,23.68557,21.61657,23.65357,21.11607,23.37197,21.64037,22.79917
HYDRA_0043,Calibration_iDR5_3_Main,20.9618,20.338,20.3572,21.2752,21.4136,23.6905,21.6215,23.6585,21.121,23.3769,21.6453,22.8041
HYDRA_0046,Calibration_XPSP_GAIA3,20.84843,20.20113,20.19123,21.07843,21.17713,23.48083,21.42123,23.56253,21.05453,23.32653,21.61523,22.74903
HYDRA_0046,Calibration_iDR5_3_Main,20.8505,20.2032,20.1933,21.0805,21.1792,23.4829,21.4233,23.5646,21.0566,23.3286,21.6173,22.7511
HYDRA_0047,Calibration_iDR5_3_Main,20.9698,20.3559,20.3822,21.2852,21.4051,23.6819,21.6067,23.6646,21.1325,23.3931,21.6676,22.8193
HYDRA_0049,Calibration_iDR5_3_Main,20.8924,20.3176,20.353,21.2617,21.398,23.6813,21.6042,23.6614,21.1316,23.388,21.6619,22.8084
HYDRA_0051,Calibration_XPSP_GAIA3,20.8797,20.2785,20.2816,21.2038,21.3367,23.5847,21.5433,23.5833,20.9671,23.3161,21.5886,22.7503
HYDRA_0051,Calibration_XPSP,20.8925,20.2785,20.2816,21.2038,21.3367,23.5847,21.5433,23.5833,20.9671,23.3161,21.5886,22.7503
HYDRA_0051,Calibration_iDR5_3_Main,20.8826,20.2814,20.2845,21.2067,21.3396,23.5876,21.5462,23.5862,20.97,23.319,21.5915,22.7532
HYDRA_0054,Calibration_XPSP_GAIA3,20.87287,20.23027,20.26487,21.16387,21.30547,23.58037,21.51777,23.58827,21.06877,23.33517,21.61327,22.75357
HYDRA_0054,Calibration_XPSP,20.87813,20.23033,20.26493,21.16393,21.30553,23.58043,21.51783,23.58833,21.06883,23.33523,21.61333,22.75363
HYDRA_0054,Calibration_iDR5_3_Main,20.8759,20.2333,20.2679,21.1669,21.3085,23.5834,21.5208,23.5913,21.0718,23.3382,21.6163,22.7566
HYDRA_0057,Calibration_iDR5_3_Main,20.8641,20.1887,20.2401,21.1568,21.3262,23.6328,21.5465,23.6197,21.0999,23.3438,21.6312,22.7691
HYDRA_0058,Calibration_iDR5_3_Main,20.9568,20.3181,20.362,21.2623,21.4074,23.6639,21.5956,23.5325,21.1132,23.3563,21.6394,22.7695
HYDRA_0059,Calibration_XPSP_GAIA3,20.83377,20.22657,20.26387,21.16737,21.30447,23.60087,21.53797,23.63517,21.11147,23.38247,21.65337,22.82467
HYDRA_0059,Calibration_XPSP,20.84713,20.22593,20.26323,21.16673,21.30383,23.60023,21.53733,23.63453,21.11083,23.38183,21.65273,22.82403
HYDRA_0059,Calibration_iDR5_3_Main,20.8366,20.2294,20.2667,21.1702,21.3073,23.6037,21.5408,23.638,21.1143,23.3853,21.6562,22.8275
HYDRA_0060,Calibration_iDR5_3_Main,20.9584,20.348,20.3959,21.2969,21.4376,23.7012,21.6312,23.6662,21.1333,23.3808,21.6622,22.7828
HYDRA_0063,Calibration_XPSP_GAIA3,20.84837,20.20947,20.25237,21.16637,21.31977,23.59747,21.53477,23.59557,21.07137,23.32187,21.47707,22.71547
HYDRA_0063,Calibration_XPSP,20.85183,20.20953,20.25243,21.16643,21.31983,23.59753,21.53483,23.59563,21.07143,23.32193,21.47713,22.71553
HYDRA_0063,Calibration_iDR5_3_Main,20.8547,20.2158,20.2587,21.1727,21.3261,23.6038,21.5411,23.6019,21.0777,23.3282,21.4834,22.7218
HYDRA_0065,Calibration_XPSP_GAIA3,20.74113,20.11393,20.20233,21.10393,21.25663,23.54183,21.49023,23.54993,21.02253,23.28063,21.57923,22.68673
HYDRA_0065,Calibration_XPSP,20.75173,20.11383,20.20223,21.10383,21.25653,23.54173,21.49013,23.54983,21.02243,23.28053,21.57913,22.68663
HYDRA_0065,Calibration_iDR5_3_Main,20.744,20.1168,20.2052,21.1068,21.2595,23.5447,21.4931,23.5528,21.0254,23.2835,21.5821,22.6896
HYDRA_0066,Calibration_XPSP_GAIA3,20.864,20.2282,20.2724,21.1796,21.324,23.5984,21.5305,23.5834,21.0551,23.3139,21.596,22.7352
