FIELD,CALIB,ZP_GAIA3_BP,ZP_GAIA3_G,ZP_GAIA3_RP
HYDRA_0162,Calibration_XPSP_GAIA3,0.0136,0.0057,0.0001
HYDRA_0162,Calibration_iDR5_3_Main,0.0136,0.0057,0.0001
HYDRA_0163,Calibration_iDR5_3_Main,0.0162,0.0087,0.0041
HYDRA_0164,Calibration_XPSP_GAIA3,0.015,0.0065,-0.0003
HYDRA_0164,Calibration_iDR5_3_Main,0.015,0.0065,-0.0003
HYDRA_0165,Calibration_XPSP_GAIA3,0.0096,0.0039,0.0008
HYDRA_0165,Calibration_iDR5_3_Main,0.0096,0.0039,0.0008
HYDRA_0166,Calibration_iDR5_3_Main,0.0118,0.005,-0.0001
HYDRA_0167,Calibration_XPSP_GAIA3,0.0098,0.0037,0.0001
HYDRA_0167,Calibration_iDR5_3_Main,0.0098,0.0037,0.0001
SPLUS-n01s01,Calibration_XPSP_GAIA3,0.007,0.007,0.0041
SPLUS-n01s01,Calibration_XPSP,0.0072,0.005,0.0014
SPLUS-n01s01,Calibration_iDR5_3_Main,0.007,0.007,0.0041
SPLUS-n01s02,Calibration_XPSP_GAIA3,0.0038,0.0023,-0.0023
SPLUS-n01s02,Calibration_iDR5_3_Main,0.0038,0.0023,-0.0023
SPLUS-n01s03,Calibration_XPSP_GAIA3,0.0066,0.0063,0.0017
SPLUS-n01s03,Calibration_iDR5_3_Main,0.0066,0.0063,0.0017
SPLUS-n01s04,Calibration_XPSP_GAIA3,0.0065,0.0052,0.0002
SPLUS-n01s04,Calibration_iDR5_3_Main,0.0065,0.0052,0.0002
SPLUS-n01s05,Calibration_XPSP_GAIA3,0.0118,0.0088,0.0044
SPLUS-n01s05,Calibration_iDR5_3_Main,0.0118,0.0088,0.0044
SPLUS-n01s06,Calibration_iDR5_3_Main,0.0059,0.0048,0.0013
SPLUS-n01s07,Calibration_iDR5_3_Main,0.0039,0.0045,0.0023
SPLUS-n01s08,Calibration_iDR5_3_Main,0.0041,0.0045,0.0019
SPLUS-n01s09,Calibration_iDR5_3_Main,0.0019,0.0035,0.0023
SPLUS-n01s10,Calibration_iDR5_3_Main,0.0052,0.0051,0.0012
SPLUS-n01s18,Calibration_XPSP_GAIA3,0.0051,0.0059,0.0037
SPLUS-n01s18,Calibration_XPSP,0.0049,0.0031,0.0023
SPLUS-n01s18,Calibration_iDR5_3_Main,0.0051,0.0059,0.0037
SPLUS-n01s19,Calibration_iDR5_3_Main,0.003,0.0021,0.001
SPLUS-n01s20,Calibration_iDR5_3_Main,0.0163,0.0071,0.0017
SPLUS-n01s21,Calibration_iDR5_3_Main,0.0071,0.0056,0.0051
SPLUS-n01s22,Calibration_iDR5_3_Main,0.0072,0.0061,0.0043
SPLUS-n01s23,Calibration_iDR5_3_Main,0.0059,0.0043,-0.0017
SPLUS-n01s24,Calibration_iDR5_3_Main,0.0006,0.0008,0.0005
SPLUS-n01s25,Calibration_iDR5_3_Main,0.0064,0.0058,0.0045
SPLUS-n01s26,Calibration_XPSP_GAIA3,0.0041,0.0029,0.0044
SPLUS-n01s26,Calibration_XPSP,0.004,0.0012,0.0027
SPLUS-n01s26,Calibration_iDR5_3_Main,0.0041,0.0029,0.0044
SPLUS-n01s27,Calibration_iDR5_3_Main,0.0036,0.0019,0.0015
SPLUS-n01s28,Calibration_XPSP_GAIA3,0.0039,0.0032,0.0037
SPLUS-n01s28,Calibration_XPSP,0.0021,0.0007,0.0023
SPLUS-n01s28,Calibration_iDR5_3_Main,0.0039,0.0032,0.0037
SPLUS-n01s37,Calibration_XPSP_GAIA3,0.0043,0.0044,0.0042
SPLUS-n01s37,Calibration_XPSP,0.0023,0.0012,0.0036
SPLUS-n01s37,Calibration_iDR5_3_Main,0.0043,0.0044,0.0042
SPLUS-n01s38,Calibration_XPSP_GAIA3,0.0044,0.0051,0.0069
SPLUS-n01s38,Calibration_XPSP,0.0038,0.0021,0.0036
SPLUS-n01s38,Calibration_iDR5_3_Main,0.0044,0.0051,0.0069
SPLUS-n01s45,Calibration_iDR5_3_Main,0.003,0.0035,0.0015
SPLUS-n01s46,Calibration_iDR5_3_Main,0.0031,0.0029,0.0014
SPLUS-n01s47,Calibration_XPSP_GAIA3,0.0017,0.0026,0.0014
SPLUS-n01s47,Calibration_iDR5_3_Main,0.0017,0.0026,0.0014
SPLUS-n01s48,Calibration_iDR5_3_Main,0.0039,0.0022,0.0003
SPLUS-n01s49,Calibration_XPSP_GAIA3,0.001,0.0013,0.0008
SPLUS-n01s49,Calibration_iDR5_3_Main,0.001,0.0013,0.0008
SPLUS-n01s50,Calibration_iDR5_3_Main,0.0022,0.0023,0.0008
SPLUS-n01s51,Calibration_XPSP_GAIA3,0.0028,0.0025,0.0013
SPLUS-n01s51,Calibration_iDR5_3_Main,0.0028,0.0025,0.0013
SPLUS-n01s52,Calibration_iDR5_3_Main,0.0011,0.001,-0.0
SPLUS-n01s53,Calibration_iDR5_3_Main,0.0009,-0.0001,-0.0009
SPLUS-n01s54,Calibration_iDR5_3_Main,0.0043,0.0028,0.0014
SPLUS-n01s55,Calibration_iDR5_3_Main,0.0048,0.0036,0.0023
SPLUS-n02n01,Calibration_XPSP_GAIA3,0.0044,0.0042,0.0012
SPLUS-n02n01,Calibration_XPSP,0.0043,0.0031,0.0006
SPLUS-n02n01,Calibration_iDR5_3_Main,0.0044,0.0042,0.0012
SPLUS-n02n02,Calibration_XPSP_GAIA3,0.0043,0.0041,0.0008
SPLUS-n02n02,Calibration_iDR5_3_Main,0.0043,0.0041,0.0008
SPLUS-n02n03,Calibration_XPSP_GAIA3,0.009,0.0071,0.0037
SPLUS-n02n03,Calibration_iDR5_3_Main,0.009,0.0071,0.0037
SPLUS-n02n04,Calibration_XPSP_GAIA3,0.0079,0.0056,0.0012
SPLUS-n02n04,Calibration_iDR5_3_Main,0.0079,0.0056,0.0012
SPLUS-n02n05,Calibration_XPSP_GAIA3,0.0037,0.0028,0.0002
SPLUS-n02n05,Calibration_iDR5_3_Main,0.0037,0.0028,0.0002
SPLUS-n02n18,Calibration_XPSP_GAIA3,0.0075,0.0067,0.0031
SPLUS-n02n18,Calibration_XPSP,0.0073,0.0041,0.002
SPLUS-n02n18,Calibration_iDR5_3_Main,0.0075,0.0067,0.0031
SPLUS-n02n19,Calibration_XPSP_GAIA3,0.0064,0.0064,0.0051
SPLUS-n02n19,Calibration_XPSP,0.0054,0.0042,0.0038
SPLUS-n02n19,Calibration_iDR5_3_Main,0.0064,0.0064,0.0051
SPLUS-n02n20,Calibration_iDR5_3_Main,0.0042,0.0037,0.0025
SPLUS-n02n21,Calibration_XPSP_GAIA3,0.0034,0.005,0.0033
SPLUS-n02n21,Calibration_XPSP,0.0038,0.0029,0.0012
SPLUS-n02n21,Calibration_iDR5_3_Main,0.0034,0.005,0.0033
SPLUS-n02n22,Calibration_XPSP_GAIA3,0.0061,0.005,0.0038
SPLUS-n02n22,Calibration_XPSP,0.0043,0.0022,0.0011
SPLUS-n02n22,Calibration_iDR5_3_Main,0.0061,0.005,0.0038
SPLUS-n02n23,Calibration_XPSP_GAIA3,0.006,0.0047,0.0043
SPLUS-n02n23,Calibration_XPSP,0.0038,0.0021,0.0029
SPLUS-n02n23,Calibration_iDR5_3_Main,0.006,0.0047,0.0043
SPLUS-n02n24,Calibration_XPSP_GAIA3,0.0048,0.0037,0.0027
SPLUS-n02n24,Calibration_XPSP,0.0048,0.002,0.0011
SPLUS-n02n24,Calibration_iDR5_3_Main,0.0048,0.0037,0.0027
SPLUS-n02n25,Calibration_XPSP_GAIA3,0.0015,0.0016,0.0011
SPLUS-n02n25,Calibration_XPSP,0.0014,-0.0004,0.0004
SPLUS-n02n25,Calibration_iDR5_3_Main,0.0015,0.0016,0.0011
SPLUS-n02n26,Calibration_XPSP_GAIA3,0.0078,0.0075,0.0049
SPLUS-n02n26,Calibration_XPSP,0.0062,0.0043,0.0026
SPLUS-n02n26,Calibration_iDR5_3_Main,0.0078,0.0075,0.0049
SPLUS-n02n27,Calibration_XPSP_GAIA3,0.0032,0.0015,0.0019
SPLUS-n02n27,Calibration_XPSP,0.0017,-0.0002,0.0018
SPLUS-n02n27,Calibration_iDR5_3_Main,0.0032,0.0015,0.0019
SPLUS-n02n28,Calibration_XPSP_GAIA3,0.0009,0.0011,0.0033
SPLUS-n02n28,Calibration_XPSP,-0.0,-0.0009,0.002
SPLUS-n02n28,Calibration_iDR5_3_Main,0.0009,0.0011,0.0033
SPLUS-n02n44,Calibration_XPSP_GAIA3,0.0022,0.0025,0.0038
SPLUS-n02n44,Calibration_XPSP,0.0042,0.0019,0.0012
SPLUS-n02n44,Calibration_iDR5_3_Main,0.0022,0.0025,0.0038
SPLUS-n02n45,Calibration_XPSP_GAIA3,0.0033,0.0036,0.0031
SPLUS-n02n45,Calibration_iDR5_3_Main,0.0033,0.0036,0.0031
SPLUS-n02n46,Calibration_XPSP_GAIA3,0.0069,0.0057,0.0037
SPLUS-n02n46,Calibration_iDR5_3_Main,0.0069,0.0057,0.0037
SPLUS-n02n47,Calibration_XPSP_GAIA3,0.0026,0.003,0.0024
SPLUS-n02n47,Calibration_iDR5_3_Main,0.0026,0.003,0.0024
SPLUS-n02n48,Calibration_iDR5_3_Main,0.0037,0.0033,0.0019
SPLUS-n02n49,Calibration_iDR5_3_Main,0.002,0.002,0.0009
SPLUS-n02n50,Calibration_iDR5_3_Main,0.0031,0.0031,0.002
SPLUS-n02n51,Calibration_XPSP_GAIA3,0.0016,0.002,0.0015
SPLUS-n02n51,Calibration_XPSP,0.0037,0.0017,-0.0006
SPLUS-n02n51,Calibration_iDR5_3_Main,0.0016,0.002,0.0015
SPLUS-n02n52,Calibration_XPSP_GAIA3,0.0018,0.002,0.0029
SPLUS-n02n52,Calibration_XPSP,0.0012,-0.0,0.0017
SPLUS-n02n52,Calibration_iDR5_3_Main,0.0018,0.002,0.0029
SPLUS-n02n53,Calibration_iDR5_3_Main,0.004,0.0028,0.002
SPLUS-n02n54,Calibration_iDR5_3_Main,0.0045,0.0034,0.0017
SPLUS-n02n55,Calibration_iDR5_3_Main,0.0027,0.0017,0.0027
SPLUS-n02s01,Calibration_XPSP_GAIA3,0.0066,0.0058,0.0014
SPLUS-n02s01,Calibration_iDR5_3_Main,0.0066,0.0058,0.0014
SPLUS-n02s02,Calibration_XPSP_GAIA3,0.0052,0.0049,0.003
SPLUS-n02s02,Calibration_iDR5_3_Main,0.0052,0.0049,0.003
SPLUS-n02s03,Calibration_XPSP_GAIA3,0.0079,0.0072,0.0011
SPLUS-n02s03,Calibration_iDR5_3_Main,0.0079,0.0072,0.0011
SPLUS-n02s04,Calibration_XPSP_GAIA3,0.0072,0.0045,0.0008
SPLUS-n02s04,Calibration_iDR5_3_Main,0.0072,0.0045,0.0008
SPLUS-n02s05,Calibration_XPSP_GAIA3,0.0062,0.0058,0.0017
SPLUS-n02s05,Calibration_iDR5_3_Main,0.0062,0.0058,0.0017
SPLUS-n02s06,Calibration_iDR5_3_Main,0.0085,0.0057,0.0014
SPLUS-n02s07,Calibration_iDR5_3_Main,0.0064,0.0051,0.0039
SPLUS-n02s08,Calibration_iDR5_3_Main,0.0066,0.0059,0.0023
SPLUS-n02s09,Calibration_iDR5_3_Main,0.0012,0.0018,-0.0001
SPLUS-n02s10,Calibration_iDR5_3_Main,0.0056,0.0045,0.0026
SPLUS-n02s18,Calibration_iDR5_3_Main,0.0003,0.0042,0.0037
SPLUS-n02s19,Calibration_XPSP_GAIA3,0.0044,0.0046,0.0028
SPLUS-n02s19,Calibration_XPSP,0.0034,0.0024,0.0027
SPLUS-n02s19,Calibration_iDR5_3_Main,0.0044,0.0046,0.0028
SPLUS-n02s20,Calibration_XPSP_GAIA3,0.0053,0.0047,0.0038
SPLUS-n02s20,Calibration_XPSP,0.0033,0.0023,0.0026
SPLUS-n02s20,Calibration_iDR5_3_Main,0.0053,0.0047,0.0038
SPLUS-n02s21,Calibration_iDR5_3_Main,0.0033,0.0026,0.0014
SPLUS-n02s22,Calibration_XPSP_GAIA3,0.0005,-0.0006,-0.0024
SPLUS-n02s22,Calibration_XPSP,0.0014,-0.0015,-0.0034
SPLUS-n02s22,Calibration_iDR5_3_Main,0.0005,-0.0006,-0.0024
SPLUS-n02s23,Calibration_iDR5_3_Main,0.0047,0.0021,0.0016
SPLUS-n02s24,Calibration_iDR5_3_Main,0.0077,0.0064,0.0038
SPLUS-n02s25,Calibration_XPSP_GAIA3,0.0059,0.0066,0.0056
SPLUS-n02s25,Calibration_XPSP,0.0058,0.0037,0.0035
SPLUS-n02s25,Calibration_iDR5_3_Main,0.0059,0.0066,0.0056
SPLUS-n02s26,Calibration_XPSP_GAIA3,0.0021,0.0023,0.0026
SPLUS-n02s26,Calibration_XPSP,0.0013,0.0005,0.0018
SPLUS-n02s26,Calibration_iDR5_3_Main,0.0021,0.0023,0.0026
SPLUS-n02s27,Calibration_XPSP_GAIA3,0.0029,0.0036,0.0037
SPLUS-n02s27,Calibration_iDR5_3_Main,0.0029,0.0036,0.0037
SPLUS-n02s28,Calibration_iDR5_3_Main,0.0024,0.0022,0.0028
SPLUS-n02s37,Calibration_XPSP_GAIA3,0.0031,0.0016,0.0024
SPLUS-n02s37,Calibration_iDR5_3_Main,0.0031,0.0016,0.0024
SPLUS-n02s38,Calibration_iDR5_3_Main,0.0016,0.0014,0.0029
SPLUS-n02s44,Calibration_XPSP_GAIA3,0.0041,0.005,0.0005
SPLUS-n02s44,Calibration_iDR5_3_Main,0.0041,0.005,0.0005
SPLUS-n02s45,Calibration_iDR5_3_Main,0.0054,0.0029,0.0023
SPLUS-n02s46,Calibration_iDR5_3_Main,0.0023,0.001,0.0004
SPLUS-n02s47,Calibration_iDR5_3_Main,0.004,0.004,0.0019
SPLUS-n02s48,Calibration_iDR5_3_Main,0.0048,0.0036,0.0026
SPLUS-n02s49,Calibration_iDR5_3_Main,0.0034,0.0019,0.0003
SPLUS-n02s50,Calibration_iDR5_3_Main,0.0023,0.0028,0.0019
SPLUS-n02s51,Calibration_iDR5_3_Main,0.0027,0.0025,0.0012
SPLUS-n02s52,Calibration_iDR5_3_Main,0.0022,0.0025,0.0017
SPLUS-n02s53,Calibration_XPSP_GAIA3,0.007,0.0059,0.0042
SPLUS-n02s53,Calibration_iDR5_3_Main,0.007,0.0059,0.0042
SPLUS-n02s54,Calibration_iDR5_3_Main,0.0042,0.003,0.002
SPLUS-n02s55,Calibration_iDR5_3_Main,0.0051,0.0031,0.0025
SPLUS-n03n01,Calibration_XPSP_GAIA3,0.0049,0.0041,0.002
SPLUS-n03n01,Calibration_iDR5_3_Main,0.0049,0.0041,0.002
SPLUS-n03n02,Calibration_iDR5_3_Main,0.0026,0.0013,-0.0009
SPLUS-n03n03,Calibration_iDR5_3_Main,0.0059,0.0055,0.0019
SPLUS-n03n04,Calibration_iDR5_3_Main,0.0081,0.0059,0.0017
SPLUS-n03n22,Calibration_XPSP_GAIA3,0.0072,0.0068,0.0039
SPLUS-n03n22,Calibration_iDR5_3_Main,0.0072,0.0068,0.0039
SPLUS-n03n23,Calibration_XPSP_GAIA3,0.0004,0.0006,0.0006
SPLUS-n03n23,Calibration_iDR5_3_Main,0.0004,0.0006,0.0006
SPLUS-n03n24,Calibration_XPSP_GAIA3,0.0054,0.0043,0.0041
SPLUS-n03n24,Calibration_iDR5_3_Main,0.0054,0.0043,0.0041
SPLUS-n03n51,Calibration_XPSP_GAIA3,0.0039,0.0029,0.0017
SPLUS-n03n51,Calibration_iDR5_3_Main,0.0039,0.0029,0.0017
SPLUS-n03n52,Calibration_XPSP_GAIA3,0.0024,0.0021,0.0011
SPLUS-n03n52,Calibration_iDR5_3_Main,0.0024,0.0021,0.0011
SPLUS-n03n53,Calibration_XPSP_GAIA3,0.0023,0.0013,0.0013
SPLUS-n03n53,Calibration_iDR5_3_Main,0.0023,0.0013,0.0013
SPLUS-n03n54,Calibration_XPSP_GAIA3,0.0032,0.0022,0.0017
SPLUS-n03n54,Calibration_iDR5_3_Main,0.0032,0.0022,0.0017
SPLUS-n03n55,Calibration_XPSP_GAIA3,0.003,0.0028,0.0019
SPLUS-n03n55,Calibration_iDR5_3_Main,0.003,0.0028,0.0019
SPLUS-n03s01,Calibration_XPSP_GAIA3,0.0062,0.0063,0.0027
SPLUS-n03s01,Calibration_XPSP,0.0075,0.0048,0.001
SPLUS-n03s01,Calibration_iDR5_3_Main,0.0062,0.0063,0.0027
SPLUS-n03s02,Calibration_XPSP_GAIA3,0.0049,0.0047,0.0023
SPLUS-n03s02,Calibration_iDR5_3_Main,0.0049,0.0047,0.0023
SPLUS-n03s03,Calibration_XPSP_GAIA3,0.0062,0.0052,0.0018
SPLUS-n03s03,Calibration_iDR5_3_Main,0.0062,0.0052,0.0018
SPLUS-n03s04,Calibration_XPSP_GAIA3,0.0081,0.0058,0.0014
SPLUS-n03s04,Calibration_iDR5_3_Main,0.0081,0.0058,0.0014
SPLUS-n03s05,Calibration_XPSP_GAIA3,0.008,0.0061,0.0022
SPLUS-n03s05,Calibration_iDR5_3_Main,0.008,0.0061,0.0022
SPLUS-n03s06,Calibration_XPSP_GAIA3,0.0043,0.0041,0.0004
SPLUS-n03s06,Calibration_iDR5_3_Main,0.0043,0.0041,0.0004
SPLUS-n03s07,Calibration_iDR5_3_Main,0.0073,0.0073,0.0025
SPLUS-n03s08,Calibration_iDR5_3_Main,0.0081,0.0066,0.0024
SPLUS-n03s09,Calibration_iDR5_3_Main,0.0044,0.0037,0.0004
SPLUS-n03s10,Calibration_iDR5_3_Main,0.0056,0.0058,0.0025
SPLUS-n03s18,Calibration_iDR5_3_Main,0.005,0.0045,0.0036
SPLUS-n03s19,Calibration_iDR5_3_Main,0.004,0.0028,0.0014
SPLUS-n03s20,Calibration_iDR5_3_Main,0.0041,0.0052,0.0019
SPLUS-n03s21,Calibration_iDR5_3_Main,0.009,0.0074,0.0049
SPLUS-n03s22,Calibration_iDR5_3_Main,0.008,0.0068,0.0055
SPLUS-n03s23,Calibration_iDR5_3_Main,0.0052,0.0043,0.003
SPLUS-n03s24,Calibration_iDR5_3_Main,0.0036,0.0046,0.005
SPLUS-n03s25,Calibration_XPSP_GAIA3,0.0009,0.0011,0.0017
SPLUS-n03s25,Calibration_iDR5_3_Main,0.0009,0.0011,0.0017
SPLUS-n03s26,Calibration_XPSP_GAIA3,0.0038,0.0031,0.0032
SPLUS-n03s26,Calibration_iDR5_3_Main,0.0038,0.0031,0.0032
SPLUS-n03s27,Calibration_iDR5_3_Main,0.0047,0.0032,0.003
SPLUS-n03s28,Calibration_iDR5_3_Main,0.0014,0.0007,0.0023
SPLUS-n03s43,Calibration_XPSP_GAIA3,0.0033,0.002,0.0019
SPLUS-n03s43,Calibration_iDR5_3_Main,0.0033,0.002,0.0019
SPLUS-n03s44,Calibration_XPSP_GAIA3,0.0028,0.0021,0.003
SPLUS-n03s44,Calibration_iDR5_3_Main,0.0028,0.0021,0.003
SPLUS-n04n01,Calibration_iDR5_3_Main,0.0046,0.0036,0.0007
SPLUS-n04n51,Calibration_XPSP_GAIA3,0.0072,0.0056,0.0027
SPLUS-n04n51,Calibration_iDR5_3_Main,0.0072,0.0056,0.0027
SPLUS-n04n52,Calibration_XPSP_GAIA3,-0.0009,-0.0004,-0.0012
SPLUS-n04n52,Calibration_iDR5_3_Main,-0.0009,-0.0004,-0.0012
SPLUS-n04n53,Calibration_iDR5_3_Main,0.0056,0.0039,0.0035
SPLUS-n04n54,Calibration_XPSP_GAIA3,0.0013,0.0026,0.0014
SPLUS-n04n54,Calibration_iDR5_3_Main,0.0013,0.0026,0.0014
SPLUS-n04n55,Calibration_XPSP_GAIA3,0.0043,0.0038,0.0033
SPLUS-n04n55,Calibration_iDR5_3_Main,0.0043,0.0038,0.0033
SPLUS-n04s01,Calibration_XPSP_GAIA3,0.0064,0.0061,0.0033
SPLUS-n04s01,Calibration_iDR5_3_Main,0.0064,0.0061,0.0033
SPLUS-n04s02,Calibration_XPSP_GAIA3,0.0065,0.0059,0.0026
SPLUS-n04s02,Calibration_iDR5_3_Main,0.0065,0.0059,0.0026
SPLUS-n04s03,Calibration_iDR5_3_Main,0.0025,-0.0007,-0.0052
SPLUS-n04s04,Calibration_XPSP_GAIA3,0.0042,0.0031,-0.0019
SPLUS-n04s04,Calibration_iDR5_3_Main,0.0042,0.0031,-0.0019
SPLUS-n04s05,Calibration_XPSP_GAIA3,0.0058,0.0049,-0.0002
SPLUS-n04s05,Calibration_iDR5_3_Main,0.0058,0.0049,-0.0002
SPLUS-n04s06,Calibration_XPSP_GAIA3,0.0127,0.0107,0.005
SPLUS-n04s06,Calibration_iDR5_3_Main,0.0127,0.0107,0.005
SPLUS-n04s07,Calibration_XPSP_GAIA3,0.0071,0.0064,0.0028
SPLUS-n04s07,Calibration_iDR5_3_Main,0.0071,0.0064,0.0028
SPLUS-n04s08,Calibration_iDR5_3_Main,0.0088,0.0088,0.0055
SPLUS-n04s09,Calibration_iDR5_3_Main,0.0052,0.0072,0.0043
SPLUS-n04s10,Calibration_iDR5_3_Main,0.0017,0.0018,-0.0001
SPLUS-n04s23,Calibration_iDR5_3_Main,0.006,0.0041,0.0022
SPLUS-n04s41,Calibration_XPSP_GAIA3,0.0017,-0.0004,-0.0004
SPLUS-n04s41,Calibration_iDR5_3_Main,0.0017,-0.0004,-0.0004
SPLUS-n04s42,Calibration_XPSP_GAIA3,0.0033,0.0021,0.0007
SPLUS-n04s42,Calibration_XPSP,0.0033,0.0008,-0.0009
SPLUS-n04s42,Calibration_iDR5_3_Main,0.0033,0.0021,0.0007
SPLUS-n04s43,Calibration_XPSP_GAIA3,0.0031,0.0026,0.0013
SPLUS-n04s43,Calibration_XPSP,0.0016,0.0001,0.0003
SPLUS-n04s43,Calibration_iDR5_3_Main,0.0031,0.0026,0.0013
SPLUS-n04s44,Calibration_XPSP_GAIA3,0.0027,0.0026,0.0025
SPLUS-n04s44,Calibration_XPSP,0.0029,0.0008,0.001
SPLUS-n04s44,Calibration_iDR5_3_Main,0.0027,0.0026,0.0025
SPLUS-n05n50,Calibration_XPSP_GAIA3,0.0022,0.0026,0.0037
SPLUS-n05n50,Calibration_XPSP,0.0029,0.0016,0.002
SPLUS-n05n50,Calibration_iDR5_3_Main,0.0022,0.0026,0.0037
SPLUS-n05n51,Calibration_XPSP_GAIA3,0.0028,0.002,0.0016
SPLUS-n05n51,Calibration_iDR5_3_Main,0.0028,0.002,0.0016
SPLUS-n05n52,Calibration_XPSP_GAIA3,0.0032,0.0025,0.0013
SPLUS-n05n52,Calibration_iDR5_3_Main,0.0032,0.0025,0.0013
SPLUS-n05n53,Calibration_XPSP_GAIA3,0.0061,0.0057,0.0016
SPLUS-n05n53,Calibration_XPSP,0.0063,0.0032,-0.0023
SPLUS-n05n53,Calibration_iDR5_3_Main,0.0061,0.0057,0.0016
SPLUS-n05n54,Calibration_XPSP_GAIA3,0.0013,0.0024,0.0007
SPLUS-n05n54,Calibration_XPSP,0.0017,0.0006,-0.0007
SPLUS-n05n54,Calibration_iDR5_3_Main,0.0013,0.0024,0.0007
SPLUS-n05n55,Calibration_XPSP_GAIA3,-0.0014,-0.001,-0.0037
SPLUS-n05n55,Calibration_XPSP,-0.0001,-0.0012,-0.0043
SPLUS-n05n55,Calibration_iDR5_3_Main,-0.0014,-0.001,-0.0037
SPLUS-n05s01,Calibration_iDR5_3_Main,0.0038,0.0044,0.0022
SPLUS-n05s02,Calibration_XPSP_GAIA3,0.0045,0.0049,0.0019
SPLUS-n05s02,Calibration_XPSP,0.0058,0.0037,-0.0002
SPLUS-n05s02,Calibration_iDR5_3_Main,0.0045,0.0049,0.0019
SPLUS-n05s03,Calibration_iDR5_3_Main,0.004,0.0038,0.0016
SPLUS-n05s04,Calibration_XPSP_GAIA3,0.004,0.0021,-0.0016
SPLUS-n05s04,Calibration_iDR5_3_Main,0.004,0.0021,-0.0016
SPLUS-n05s05,Calibration_iDR5_3_Main,0.0041,0.0035,-0.0002
SPLUS-n05s06,Calibration_XPSP_GAIA3,0.0018,0.0012,-0.0039
SPLUS-n05s06,Calibration_iDR5_3_Main,0.0018,0.0012,-0.0039
SPLUS-n05s07,Calibration_XPSP_GAIA3,0.0021,0.0023,-0.001
SPLUS-n05s07,Calibration_iDR5_3_Main,0.0021,0.0023,-0.001
SPLUS-n05s08,Calibration_XPSP_GAIA3,0.0081,0.0067,0.0032
SPLUS-n05s08,Calibration_iDR5_3_Main,0.0081,0.0067,0.0032
SPLUS-n05s09,Calibration_XPSP_GAIA3,0.0074,0.0055,0.0026
SPLUS-n05s09,Calibration_iDR5_3_Main,0.0074,0.0055,0.0026
SPLUS-n05s10,Calibration_iDR5_3_Main,-0.0019,0.0007,-0.0011
SPLUS-n05s11,Calibration_iDR5_3_Main,0.0057,0.0061,0.0044
SPLUS-n05s43,Calibration_XPSP_GAIA3,0.0011,0.0015,0.0008
SPLUS-n05s43,Calibration_XPSP,0.0013,-0.0001,-0.0002
SPLUS-n05s43,Calibration_iDR5_3_Main,0.0011,0.0015,0.0008
SPLUS-n05s44,Calibration_XPSP_GAIA3,0.0019,0.002,0.0016
SPLUS-n05s44,Calibration_XPSP,0.0024,0.001,0.0006
SPLUS-n05s44,Calibration_iDR5_3_Main,0.0019,0.002,0.0016
SPLUS-n05s45,Calibration_XPSP_GAIA3,0.0029,0.0026,0.003
SPLUS-n05s45,Calibration_XPSP,0.0031,0.0011,0.0006
SPLUS-n05s45,Calibration_iDR5_3_Main,0.0029,0.0026,0.003
SPLUS-n06s01,Calibration_iDR5_3_Main,0.0048,0.0049,0.0033
SPLUS-n06s02,Calibration_iDR5_3_Main,0.005,0.0058,0.0038
SPLUS-n06s03,Calibration_iDR5_3_Main,0.0035,0.0036,0.0005
SPLUS-n06s04,Calibration_XPSP_GAIA3,0.0076,0.007,0.003
SPLUS-n06s04,Calibration_iDR5_3_Main,0.0076,0.007,0.003
SPLUS-n06s05,Calibration_XPSP_GAIA3,0.0039,0.003,-0.0003
SPLUS-n06s05,Calibration_iDR5_3_Main,0.0039,0.003,-0.0003
SPLUS-n06s06,Calibration_iDR5_3_Main,-0.0169,-0.0164,-0.0189
SPLUS-n06s07,Calibration_XPSP_GAIA3,0.0064,0.0056,0.0014
SPLUS-n06s07,Calibration_iDR5_3_Main,0.0064,0.0056,0.0014
SPLUS-n06s08,Calibration_XPSP_GAIA3,0.0037,0.0017,-0.002
SPLUS-n06s08,Calibration_iDR5_3_Main,0.0037,0.0017,-0.002
SPLUS-n06s09,Calibration_XPSP_GAIA3,0.0034,0.0039,0.0026
SPLUS-n06s09,Calibration_iDR5_3_Main,0.0034,0.0039,0.0026
SPLUS-n06s10,Calibration_XPSP_GAIA3,0.0071,0.0082,0.0056
SPLUS-n06s10,Calibration_iDR5_3_Main,0.0071,0.0082,0.0056
SPLUS-n06s11,Calibration_iDR5_3_Main,0.0033,0.0022,-0.0014
SPLUS-n06s12,Calibration_iDR5_3_Main,0.0055,0.0061,0.0032
SPLUS-n06s13,Calibration_iDR5_3_Main,0.0014,0.0003,-0.0022
SPLUS-n06s40,Calibration_XPSP_GAIA3,0.0028,0.0027,0.0027
SPLUS-n06s40,Calibration_XPSP,0.0038,0.0007,0.0017
SPLUS-n06s40,Calibration_iDR5_3_Main,0.0028,0.0027,0.0027
SPLUS-n06s41,Calibration_XPSP_GAIA3,0.0025,0.0012,0.0022
SPLUS-n06s41,Calibration_XPSP,0.0028,-0.0005,0.0003
SPLUS-n06s41,Calibration_iDR5_3_Main,0.0025,0.0012,0.0022
SPLUS-n06s42,Calibration_XPSP_GAIA3,0.0017,0.0019,0.0026
SPLUS-n06s42,Calibration_iDR5_3_Main,0.0017,0.0019,0.0026
