FIELD,CALIB,ZP_GAIA3_BP,ZP_GAIA3_G,ZP_GAIA3_RP
SPLUS-n10s40,Calibration_XPSP,0.0079,0.0045,0.0002
SPLUS-n10s40,Calibration_iDR5_3_Main,0.0058,0.0046,0.0022
SPLUS-n10s41,Calibration_XPSP_GAIA3,0.0039,0.0039,0.0031
SPLUS-n10s41,Calibration_XPSP,0.0069,0.0043,0.0006
SPLUS-n10s41,Calibration_iDR5_3_Main,0.0039,0.0039,0.0031
SPLUS-n10s42,Calibration_XPSP_GAIA3,0.0048,0.0037,0.0025
SPLUS-n10s42,Calibration_XPSP,0.0068,0.0035,0.0006
SPLUS-n10s42,Calibration_iDR5_3_Main,0.0048,0.0037,0.0025
SPLUS-n10s43,Calibration_XPSP_GAIA3,0.0046,0.0041,0.0045
SPLUS-n10s43,Calibration_XPSP,0.0051,0.0038,0.0025
SPLUS-n10s43,Calibration_iDR5_3_Main,0.0046,0.0041,0.0045
SPLUS-n10s53,Calibration_iDR5_3_Main,0.0035,0.0015,0.0016
SPLUS-n10s54,Calibration_iDR5_3_Main,0.0051,0.0048,0.0046
SPLUS-n11s01,Calibration_iDR5_3_Main,0.0032,0.0034,0.0028
SPLUS-n11s02,Calibration_iDR5_3_Main,0.0039,0.0048,0.0025
SPLUS-n11s03,Calibration_iDR5_3_Main,0.0043,0.0037,0.0011
SPLUS-n11s04,Calibration_iDR5_3_Main,0.0041,0.0025,0.0011
SPLUS-n11s05,Calibration_iDR5_3_Main,0.0071,0.0056,0.001
SPLUS-n11s06,Calibration_iDR5_3_Main,0.0108,0.0095,0.0067
SPLUS-n11s07,Calibration_iDR5_3_Main,0.0055,0.0052,0.0021
SPLUS-n11s08,Calibration_iDR5_3_Main,0.0087,0.0035,-0.005
SPLUS-n11s09,Calibration_iDR5_3_Main,0.0084,0.0061,0.0022
SPLUS-n11s10,Calibration_iDR5_3_Main,0.0067,0.0047,0.0019
SPLUS-n11s11,Calibration_iDR5_3_Main,0.0049,0.0047,0.0018
SPLUS-n11s12,Calibration_iDR5_3_Main,-0.0043,-0.0042,-0.0064
SPLUS-n11s13,Calibration_XPSP_GAIA3,0.0089,0.0064,0.0032
SPLUS-n11s13,Calibration_iDR5_3_Main,0.0089,0.0064,0.0032
SPLUS-n11s14,Calibration_iDR5_3_Main,0.0067,0.0061,0.0036
SPLUS-n11s15,Calibration_XPSP_GAIA3,0.0094,0.008,0.0047
SPLUS-n11s15,Calibration_iDR5_3_Main,0.0094,0.008,0.0047
SPLUS-n11s16,Calibration_iDR5_3_Main,0.0076,0.0053,0.0017
SPLUS-n11s17,Calibration_XPSP_GAIA3,0.0026,0.0054,0.0032
SPLUS-n11s17,Calibration_iDR5_3_Main,0.0026,0.0054,0.0032
SPLUS-n11s18,Calibration_iDR5_3_Main,0.0035,0.003,0.0025
SPLUS-n11s19,Calibration_iDR5_3_Main,0.0018,0.0017,0.0001
SPLUS-n11s20,Calibration_iDR5_3_Main,0.0018,0.0021,0.0019
SPLUS-n11s21,Calibration_iDR5_3_Main,0.003,0.0029,0.0021
SPLUS-n11s22,Calibration_XPSP_GAIA3,0.0058,0.0042,0.0029
SPLUS-n11s22,Calibration_iDR5_3_Main,0.0058,0.0042,0.0029
SPLUS-n11s23,Calibration_XPSP_GAIA3,0.0052,0.0045,0.0021
SPLUS-n11s23,Calibration_iDR5_3_Main,0.0052,0.0045,0.0021
SPLUS-n11s24,Calibration_XPSP_GAIA3,0.0077,0.0042,0.0034
SPLUS-n11s24,Calibration_iDR5_3_Main,0.0077,0.0042,0.0034
SPLUS-n11s25,Calibration_iDR5_3_Main,0.0021,0.0009,-0.0009
SPLUS-n11s26,Calibration_iDR5_3_Main,0.0019,0.002,0.0022
SPLUS-n11s27,Calibration_XPSP_GAIA3,0.0069,0.0058,0.0029
SPLUS-n11s27,Calibration_XPSP,0.0077,0.0048,0.0019
SPLUS-n11s27,Calibration_iDR5_3_Main,0.0069,0.0058,0.0029
SPLUS-n11s28,Calibration_XPSP_GAIA3,0.0038,0.0033,0.0011
SPLUS-n11s28,Calibration_XPSP,0.0042,0.0014,-0.0009
SPLUS-n11s28,Calibration_iDR5_3_Main,0.0038,0.0033,0.0011
SPLUS-n11s29,Calibration_iDR5_3_Main,0.004,0.0026,0.0024
SPLUS-n11s30,Calibration_iDR5_3_Main,0.0046,0.0024,0.0022
SPLUS-n11s31,Calibration_iDR5_3_Main,-0.0029,-0.002,-0.0021
SPLUS-n11s32,Calibration_iDR5_3_Main,0.004,0.0015,0.0009
SPLUS-n11s33,Calibration_iDR5_3_Main,0.0003,-0.0012,-0.0005
SPLUS-n11s34,Calibration_iDR5_3_Main,0.004,0.0021,0.0025
SPLUS-n11s35,Calibration_XPSP_GAIA3,0.0014,0.0007,0.0012
SPLUS-n11s35,Calibration_XPSP,0.0038,0.0006,-0.0
SPLUS-n11s35,Calibration_iDR5_3_Main,0.0014,0.0007,0.0012
SPLUS-n11s36,Calibration_iDR5_3_Main,0.0027,0.0023,0.0023
SPLUS-n11s37,Calibration_XPSP_GAIA3,0.008,0.0051,0.0028
SPLUS-n11s37,Calibration_XPSP,0.0095,0.0046,0.0024
SPLUS-n11s37,Calibration_iDR5_3_Main,0.008,0.0051,0.0028
SPLUS-n11s38,Calibration_iDR5_3_Main,0.0051,0.0041,0.0034
SPLUS-n11s39,Calibration_XPSP_GAIA3,0.0039,0.0013,0.0017
SPLUS-n11s39,Calibration_XPSP,0.0051,0.0011,0.0004
SPLUS-n11s39,Calibration_iDR5_3_Main,0.0039,0.0013,0.0017
SPLUS-n11s40,Calibration_XPSP_GAIA3,0.0045,0.0026,0.0027
SPLUS-n11s40,Calibration_XPSP,0.005,0.0022,-0.0002
SPLUS-n11s40,Calibration_iDR5_3_Main,0.0045,0.0026,0.0027
SPLUS-n11s41,Calibration_XPSP_GAIA3,0.0044,0.0036,0.003
SPLUS-n11s41,Calibration_XPSP,0.0063,0.0035,0.0001
SPLUS-n11s41,Calibration_iDR5_3_Main,0.0044,0.0036,0.003
SPLUS-n11s42,Calibration_XPSP_GAIA3,0.0052,0.0048,0.0035
SPLUS-n11s42,Calibration_XPSP,0.0077,0.0049,0.0009
SPLUS-n11s42,Calibration_iDR5_3_Main,0.0052,0.0048,0.0035
SPLUS-n11s43,Calibration_XPSP_GAIA3,0.003,0.0027,0.0032
SPLUS-n11s43,Calibration_XPSP,0.0057,0.0033,0.0008
SPLUS-n11s43,Calibration_iDR5_3_Main,0.003,0.0027,0.0032
SPLUS-n11s44,Calibration_XPSP_GAIA3,0.0044,0.0024,0.0023
SPLUS-n11s44,Calibration_XPSP,0.0059,0.003,-0.0002
SPLUS-n11s44,Calibration_iDR5_3_Main,0.0044,0.0024,0.0023
SPLUS-n11s52,Calibration_iDR5_3_Main,0.0049,0.0029,0.0042
SPLUS-n11s53,Calibration_iDR5_3_Main,0.0003,0.0004,0.0011
SPLUS-n11s54,Calibration_iDR5_3_Main,0.0043,0.0034,0.0028
SPLUS-n11s55,Calibration_XPSP_GAIA3,0.0037,0.0023,0.0025
SPLUS-n11s55,Calibration_iDR5_3_Main,0.0037,0.0023,0.0025
SPLUS-n12s01,Calibration_iDR5_3_Main,0.0024,0.0012,-0.0014
SPLUS-n12s02,Calibration_iDR5_3_Main,0.0015,0.0027,0.0009
SPLUS-n12s03,Calibration_iDR5_3_Main,0.0125,0.0107,0.0076
SPLUS-n12s04,Calibration_iDR5_3_Main,-0.0035,-0.0046,-0.0063
SPLUS-n12s05,Calibration_iDR5_3_Main,0.0074,0.0056,0.0019
SPLUS-n12s06,Calibration_iDR5_3_Main,0.0117,0.0082,0.0013
SPLUS-n12s07,Calibration_iDR5_3_Main,0.0091,0.0093,0.0002
SPLUS-n12s08,Calibration_iDR5_3_Main,0.0084,0.0076,0.0032
SPLUS-n12s09,Calibration_iDR5_3_Main,0.0029,0.0025,-0.0007
SPLUS-n12s10,Calibration_iDR5_3_Main,0.0061,0.0062,0.0046
SPLUS-n12s11,Calibration_iDR5_3_Main,0.0059,0.0048,0.0023
SPLUS-n12s12,Calibration_iDR5_3_Main,0.0009,0.0004,-0.0029
SPLUS-n12s13,Calibration_XPSP_GAIA3,0.0104,0.0078,0.0049
SPLUS-n12s13,Calibration_iDR5_3_Main,0.0104,0.0078,0.0049
SPLUS-n12s14,Calibration_iDR5_3_Main,0.0133,0.0115,0.0092
SPLUS-n12s15,Calibration_XPSP_GAIA3,0.0037,0.0018,0.0009
SPLUS-n12s15,Calibration_iDR5_3_Main,0.0037,0.0018,0.0009
SPLUS-n12s16,Calibration_XPSP_GAIA3,0.0009,0.0018,0.0016
SPLUS-n12s16,Calibration_iDR5_3_Main,0.0009,0.0018,0.0016
SPLUS-n12s17,Calibration_XPSP_GAIA3,0.0031,0.0028,0.0011
SPLUS-n12s17,Calibration_iDR5_3_Main,0.0031,0.0028,0.0011
SPLUS-n12s18,Calibration_iDR5_3_Main,0.0039,0.0036,0.0031
SPLUS-n12s19,Calibration_XPSP_GAIA3,0.0042,0.0041,0.0023
SPLUS-n12s19,Calibration_iDR5_3_Main,0.0042,0.0041,0.0023
SPLUS-n12s20,Calibration_iDR5_3_Main,0.0051,0.0039,0.0021
SPLUS-n12s21,Calibration_iDR5_3_Main,0.0065,0.0041,0.0031
SPLUS-n12s22,Calibration_iDR5_3_Main,0.0054,0.0038,0.0017
SPLUS-n12s23,Calibration_XPSP_GAIA3,0.004,0.0031,0.0019
SPLUS-n12s23,Calibration_XPSP,0.0044,0.0024,-0.0006
SPLUS-n12s23,Calibration_iDR5_3_Main,0.004,0.0031,0.0019
SPLUS-n12s24,Calibration_XPSP_GAIA3,0.0032,0.0025,0.0025
SPLUS-n12s24,Calibration_XPSP,0.0055,0.003,0.0004
SPLUS-n12s24,Calibration_iDR5_3_Main,0.0032,0.0025,0.0025
SPLUS-n12s25,Calibration_iDR5_3_Main,0.0046,0.0018,0.0011
SPLUS-n12s26,Calibration_iDR5_3_Main,0.0044,0.0051,0.0033
SPLUS-n12s27,Calibration_XPSP_GAIA3,0.0043,0.0035,0.0016
SPLUS-n12s27,Calibration_XPSP,0.0039,0.002,0.0003
SPLUS-n12s27,Calibration_iDR5_3_Main,0.0043,0.0035,0.0016
SPLUS-n12s28,Calibration_XPSP_GAIA3,0.0044,0.0034,0.0014
SPLUS-n12s28,Calibration_XPSP,0.0051,0.0016,0.0001
SPLUS-n12s28,Calibration_iDR5_3_Main,0.0044,0.0034,0.0014
SPLUS-n12s29,Calibration_XPSP_GAIA3,0.0043,0.0043,0.0031
SPLUS-n12s29,Calibration_XPSP,0.0035,0.0017,0.0012
SPLUS-n12s29,Calibration_iDR5_3_Main,0.0043,0.0043,0.0031
SPLUS-n12s30,Calibration_iDR5_3_Main,0.0032,0.0019,0.0018
SPLUS-n12s31,Calibration_XPSP_GAIA3,0.0034,0.0022,0.0023
SPLUS-n12s31,Calibration_XPSP,0.0052,0.0021,0.0007
SPLUS-n12s31,Calibration_iDR5_3_Main,0.0034,0.0022,0.0023
SPLUS-n12s32,Calibration_XPSP_GAIA3,0.0026,0.0015,0.0017
SPLUS-n12s32,Calibration_XPSP,0.0037,0.0009,0.0004
SPLUS-n12s32,Calibration_iDR5_3_Main,0.0026,0.0015,0.0017
SPLUS-n12s33,Calibration_XPSP_GAIA3,0.0034,0.0027,0.0039
SPLUS-n12s33,Calibration_XPSP,0.0049,0.0022,0.0015
SPLUS-n12s33,Calibration_iDR5_3_Main,0.0034,0.0027,0.0039
SPLUS-n12s34,Calibration_XPSP_GAIA3,0.0088,0.0069,0.0055
SPLUS-n12s34,Calibration_XPSP,0.0092,0.0059,0.0033
SPLUS-n12s34,Calibration_iDR5_3_Main,0.0088,0.0069,0.0055
SPLUS-n12s35,Calibration_iDR5_3_Main,0.0025,0.0008,0.0023
SPLUS-n12s36,Calibration_XPSP_GAIA3,0.0054,0.0025,0.0017
SPLUS-n12s36,Calibration_XPSP,0.0061,0.0017,0.0001
SPLUS-n12s36,Calibration_iDR5_3_Main,0.0054,0.0025,0.0017
SPLUS-n12s37,Calibration_XPSP_GAIA3,0.0026,0.0003,0.0006
SPLUS-n12s37,Calibration_XPSP,0.0024,-0.001,-0.0015
SPLUS-n12s37,Calibration_iDR5_3_Main,0.0026,0.0003,0.0006
SPLUS-n12s38,Calibration_iDR5_3_Main,0.0039,0.0019,0.0018
SPLUS-n12s39,Calibration_XPSP_GAIA3,0.004,0.0042,0.003
SPLUS-n12s39,Calibration_XPSP,0.0057,0.0033,0.001
SPLUS-n12s39,Calibration_iDR5_3_Main,0.004,0.0042,0.003
SPLUS-n12s40,Calibration_XPSP_GAIA3,0.0168,0.0176,0.0099
SPLUS-n12s40,Calibration_XPSP,0.0187,0.0167,0.008
SPLUS-n12s40,Calibration_iDR5_3_Main,0.0168,0.0176,0.0099
SPLUS-n12s41,Calibration_XPSP_GAIA3,0.0055,0.005,0.0043
SPLUS-n12s41,Calibration_XPSP,0.0073,0.0043,0.0017
SPLUS-n12s41,Calibration_iDR5_3_Main,0.0055,0.005,0.0043
SPLUS-n12s42,Calibration_XPSP_GAIA3,0.0039,0.0026,0.0009
SPLUS-n12s42,Calibration_XPSP,0.006,0.003,-0.0013
SPLUS-n12s42,Calibration_iDR5_3_Main,0.0039,0.0026,0.0009
SPLUS-n12s46,Calibration_iDR5_3_Main,0.0023,0.0008,0.0012
SPLUS-n12s49,Calibration_iDR5_3_Main,0.0049,0.0023,0.0019
SPLUS-n12s50,Calibration_iDR5_3_Main,0.0056,0.0023,0.0014
SPLUS-n12s51,Calibration_iDR5_3_Main,0.0051,0.0036,0.0026
SPLUS-n12s52,Calibration_iDR5_3_Main,0.0062,0.0046,0.0041
SPLUS-n12s53,Calibration_iDR5_3_Main,0.0061,0.0043,0.0039
SPLUS-n13s01,Calibration_iDR5_3_Main,0.0038,0.0042,0.0025
SPLUS-n13s02,Calibration_iDR5_3_Main,0.0007,0.0016,0.0005
SPLUS-n13s03,Calibration_iDR5_3_Main,0.0035,0.003,0.0014
SPLUS-n13s04,Calibration_iDR5_3_Main,0.0051,0.0052,0.0043
SPLUS-n13s05,Calibration_iDR5_3_Main,0.0044,0.0044,0.0013
SPLUS-n13s06,Calibration_iDR5_3_Main,0.0041,0.0037,-0.0001
SPLUS-n13s07,Calibration_iDR5_3_Main,0.0064,0.0055,0.0025
SPLUS-n13s08,Calibration_iDR5_3_Main,0.0059,0.0047,0.0017
SPLUS-n13s09,Calibration_iDR5_3_Main,0.0085,0.0047,-0.0028
SPLUS-n13s10,Calibration_iDR5_3_Main,0.0083,0.0065,0.0037
SPLUS-n13s11,Calibration_iDR5_3_Main,0.008,0.0069,0.0034
SPLUS-n13s12,Calibration_iDR5_3_Main,-0.0003,0.0004,-0.0019
SPLUS-n13s13,Calibration_iDR5_3_Main,0.0091,0.008,0.006
SPLUS-n13s14,Calibration_iDR5_3_Main,0.0115,0.0093,0.0067
SPLUS-n13s15,Calibration_iDR5_3_Main,0.0017,0.001,-0.0005
SPLUS-n13s16,Calibration_XPSP_GAIA3,0.0039,0.0032,0.0012
SPLUS-n13s16,Calibration_iDR5_3_Main,0.0039,0.0032,0.0012
SPLUS-n13s17,Calibration_XPSP_GAIA3,0.0034,0.0033,0.0023
SPLUS-n13s17,Calibration_iDR5_3_Main,0.0034,0.0033,0.0023
SPLUS-n13s18,Calibration_XPSP_GAIA3,0.0042,0.0042,0.0022
SPLUS-n13s18,Calibration_iDR5_3_Main,0.0042,0.0042,0.0022
SPLUS-n13s19,Calibration_iDR5_3_Main,0.0038,0.0038,0.002
SPLUS-n13s20,Calibration_iDR5_3_Main,0.0034,0.0026,0.0009
SPLUS-n13s21,Calibration_iDR5_3_Main,0.0063,0.0044,0.002
SPLUS-n13s22,Calibration_iDR5_3_Main,0.0039,0.0032,0.0019
SPLUS-n13s23,Calibration_iDR5_3_Main,0.0036,0.002,0.0013
SPLUS-n13s24,Calibration_iDR5_3_Main,0.0048,0.0031,0.0009
SPLUS-n13s25,Calibration_iDR5_3_Main,0.0066,0.0054,0.0024
SPLUS-n13s26,Calibration_XPSP_GAIA3,0.0048,0.0037,0.0028
SPLUS-n13s26,Calibration_iDR5_3_Main,0.0048,0.0037,0.0028
SPLUS-n13s27,Calibration_XPSP_GAIA3,0.0048,0.0028,0.0017
SPLUS-n13s27,Calibration_iDR5_3_Main,0.0048,0.0028,0.0017
SPLUS-n13s28,Calibration_iDR5_3_Main,0.0045,0.003,0.0015
SPLUS-n13s29,Calibration_iDR5_3_Main,0.004,0.0037,0.0024
SPLUS-n13s30,Calibration_iDR5_3_Main,0.0042,0.0031,0.0022
SPLUS-n13s31,Calibration_iDR5_3_Main,0.003,0.0021,0.0012
SPLUS-n13s32,Calibration_iDR5_3_Main,0.0023,0.0013,0.0011
SPLUS-n13s33,Calibration_iDR5_3_Main,0.0062,0.0033,0.0023
SPLUS-n13s34,Calibration_XPSP_GAIA3,0.0051,0.003,0.0031
SPLUS-n13s34,Calibration_XPSP,0.0058,0.0032,0.0023
SPLUS-n13s34,Calibration_iDR5_3_Main,0.0051,0.003,0.0031
SPLUS-n13s35,Calibration_iDR5_3_Main,0.0049,0.0023,0.0023
SPLUS-n13s36,Calibration_iDR5_3_Main,0.0076,0.0043,0.0026
SPLUS-n13s37,Calibration_iDR5_3_Main,0.0037,0.0022,0.0026
SPLUS-n13s38,Calibration_XPSP_GAIA3,0.0052,0.0014,0.0016
SPLUS-n13s38,Calibration_iDR5_3_Main,0.0052,0.0014,0.0016
SPLUS-n13s39,Calibration_iDR5_3_Main,0.0045,0.0022,0.0023
SPLUS-n13s40,Calibration_iDR5_3_Main,0.0051,0.003,0.0026
SPLUS-n13s41,Calibration_iDR5_3_Main,0.0058,0.0032,0.0016
SPLUS-n13s42,Calibration_iDR5_3_Main,0.0032,0.0021,0.0006
SPLUS-n13s43,Calibration_iDR5_3_Main,0.0022,0.0014,0.0008
SPLUS-n13s45,Calibration_iDR5_3_Main,0.0052,0.0034,0.0022
SPLUS-n13s46,Calibration_iDR5_3_Main,0.0027,0.0032,0.0028
SPLUS-n13s47,Calibration_iDR5_3_Main,0.0021,0.0032,0.0023
SPLUS-n13s48,Calibration_iDR5_3_Main,0.0039,0.003,0.0022
SPLUS-n13s49,Calibration_iDR5_3_Main,0.0034,0.0017,0.0011
SPLUS-n13s50,Calibration_iDR5_3_Main,0.0065,0.0026,0.0029
SPLUS-n13s51,Calibration_iDR5_3_Main,0.0008,-0.0024,-0.0027
SPLUS-n13s52,Calibration_iDR5_3_Main,0.0047,0.0026,0.0025
SPLUS-n13s53,Calibration_iDR5_3_Main,0.0053,0.0024,0.0015
SPLUS-n13s54,Calibration_XPSP_GAIA3,0.0064,0.0036,0.0033
SPLUS-n13s54,Calibration_iDR5_3_Main,0.0064,0.0036,0.0033
SPLUS-n13s55,Calibration_XPSP_GAIA3,0.005,0.0016,0.0007
SPLUS-n13s55,Calibration_iDR5_3_Main,0.005,0.0016,0.0007
SPLUS-n14s01,Calibration_XPSP_GAIA3,-0.0007,-0.0005,-0.0014
SPLUS-n14s01,Calibration_XPSP,0.001,-0.0009,-0.0027
SPLUS-n14s01,Calibration_iDR5_3_Main,-0.0007,-0.0005,-0.0014
SPLUS-n14s02,Calibration_XPSP_GAIA3,0.0062,0.0062,0.004
SPLUS-n14s02,Calibration_XPSP,0.0075,0.005,0.0024
SPLUS-n14s02,Calibration_iDR5_3_Main,0.0062,0.0062,0.004
SPLUS-n14s03,Calibration_XPSP_GAIA3,0.0038,0.0038,0.0018
SPLUS-n14s03,Calibration_XPSP,0.0067,0.0037,0.0002
SPLUS-n14s03,Calibration_iDR5_3_Main,0.0038,0.0038,0.0018
SPLUS-n14s04,Calibration_iDR5_3_Main,-0.0052,-0.0031,-0.0049
SPLUS-n14s05,Calibration_iDR5_3_Main,0.0025,0.0031,0.0012
SPLUS-n14s06,Calibration_iDR5_3_Main,0.0053,0.0053,0.0031
SPLUS-n14s07,Calibration_iDR5_3_Main,0.0028,0.003,-0.0
SPLUS-n14s08,Calibration_iDR5_3_Main,0.0077,0.0063,0.0025
SPLUS-n14s09,Calibration_iDR5_3_Main,0.0072,0.0073,0.0025
SPLUS-n14s10,Calibration_iDR5_3_Main,-0.0038,-0.0016,-0.0054
SPLUS-n14s11,Calibration_XPSP_GAIA3,0.0056,0.0042,0.0014
SPLUS-n14s11,Calibration_iDR5_3_Main,0.0056,0.0042,0.0014
SPLUS-n14s12,Calibration_iDR5_3_Main,-0.005,-0.0044,-0.0065
SPLUS-n14s13,Calibration_iDR5_3_Main,0.0027,0.0028,0.0016
SPLUS-n14s14,Calibration_iDR5_3_Main,0.0041,0.0028,0.002
SPLUS-n14s15,Calibration_iDR5_3_Main,0.0025,0.0023,0.0008
SPLUS-n14s16,Calibration_iDR5_3_Main,0.0044,0.0038,0.0017
SPLUS-n14s17,Calibration_iDR5_3_Main,0.0038,0.0025,0.0016
SPLUS-n14s18,Calibration_iDR5_3_Main,0.0034,0.0025,0.0013
SPLUS-n14s19,Calibration_iDR5_3_Main,0.0051,0.0045,0.0034
SPLUS-n14s20,Calibration_iDR5_3_Main,0.0046,0.0038,0.0029
SPLUS-n14s21,Calibration_iDR5_3_Main,0.006,0.0035,0.0017
SPLUS-n14s22,Calibration_iDR5_3_Main,0.004,0.0032,0.0021
SPLUS-n14s23,Calibration_iDR5_3_Main,0.0048,0.0034,0.0011
SPLUS-n14s24,Calibration_iDR5_3_Main,0.0018,0.0025,0.0026
SPLUS-n14s25,Calibration_iDR5_3_Main,0.0054,0.0034,0.0024
SPLUS-n14s26,Calibration_iDR5_3_Main,0.0039,0.0034,0.0025
SPLUS-n14s27,Calibration_iDR5_3_Main,0.0048,0.0042,0.0021
SPLUS-n14s28,Calibration_iDR5_3_Main,0.0049,0.0032,0.002
SPLUS-n14s29,Calibration_XPSP_GAIA3,0.0047,0.0031,0.0025
SPLUS-n14s29,Calibration_XPSP,0.0045,0.0025,0.0008
SPLUS-n14s29,Calibration_iDR5_3_Main,0.0047,0.0031,0.0025
SPLUS-n14s30,Calibration_XPSP_GAIA3,0.0048,0.0022,0.0003
SPLUS-n14s30,Calibration_iDR5_3_Main,0.0048,0.0022,0.0003
SPLUS-n14s31,Calibration_iDR5_3_Main,0.0034,0.0009,0.0001
SPLUS-n14s32,Calibration_iDR5_3_Main,0.0028,0.0002,-0.0016
SPLUS-n14s33,Calibration_iDR5_3_Main,0.0056,0.0043,0.0024
SPLUS-n14s34,Calibration_XPSP_GAIA3,0.0057,0.0039,0.0028
SPLUS-n14s34,Calibration_iDR5_3_Main,0.0057,0.0039,0.0028
SPLUS-n14s35,Calibration_XPSP_GAIA3,0.0062,0.0034,0.0022
SPLUS-n14s35,Calibration_iDR5_3_Main,0.0062,0.0034,0.0022
SPLUS-n14s36,Calibration_XPSP_GAIA3,0.0056,0.0021,0.0025
SPLUS-n14s36,Calibration_iDR5_3_Main,0.0056,0.0021,0.0025
SPLUS-n14s37,Calibration_XPSP_GAIA3,0.0064,0.0036,0.0025
SPLUS-n14s37,Calibration_iDR5_3_Main,0.0064,0.0036,0.0025
SPLUS-n14s38,Calibration_XPSP_GAIA3,0.0053,0.0017,0.0016
SPLUS-n14s38,Calibration_iDR5_3_Main,0.0053,0.0017,0.0016
SPLUS-n14s39,Calibration_XPSP_GAIA3,0.0055,0.0025,0.0013
SPLUS-n14s39,Calibration_iDR5_3_Main,0.0055,0.0025,0.0013
SPLUS-n14s40,Calibration_XPSP_GAIA3,0.0064,0.0033,0.0024
SPLUS-n14s40,Calibration_iDR5_3_Main,0.0064,0.0033,0.0024
SPLUS-n14s41,Calibration_XPSP_GAIA3,0.0043,0.0028,0.0018
SPLUS-n14s41,Calibration_iDR5_3_Main,0.0043,0.0028,0.0018
SPLUS-n14s42,Calibration_XPSP_GAIA3,0.0065,0.0037,0.0009
SPLUS-n14s42,Calibration_iDR5_3_Main,0.0065,0.0037,0.0009
SPLUS-n14s43,Calibration_XPSP_GAIA3,0.0039,0.0026,0.0008
SPLUS-n14s43,Calibration_iDR5_3_Main,0.0039,0.0026,0.0008
SPLUS-n14s44,Calibration_iDR5_3_Main,0.0052,0.0034,0.0029
SPLUS-n14s45,Calibration_iDR5_3_Main,0.0069,0.0044,0.0027
SPLUS-n14s46,Calibration_iDR5_3_Main,0.0059,0.0038,0.0027
SPLUS-n14s47,Calibration_iDR5_3_Main,0.0053,0.0033,0.0023
SPLUS-n14s48,Calibration_iDR5_3_Main,0.0035,0.0021,0.0014
SPLUS-n14s49,Calibration_iDR5_3_Main,0.0032,0.0016,0.0014
SPLUS-n14s50,Calibration_iDR5_3_Main,0.0048,0.0024,0.0023
SPLUS-n14s51,Calibration_iDR5_3_Main,0.004,0.0021,0.0021
SPLUS-n14s52,Calibration_iDR5_3_Main,0.0043,0.0024,0.0016
SPLUS-n14s53,Calibration_XPSP_GAIA3,0.0059,0.0036,0.0039
SPLUS-n14s53,Calibration_iDR5_3_Main,0.0059,0.0036,0.0039
SPLUS-n15s01,Calibration_iDR5_3_Main,-0.0022,-0.0015,-0.0024
SPLUS-n15s02,Calibration_iDR5_3_Main,0.0002,0.0012,0.0003
SPLUS-n15s03,Calibration_iDR5_3_Main,0.003,0.0028,0.0004
SPLUS-n15s04,Calibration_iDR5_3_Main,0.0053,0.0054,0.0029
SPLUS-n15s05,Calibration_XPSP_GAIA3,0.0087,0.0085,0.0058
SPLUS-n15s05,Calibration_XPSP,0.0128,0.0089,0.0038
SPLUS-n15s05,Calibration_iDR5_3_Main,0.0087,0.0085,0.0058
SPLUS-n15s06,Calibration_iDR5_3_Main,0.0038,0.0046,0.0026
SPLUS-n15s07,Calibration_XPSP_GAIA3,0.0043,0.004,0.0018
SPLUS-n15s07,Calibration_XPSP,0.0061,0.0042,-0.0002
SPLUS-n15s07,Calibration_iDR5_3_Main,0.0043,0.004,0.0018
SPLUS-n15s08,Calibration_XPSP_GAIA3,0.0034,0.0025,-0.0023
SPLUS-n15s08,Calibration_XPSP,0.0037,0.0011,-0.0042
SPLUS-n15s08,Calibration_iDR5_3_Main,0.0034,0.0025,-0.0023
SPLUS-n15s09,Calibration_XPSP_GAIA3,0.0078,0.0069,0.0021
SPLUS-n15s09,Calibration_XPSP,0.0093,0.0059,0.0002
SPLUS-n15s09,Calibration_iDR5_3_Main,0.0078,0.0069,0.0021
SPLUS-n15s10,Calibration_XPSP_GAIA3,0.0057,0.0051,0.0024
SPLUS-n15s10,Calibration_XPSP,0.0057,0.0039,0.0005
SPLUS-n15s10,Calibration_iDR5_3_Main,0.0057,0.0051,0.0024
SPLUS-n15s11,Calibration_XPSP_GAIA3,0.0026,0.0025,0.0004
SPLUS-n15s11,Calibration_XPSP,0.0033,0.0017,-0.0012
SPLUS-n15s11,Calibration_iDR5_3_Main,0.0026,0.0025,0.0004
SPLUS-n15s12,Calibration_XPSP_GAIA3,0.0025,0.0029,0.002
SPLUS-n15s12,Calibration_XPSP,0.0025,0.0016,0.0012
SPLUS-n15s12,Calibration_iDR5_3_Main,0.0025,0.0029,0.002
SPLUS-n15s13,Calibration_XPSP_GAIA3,0.0026,0.0033,0.002
SPLUS-n15s13,Calibration_XPSP,0.0049,0.0021,0.0007
SPLUS-n15s13,Calibration_iDR5_3_Main,0.0026,0.0033,0.002
SPLUS-n15s14,Calibration_iDR5_3_Main,0.0014,0.0021,-0.0
SPLUS-n15s15,Calibration_XPSP_GAIA3,0.0028,0.003,0.0025
SPLUS-n15s15,Calibration_XPSP,0.003,0.0013,0.0001
SPLUS-n15s15,Calibration_iDR5_3_Main,0.0028,0.003,0.0025
SPLUS-n15s16,Calibration_XPSP_GAIA3,0.0051,0.0053,0.0036
SPLUS-n15s16,Calibration_XPSP,0.0044,0.0034,0.0021
