iDR5_Field_Name,Field_1,NAME,FIELD_2,CALIB,ZP_GAIA3_BP,ZP_GAIA3_G,ZP_GAIA3_RP,ZP_GAIA3
SPLUS-n08s06,SPLUS-n08s06,SPLUS-n08s06,SPLUS-n08s06,Calibration_iDR5_3_Main,0.0072,0.0062,0.003,0.0054666665
SPLUS-n08s07,SPLUS-n08s07,SPLUS-n08s07,SPLUS-n08s07,Calibration_iDR5_3_Main,3.0E-4,0.0012,-0.0028,-4.333333E-4
SPLUS-n08s08,SPLUS-n08s08,SPLUS-n08s08,SPLUS-n08s08,Calibration_iDR5_3_Main,0.0041,0.0046,7.0E-4,0.0031333333
SPLUS-n08s09,SPLUS-n08s09,SPLUS-n08s09,SPLUS-n08s09,Calibration_iDR5_3_Main,0.0133,0.0118,0.0074,0.010833333
SPLUS-n08s10,SPLUS-n08s10,SPLUS-n08s10,SPLUS-n08s10,Calibration_iDR5_3_Main,0.0041,0.0045,0.0013,0.0033
SPLUS-n08s11,SPLUS-n08s11,SPLUS-n08s11,SPLUS-n08s11,Calibration_iDR5_3_Main,0.0029,0.0015,-0.0012,0.0010666667
SPLUS-n08s12,SPLUS-n08s12,SPLUS-n08s12,SPLUS-n08s12,Calibration_iDR5_3_Main,0.005,0.0043,9.0E-4,0.0034
SPLUS-n08s13,SPLUS-n08s13,SPLUS-n08s13,SPLUS-n08s13,Calibration_iDR5_3_Main,-0.003,-0.0028,-0.0058,-0.0038666667
SPLUS-n08s14,SPLUS-n08s14,SPLUS-n08s14,SPLUS-n08s14,Calibration_iDR5_3_Main,0.0069,0.0063,0.0044,0.005866667
SPLUS-n08s15,SPLUS-n08s15,SPLUS-n08s15,SPLUS-n08s15,Calibration_iDR5_3_Main,0.0088,0.0065,0.0028,0.0060333335
SPLUS-n08s16,SPLUS-n08s16,SPLUS-n08s16,SPLUS-n08s16,Calibration_iDR5_3_Main,0.0032,0.0026,4.0E-4,0.0020666665
SPLUS-n08s37,SPLUS-n08s37,SPLUS-n08s37,SPLUS-n08s37,Calibration_iDR5_3_Main,0.003,0.0032,0.0035,0.0032333334
SPLUS-n08s38,SPLUS-n08s38,SPLUS-n08s38,SPLUS-n08s38,Calibration_iDR5_3_Main,0.0023,0.001,7.0E-4,0.0013333332
SPLUS-n08s39,SPLUS-n08s39,SPLUS-n08s39,SPLUS-n08s39,Calibration_iDR5_3_Main,0.0043,0.0026,0.0032,0.0033666668
SPLUS-n08s40,SPLUS-n08s40,SPLUS-n08s40,SPLUS-n08s40,Calibration_iDR5_3_Main,0.0035,0.0023,0.0024,0.0027333337
SPLUS-n08s41,SPLUS-n08s41,SPLUS-n08s41,SPLUS-n08s41,Calibration_iDR5_3_Main,0.0033,0.0034,0.0025,0.0030666664
SPLUS-n08s42,SPLUS-n08s42,SPLUS-n08s42,SPLUS-n08s42,Calibration_iDR5_3_Main,0.0043,0.0039,0.003,0.0037333332
SPLUS-n08s43,SPLUS-n08s43,SPLUS-n08s43,SPLUS-n08s43,Calibration_iDR5_3_Main,0.0097,0.0089,0.0054,0.008
SPLUS-n08s53,SPLUS-n08s53,SPLUS-n08s53,SPLUS-n08s53,Calibration_iDR5_3_Main,0.0023,0.0012,8.0E-4,0.0014333334
SPLUS-n09s01,SPLUS-n09s01,SPLUS-n09s01,SPLUS-n09s01,Calibration_iDR5_3_Main,0.0055,0.0052,0.0029,0.0045333332
SPLUS-n09s02,SPLUS-n09s02,SPLUS-n09s02,SPLUS-n09s02,Calibration_iDR5_3_Main,-0.0012,-6.0E-4,-0.0015,-0.0011
SPLUS-n09s03,SPLUS-n09s03,SPLUS-n09s03,SPLUS-n09s03,Calibration_iDR5_3_Main,7.0E-4,0.0015,-0.0017,1.6666665E-4
SPLUS-n09s04,SPLUS-n09s04,SPLUS-n09s04,SPLUS-n09s04,Calibration_iDR5_3_Main,0.0046,0.0039,8.0E-4,0.0031
SPLUS-n09s05,SPLUS-n09s05,SPLUS-n09s05,SPLUS-n09s05,Calibration_iDR5_3_Main,0.0065,0.0067,0.0038,0.005666667
SPLUS-n09s06,SPLUS-n09s06,SPLUS-n09s06,SPLUS-n09s06,Calibration_iDR5_3_Main,0.0076,0.0076,0.0034,0.0062
SPLUS-n09s07,SPLUS-n09s07,SPLUS-n09s07,SPLUS-n09s07,Calibration_iDR5_3_Main,0.0062,0.0056,8.0E-4,0.0042
SPLUS-n09s08,SPLUS-n09s08,SPLUS-n09s08,SPLUS-n09s08,Calibration_iDR5_3_Main,-0.0015,-0.0033,-0.0063,-0.0037
SPLUS-n09s09,SPLUS-n09s09,SPLUS-n09s09,SPLUS-n09s09,Calibration_iDR5_3_Main,0.0074,0.0059,0.0015,0.0049333335
SPLUS-n09s10,SPLUS-n09s10,SPLUS-n09s10,SPLUS-n09s10,Calibration_iDR5_3_Main,0.0073,0.0072,0.0047,0.0064
SPLUS-n09s11,SPLUS-n09s11,SPLUS-n09s11,SPLUS-n09s11,Calibration_iDR5_3_Main,0.001,0.0028,-6.0E-4,0.0010666667
SPLUS-n09s12,SPLUS-n09s12,SPLUS-n09s12,SPLUS-n09s12,Calibration_iDR5_3_Main,2.0E-4,7.0E-4,-8.0E-4,3.3333334E-5
SPLUS-n09s13,SPLUS-n09s13,SPLUS-n09s13,SPLUS-n09s13,Calibration_iDR5_3_Main,2.0E-4,-5.0E-4,-0.0035,-0.0012666667
SPLUS-n09s14,SPLUS-n09s14,SPLUS-n09s14,SPLUS-n09s14,Calibration_iDR5_3_Main,0.0096,0.0092,0.0059,0.008233334
SPLUS-n09s15,SPLUS-n09s15,SPLUS-n09s15,SPLUS-n09s15,Calibration_iDR5_3_Main,0.0052,0.0042,0.0018,0.0037333332
SPLUS-n09s16,SPLUS-n09s16,SPLUS-n09s16,SPLUS-n09s16,Calibration_iDR5_3_Main,0.0044,0.0042,0.0027,0.0037666669
SPLUS-n09s17,SPLUS-n09s17,SPLUS-n09s17,SPLUS-n09s17,Calibration_iDR5_3_Main,0.0063,0.0055,0.0012,0.0043333336
SPLUS-n09s18,SPLUS-n09s18,SPLUS-n09s18,SPLUS-n09s18,Calibration_iDR5_3_Main,0.0049,0.0049,0.0015,0.0037666669
SPLUS-n09s20,SPLUS-n09s20,SPLUS-n09s20,SPLUS-n09s20,Calibration_iDR5_3_Main,0.0015,0.0032,0.0023,0.0023333335
SPLUS-n09s36,SPLUS-n09s36,SPLUS-n09s36,SPLUS-n09s36,Calibration_iDR5_3_Main,0.0033,0.0038,0.004,0.0037
SPLUS-n09s37,SPLUS-n09s37,SPLUS-n09s37,SPLUS-n09s37,Calibration_iDR5_3_Main,0.003,9.0E-4,-2.0E-4,0.0012333334
SPLUS-n09s38,SPLUS-n09s38,SPLUS-n09s38,SPLUS-n09s38,Calibration_iDR5_3_Main,0.0041,0.0031,0.0029,0.0033666666
SPLUS-n09s39,SPLUS-n09s39,SPLUS-n09s39,SPLUS-n09s39,Calibration_iDR5_3_Main,0.0033,0.0031,0.0033,0.0032333334
SPLUS-n09s40,SPLUS-n09s40,SPLUS-n09s40,SPLUS-n09s40,Calibration_iDR5_3_Main,0.0041,0.0024,0.0026,0.0030333335
SPLUS-n09s41,SPLUS-n09s41,SPLUS-n09s41,SPLUS-n09s41,Calibration_iDR5_3_Main,0.0032,0.0033,0.0032,0.0032333334
SPLUS-n09s42,SPLUS-n09s42,SPLUS-n09s42,SPLUS-n09s42,Calibration_iDR5_3_Main,0.005,0.0036,0.0027,0.0037666669
SPLUS-n09s43,SPLUS-n09s43,SPLUS-n09s43,SPLUS-n09s43,Calibration_iDR5_3_Main,0.0089,0.0061,0.0019,0.005633333
SPLUS-n09s44,SPLUS-n09s44,SPLUS-n09s44,SPLUS-n09s44,Calibration_iDR5_3_Main,0.0039,0.0035,0.0034,0.0036000002
SPLUS-n09s53,SPLUS-n09s53,SPLUS-n09s53,SPLUS-n09s53,Calibration_iDR5_3_Main,0.005,0.0031,0.0024,0.0035000003
SPLUS-n09s54,SPLUS-n09s54,SPLUS-n09s54,SPLUS-n09s54,Calibration_iDR5_3_Main,0.0043,0.0031,0.0029,0.0034333335
SPLUS-n09s55,SPLUS-n09s55,SPLUS-n09s55,SPLUS-n09s55,Calibration_iDR5_3_Main,0.0056,0.0043,0.0038,0.0045666667
SPLUS-n10s01,SPLUS-n10s01,SPLUS-n10s01,SPLUS-n10s01,Calibration_iDR5_3_Main,7.0E-4,8.0E-4,-0.001,1.6666665E-4
SPLUS-n10s02,SPLUS-n10s02,SPLUS-n10s02,SPLUS-n10s02,Calibration_iDR5_3_Main,0.0021,0.0012,-0.001,7.666666E-4
SPLUS-n10s03,SPLUS-n10s03,SPLUS-n10s03,SPLUS-n10s03,Calibration_iDR5_3_Main,0.0025,0.0017,-0.0012,9.999999E-4
SPLUS-n10s04,SPLUS-n10s04,SPLUS-n10s04,SPLUS-n10s04,Calibration_iDR5_3_Main,0.0055,0.0047,0.0012,0.0037999998
SPLUS-n10s05,SPLUS-n10s05,SPLUS-n10s05,SPLUS-n10s05,Calibration_iDR5_3_Main,0.0042,0.0046,0.0016,0.0034666667
SPLUS-n10s06,SPLUS-n10s06,SPLUS-n10s06,SPLUS-n10s06,Calibration_iDR5_3_Main,0.0065,0.0056,0.0019,0.004666667
SPLUS-n10s07,SPLUS-n10s07,SPLUS-n10s07,SPLUS-n10s07,Calibration_iDR5_3_Main,0.0046,0.0042,-3.0E-4,0.002833333
SPLUS-n10s08,SPLUS-n10s08,SPLUS-n10s08,SPLUS-n10s08,Calibration_iDR5_3_Main,0.0065,0.0052,9.0E-4,0.0042000003
SPLUS-n10s09,SPLUS-n10s09,SPLUS-n10s09,SPLUS-n10s09,Calibration_iDR5_3_Main,0.0076,0.0071,0.0034,0.0060333335
SPLUS-n10s10,SPLUS-n10s10,SPLUS-n10s10,SPLUS-n10s10,Calibration_iDR5_3_Main,0.0033,0.0026,-4.0E-4,0.0018333335
SPLUS-n10s11,SPLUS-n10s11,SPLUS-n10s11,SPLUS-n10s11,Calibration_iDR5_3_Main,-0.0018,-0.0014,-0.0037,-0.0023
SPLUS-n10s12,SPLUS-n10s12,SPLUS-n10s12,SPLUS-n10s12,Calibration_iDR5_3_Main,0.0037,0.0038,0.0017,0.0030666667
SPLUS-n10s13,SPLUS-n10s13,SPLUS-n10s13,SPLUS-n10s13,Calibration_iDR5_3_Main,0.0089,0.0062,0.0017,0.0056000003
SPLUS-n10s14,SPLUS-n10s14,SPLUS-n10s14,SPLUS-n10s14,Calibration_iDR5_3_Main,0.01,0.0087,0.005,0.0079
SPLUS-n10s15,SPLUS-n10s15,SPLUS-n10s15,SPLUS-n10s15,Calibration_iDR5_3_Main,0.0075,0.0068,0.0035,0.005933333
SPLUS-n10s16,SPLUS-n10s16,SPLUS-n10s16,SPLUS-n10s16,Calibration_iDR5_3_Main,0.0043,0.0038,0.002,0.0033666668
SPLUS-n10s17,SPLUS-n10s17,SPLUS-n10s17,SPLUS-n10s17,Calibration_iDR5_3_Main,0.0033,0.0028,0.0014,0.0025
SPLUS-n10s18,SPLUS-n10s18,SPLUS-n10s18,SPLUS-n10s18,Calibration_iDR5_3_Main,0.001,0.0014,-2.0E-4,7.333334E-4
SPLUS-n10s25,SPLUS-n10s25,SPLUS-n10s25,SPLUS-n10s25,Calibration_iDR5_3_Main,0.004,0.0042,0.0035,0.0039000001
SPLUS-n10s26,SPLUS-n10s26,SPLUS-n10s26,SPLUS-n10s26,Calibration_iDR5_3_Main,0.0033,0.0032,0.0022,0.0029
SPLUS-n10s29,SPLUS-n10s29,SPLUS-n10s29,SPLUS-n10s29,Calibration_iDR5_3_Main,0.0058,0.0037,0.0022,0.0039
SPLUS-n10s30,SPLUS-n10s30,SPLUS-n10s30,SPLUS-n10s30,Calibration_iDR5_3_Main,0.009,0.0064,0.0021,0.0058333334
SPLUS-n10s31,SPLUS-n10s31,SPLUS-n10s31,SPLUS-n10s31,Calibration_iDR5_3_Main,0.0021,0.0018,0.003,0.0023
SPLUS-n10s32,SPLUS-n10s32,SPLUS-n10s32,SPLUS-n10s32,Calibration_iDR5_3_Main,0.0048,0.0031,0.0026,0.0035000003
SPLUS-n10s33,SPLUS-n10s33,SPLUS-n10s33,SPLUS-n10s33,Calibration_iDR5_3_Main,5.0E-4,-2.0E-4,0.0017,6.666667E-4
SPLUS-n10s34,SPLUS-n10s34,SPLUS-n10s34,SPLUS-n10s34,Calibration_iDR5_3_Main,0.0034,0.0027,0.0024,0.0028333336
SPLUS-n10s35,SPLUS-n10s35,SPLUS-n10s35,SPLUS-n10s35,Calibration_iDR5_3_Main,0.0023,0.0014,0.0022,0.0019666667
SPLUS-n10s36,SPLUS-n10s36,SPLUS-n10s36,SPLUS-n10s36,Calibration_iDR5_3_Main,0.0026,0.0019,0.0024,0.0023
SPLUS-n10s37,SPLUS-n10s37,SPLUS-n10s37,SPLUS-n10s37,Calibration_iDR5_3_Main,0.0036,0.0024,-1.0E-4,0.0019666667
SPLUS-n10s38,SPLUS-n10s38,SPLUS-n10s38,SPLUS-n10s38,Calibration_iDR5_3_Main,0.0039,0.004,0.003,0.0036333334
SPLUS-n10s39,SPLUS-n10s39,SPLUS-n10s39,SPLUS-n10s39,Calibration_iDR5_3_Main,0.0047,0.0013,6.0E-4,0.0022
SPLUS-n10s40,SPLUS-n10s40,SPLUS-n10s40,SPLUS-n10s40,Calibration_iDR5_3_Main,0.0058,0.0046,0.0022,0.0042
SPLUS-n10s41,SPLUS-n10s41,SPLUS-n10s41,SPLUS-n10s41,Calibration_iDR5_3_Main,0.0039,0.0039,0.0031,0.0036333334
SPLUS-n10s42,SPLUS-n10s42,SPLUS-n10s42,SPLUS-n10s42,Calibration_iDR5_3_Main,0.0048,0.0037,0.0025,0.0036666666
SPLUS-n10s43,SPLUS-n10s43,SPLUS-n10s43,SPLUS-n10s43,Calibration_iDR5_3_Main,0.0046,0.0041,0.0045,0.0044
SPLUS-n10s53,SPLUS-n10s53,SPLUS-n10s53,SPLUS-n10s53,Calibration_iDR5_3_Main,0.0035,0.0015,0.0016,0.0022
SPLUS-n10s54,SPLUS-n10s54,SPLUS-n10s54,SPLUS-n10s54,Calibration_iDR5_3_Main,0.0051,0.0048,0.0046,0.004833333
SPLUS-n11s01,SPLUS-n11s01,SPLUS-n11s01,SPLUS-n11s01,Calibration_iDR5_3_Main,0.0032,0.0034,0.0028,0.0031333333
SPLUS-n11s02,SPLUS-n11s02,SPLUS-n11s02,SPLUS-n11s02,Calibration_iDR5_3_Main,0.0039,0.0048,0.0025,0.0037333332
SPLUS-n11s03,SPLUS-n11s03,SPLUS-n11s03,SPLUS-n11s03,Calibration_iDR5_3_Main,0.0043,0.0037,0.0011,0.0030333335
SPLUS-n11s04,SPLUS-n11s04,SPLUS-n11s04,SPLUS-n11s04,Calibration_iDR5_3_Main,0.0041,0.0025,0.0011,0.0025666666
SPLUS-n11s05,SPLUS-n11s05,SPLUS-n11s05,SPLUS-n11s05,Calibration_iDR5_3_Main,0.0071,0.0056,0.001,0.0045666667
SPLUS-n11s06,SPLUS-n11s06,SPLUS-n11s06,SPLUS-n11s06,Calibration_iDR5_3_Main,0.0108,0.0095,0.0067,0.009000001
SPLUS-n11s07,SPLUS-n11s07,SPLUS-n11s07,SPLUS-n11s07,Calibration_iDR5_3_Main,0.0055,0.0052,0.0021,0.0042666667
SPLUS-n11s08,SPLUS-n11s08,SPLUS-n11s08,SPLUS-n11s08,Calibration_iDR5_3_Main,0.0087,0.0035,-0.005,0.0023999999
SPLUS-n11s09,SPLUS-n11s09,SPLUS-n11s09,SPLUS-n11s09,Calibration_iDR5_3_Main,0.0084,0.0061,0.0022,0.0055666664
SPLUS-n11s10,SPLUS-n11s10,SPLUS-n11s10,SPLUS-n11s10,Calibration_iDR5_3_Main,0.0067,0.0047,0.0019,0.0044333334
SPLUS-n11s11,SPLUS-n11s11,SPLUS-n11s11,SPLUS-n11s11,Calibration_iDR5_3_Main,0.0049,0.0047,0.0018,0.0038
SPLUS-n11s12,SPLUS-n11s12,SPLUS-n11s12,SPLUS-n11s12,Calibration_iDR5_3_Main,-0.0043,-0.0042,-0.0064,-0.004966667
SPLUS-n11s13,SPLUS-n11s13,SPLUS-n11s13,SPLUS-n11s13,Calibration_iDR5_3_Main,0.0089,0.0064,0.0032,0.0061666667
SPLUS-n11s14,SPLUS-n11s14,SPLUS-n11s14,SPLUS-n11s14,Calibration_iDR5_3_Main,0.0067,0.0061,0.0036,0.0054666665
SPLUS-n11s15,SPLUS-n11s15,SPLUS-n11s15,SPLUS-n11s15,Calibration_iDR5_3_Main,0.0094,0.008,0.0047,0.0073666666
SPLUS-n11s16,SPLUS-n11s16,SPLUS-n11s16,SPLUS-n11s16,Calibration_iDR5_3_Main,0.0076,0.0053,0.0017,0.0048666666
SPLUS-n11s17,SPLUS-n11s17,SPLUS-n11s17,SPLUS-n11s17,Calibration_iDR5_3_Main,0.0026,0.0054,0.0032,0.0037333334
SPLUS-n11s18,SPLUS-n11s18,SPLUS-n11s18,SPLUS-n11s18,Calibration_iDR5_3_Main,0.0035,0.003,0.0025,0.0029999998
SPLUS-n11s19,SPLUS-n11s19,SPLUS-n11s19,SPLUS-n11s19,Calibration_iDR5_3_Main,0.0018,0.0017,1.0E-4,0.0012
SPLUS-n11s20,SPLUS-n11s20,SPLUS-n11s20,SPLUS-n11s20,Calibration_iDR5_3_Main,0.0018,0.0021,0.0019,0.0019333333
SPLUS-n11s21,SPLUS-n11s21,SPLUS-n11s21,SPLUS-n11s21,Calibration_iDR5_3_Main,0.003,0.0029,0.0021,0.0026666669
SPLUS-n11s22,SPLUS-n11s22,SPLUS-n11s22,SPLUS-n11s22,Calibration_iDR5_3_Main,0.0058,0.0042,0.0029,0.0042999997
SPLUS-n11s23,SPLUS-n11s23,SPLUS-n11s23,SPLUS-n11s23,Calibration_iDR5_3_Main,0.0052,0.0045,0.0021,0.0039333333
SPLUS-n11s24,SPLUS-n11s24,SPLUS-n11s24,SPLUS-n11s24,Calibration_iDR5_3_Main,0.0077,0.0042,0.0034,0.0051
SPLUS-n11s25,SPLUS-n11s25,SPLUS-n11s25,SPLUS-n11s25,Calibration_iDR5_3_Main,0.0021,9.0E-4,-9.0E-4,7.0000003E-4
SPLUS-n11s26,SPLUS-n11s26,SPLUS-n11s26,SPLUS-n11s26,Calibration_iDR5_3_Main,0.0019,0.002,0.0022,0.0020333333
SPLUS-n11s27,SPLUS-n11s27,SPLUS-n11s27,SPLUS-n11s27,Calibration_iDR5_3_Main,0.0069,0.0058,0.0029,0.0052
SPLUS-n11s28,SPLUS-n11s28,SPLUS-n11s28,SPLUS-n11s28,Calibration_iDR5_3_Main,0.0038,0.0033,0.0011,0.0027333333
SPLUS-n11s29,SPLUS-n11s29,SPLUS-n11s29,SPLUS-n11s29,Calibration_iDR5_3_Main,0.004,0.0026,0.0024,0.0029999998
SPLUS-n11s30,SPLUS-n11s30,SPLUS-n11s30,SPLUS-n11s30,Calibration_iDR5_3_Main,0.0046,0.0024,0.0022,0.0030666667
SPLUS-n11s31,SPLUS-n11s31,SPLUS-n11s31,SPLUS-n11s31,Calibration_iDR5_3_Main,-0.0029,-0.002,-0.0021,-0.0023333335
SPLUS-n11s32,SPLUS-n11s32,SPLUS-n11s32,SPLUS-n11s32,Calibration_iDR5_3_Main,0.004,0.0015,9.0E-4,0.0021333334
SPLUS-n11s33,SPLUS-n11s33,SPLUS-n11s33,SPLUS-n11s33,Calibration_iDR5_3_Main,3.0E-4,-0.0012,-5.0E-4,-4.6666668E-4
SPLUS-n11s34,SPLUS-n11s34,SPLUS-n11s34,SPLUS-n11s34,Calibration_iDR5_3_Main,0.004,0.0021,0.0025,0.0028666668
SPLUS-n11s35,SPLUS-n11s35,SPLUS-n11s35,SPLUS-n11s35,Calibration_iDR5_3_Main,0.0014,7.0E-4,0.0012,0.0011
SPLUS-n11s36,SPLUS-n11s36,SPLUS-n11s36,SPLUS-n11s36,Calibration_iDR5_3_Main,0.0027,0.0023,0.0023,0.0024333333
SPLUS-n11s37,SPLUS-n11s37,SPLUS-n11s37,SPLUS-n11s37,Calibration_iDR5_3_Main,0.008,0.0051,0.0028,0.0053000003
SPLUS-n11s38,SPLUS-n11s38,SPLUS-n11s38,SPLUS-n11s38,Calibration_iDR5_3_Main,0.0051,0.0041,0.0034,0.0042
SPLUS-n11s39,SPLUS-n11s39,SPLUS-n11s39,SPLUS-n11s39,Calibration_iDR5_3_Main,0.0039,0.0013,0.0017,0.0023
SPLUS-n11s40,SPLUS-n11s40,SPLUS-n11s40,SPLUS-n11s40,Calibration_iDR5_3_Main,0.0045,0.0026,0.0027,0.0032666668
SPLUS-n11s41,SPLUS-n11s41,SPLUS-n11s41,SPLUS-n11s41,Calibration_iDR5_3_Main,0.0044,0.0036,0.003,0.0036666666
SPLUS-n11s42,SPLUS-n11s42,SPLUS-n11s42,SPLUS-n11s42,Calibration_iDR5_3_Main,0.0052,0.0048,0.0035,0.0045
SPLUS-n11s43,SPLUS-n11s43,SPLUS-n11s43,SPLUS-n11s43,Calibration_iDR5_3_Main,0.003,0.0027,0.0032,0.0029666666
SPLUS-n11s44,SPLUS-n11s44,SPLUS-n11s44,SPLUS-n11s44,Calibration_iDR5_3_Main,0.0044,0.0024,0.0023,0.0030333335
SPLUS-n11s52,SPLUS-n11s52,SPLUS-n11s52,SPLUS-n11s52,Calibration_iDR5_3_Main,0.0049,0.0029,0.0042,0.004
SPLUS-n11s53,SPLUS-n11s53,SPLUS-n11s53,SPLUS-n11s53,Calibration_iDR5_3_Main,3.0E-4,4.0E-4,0.0011,5.9999997E-4
SPLUS-n11s54,SPLUS-n11s54,SPLUS-n11s54,SPLUS-n11s54,Calibration_iDR5_3_Main,0.0043,0.0034,0.0028,0.0034999999
SPLUS-n11s55,SPLUS-n11s55,SPLUS-n11s55,SPLUS-n11s55,Calibration_iDR5_3_Main,0.0037,0.0023,0.0025,0.0028333336
SPLUS-n12s01,SPLUS-n12s01,SPLUS-n12s01,SPLUS-n12s01,Calibration_iDR5_3_Main,0.0024,0.0012,-0.0014,7.333334E-4
SPLUS-n12s02,SPLUS-n12s02,SPLUS-n12s02,SPLUS-n12s02,Calibration_iDR5_3_Main,0.0015,0.0027,9.0E-4,0.0017
SPLUS-n12s03,SPLUS-n12s03,SPLUS-n12s03,SPLUS-n12s03,Calibration_iDR5_3_Main,0.0125,0.0107,0.0076,0.010266667
SPLUS-n12s04,SPLUS-n12s04,SPLUS-n12s04,SPLUS-n12s04,Calibration_iDR5_3_Main,-0.0035,-0.0046,-0.0063,-0.0047999998
SPLUS-n12s05,SPLUS-n12s05,SPLUS-n12s05,SPLUS-n12s05,Calibration_iDR5_3_Main,0.0074,0.0056,0.0019,0.004966667
SPLUS-n12s06,SPLUS-n12s06,SPLUS-n12s06,SPLUS-n12s06,Calibration_iDR5_3_Main,0.0117,0.0082,0.0013,0.0070666666
SPLUS-n12s07,SPLUS-n12s07,SPLUS-n12s07,SPLUS-n12s07,Calibration_iDR5_3_Main,0.0091,0.0093,2.0E-4,0.0062
SPLUS-n12s08,SPLUS-n12s08,SPLUS-n12s08,SPLUS-n12s08,Calibration_iDR5_3_Main,0.0084,0.0076,0.0032,0.0064
SPLUS-n12s09,SPLUS-n12s09,SPLUS-n12s09,SPLUS-n12s09,Calibration_iDR5_3_Main,0.0029,0.0025,-7.0E-4,0.0015666668
SPLUS-n12s10,SPLUS-n12s10,SPLUS-n12s10,SPLUS-n12s10,Calibration_iDR5_3_Main,0.0061,0.0062,0.0046,0.005633333
SPLUS-n12s11,SPLUS-n12s11,SPLUS-n12s11,SPLUS-n12s11,Calibration_iDR5_3_Main,0.0059,0.0048,0.0023,0.0043333336
SPLUS-n12s12,SPLUS-n12s12,SPLUS-n12s12,SPLUS-n12s12,Calibration_iDR5_3_Main,9.0E-4,4.0E-4,-0.0029,-5.3333334E-4
SPLUS-n12s13,SPLUS-n12s13,SPLUS-n12s13,SPLUS-n12s13,Calibration_iDR5_3_Main,0.0104,0.0078,0.0049,0.0077
SPLUS-n12s14,SPLUS-n12s14,SPLUS-n12s14,SPLUS-n12s14,Calibration_iDR5_3_Main,0.0133,0.0115,0.0092,0.011333332
SPLUS-n12s15,SPLUS-n12s15,SPLUS-n12s15,SPLUS-n12s15,Calibration_iDR5_3_Main,0.0037,0.0018,9.0E-4,0.0021333334
SPLUS-n12s16,SPLUS-n12s16,SPLUS-n12s16,SPLUS-n12s16,Calibration_iDR5_3_Main,9.0E-4,0.0018,0.0016,0.0014333334
SPLUS-n12s17,SPLUS-n12s17,SPLUS-n12s17,SPLUS-n12s17,Calibration_iDR5_3_Main,0.0031,0.0028,0.0011,0.0023333335
SPLUS-n12s18,SPLUS-n12s18,SPLUS-n12s18,SPLUS-n12s18,Calibration_iDR5_3_Main,0.0039,0.0036,0.0031,0.0035333333
SPLUS-n12s19,SPLUS-n12s19,SPLUS-n12s19,SPLUS-n12s19,Calibration_iDR5_3_Main,0.0042,0.0041,0.0023,0.0035333333
SPLUS-n12s20,SPLUS-n12s20,SPLUS-n12s20,SPLUS-n12s20,Calibration_iDR5_3_Main,0.0051,0.0039,0.0021,0.0037
SPLUS-n12s21,SPLUS-n12s21,SPLUS-n12s21,SPLUS-n12s21,Calibration_iDR5_3_Main,0.0065,0.0041,0.0031,0.004566667
SPLUS-n12s22,SPLUS-n12s22,SPLUS-n12s22,SPLUS-n12s22,Calibration_iDR5_3_Main,0.0054,0.0038,0.0017,0.0036333334
SPLUS-n12s23,SPLUS-n12s23,SPLUS-n12s23,SPLUS-n12s23,Calibration_iDR5_3_Main,0.004,0.0031,0.0019,0.0029999998
SPLUS-n12s24,SPLUS-n12s24,SPLUS-n12s24,SPLUS-n12s24,Calibration_iDR5_3_Main,0.0032,0.0025,0.0025,0.002733333
SPLUS-n12s25,SPLUS-n12s25,SPLUS-n12s25,SPLUS-n12s25,Calibration_iDR5_3_Main,0.0046,0.0018,0.0011,0.0025000002
SPLUS-n12s26,SPLUS-n12s26,SPLUS-n12s26,SPLUS-n12s26,Calibration_iDR5_3_Main,0.0044,0.0051,0.0033,0.0042666667
SPLUS-n12s27,SPLUS-n12s27,SPLUS-n12s27,SPLUS-n12s27,Calibration_iDR5_3_Main,0.0043,0.0035,0.0016,0.0031333333
SPLUS-n12s28,SPLUS-n12s28,SPLUS-n12s28,SPLUS-n12s28,Calibration_iDR5_3_Main,0.0044,0.0034,0.0014,0.0030666664
SPLUS-n12s29,SPLUS-n12s29,SPLUS-n12s29,SPLUS-n12s29,Calibration_iDR5_3_Main,0.0043,0.0043,0.0031,0.0039000001
SPLUS-n12s30,SPLUS-n12s30,SPLUS-n12s30,SPLUS-n12s30,Calibration_iDR5_3_Main,0.0032,0.0019,0.0018,0.0022999998
SPLUS-n12s31,SPLUS-n12s31,SPLUS-n12s31,SPLUS-n12s31,Calibration_iDR5_3_Main,0.0034,0.0022,0.0023,0.0026333332
SPLUS-n12s32,SPLUS-n12s32,SPLUS-n12s32,SPLUS-n12s32,Calibration_iDR5_3_Main,0.0026,0.0015,0.0017,0.0019333333
SPLUS-n12s33,SPLUS-n12s33,SPLUS-n12s33,SPLUS-n12s33,Calibration_iDR5_3_Main,0.0034,0.0027,0.0039,0.0033333332
SPLUS-n12s34,SPLUS-n12s34,SPLUS-n12s34,SPLUS-n12s34,Calibration_iDR5_3_Main,0.0088,0.0069,0.0055,0.0070666666
SPLUS-n12s35,SPLUS-n12s35,SPLUS-n12s35,SPLUS-n12s35,Calibration_iDR5_3_Main,0.0025,8.0E-4,0.0023,0.0018666666
SPLUS-n12s36,SPLUS-n12s36,SPLUS-n12s36,SPLUS-n12s36,Calibration_iDR5_3_Main,0.0054,0.0025,0.0017,0.0032
