PID,RA_d,DEC_d,EPOC,NAME
SPLUS,331.263,-26.917,2000,SPLUS-s21s31
SPLUS,332.775,-26.917,2000,SPLUS-s21s32
SPLUS,334.288,-26.917,2000,SPLUS-s21s33
SPLUS,21.446,-28.247,2000,SPLUS-s22s15
SPLUS,24.513,-28.247,2000,SPLUS-s22s17
SPLUS,27.575,-28.247,2000,SPLUS-s22s19
SPLUS,29.108,-28.247,2000,SPLUS-s22s20
SPLUS,315.575,-28.247,2000,SPLUS-s22s21
SPLUS,320.171,-28.247,2000,SPLUS-s22s24
SPLUS,332.425,-28.247,2000,SPLUS-s22s32
SPLUS,333.958,-28.247,2000,SPLUS-s22s33
SPLUS,335.488,-28.247,2000,SPLUS-s22s34
SPLUS,0.017,-29.576,2000,SPLUS-s23s01
SPLUS,1.550,-29.576,2000,SPLUS-s23s02
SPLUS,3.104,-29.576,2000,SPLUS-s23s03
SPLUS,6.208,-29.576,2000,SPLUS-s23s05
SPLUS,7.758,-29.576,2000,SPLUS-s23s06
SPLUS,10.863,-29.576,2000,SPLUS-s23s08
SPLUS,12.413,-29.576,2000,SPLUS-s23s09
SPLUS,13.967,-29.576,2000,SPLUS-s23s10
SPLUS,15.517,-29.576,2000,SPLUS-s23s11
SPLUS,17.071,-29.576,2000,SPLUS-s23s12
SPLUS,18.621,-29.576,2000,SPLUS-s23s13
SPLUS,20.171,-29.576,2000,SPLUS-s23s14
SPLUS,21.725,-29.576,2000,SPLUS-s23s15
SPLUS,23.275,-29.576,2000,SPLUS-s23s16
SPLUS,24.829,-29.576,2000,SPLUS-s23s17
SPLUS,26.379,-29.576,2000,SPLUS-s23s18
SPLUS,27.929,-29.576,2000,SPLUS-s23s19
SPLUS,29.483,-29.576,2000,SPLUS-s23s20
SPLUS,315.000,-29.576,2000,SPLUS-s23s21
SPLUS,316.550,-29.576,2000,SPLUS-s23s22
SPLUS,318.104,-29.576,2000,SPLUS-s23s23
SPLUS,321.208,-29.576,2000,SPLUS-s23s25
SPLUS,322.758,-29.576,2000,SPLUS-s23s26
SPLUS,324.308,-29.576,2000,SPLUS-s23s27
SPLUS,325.863,-29.576,2000,SPLUS-s23s28
SPLUS,332.071,-29.576,2000,SPLUS-s23s32
SPLUS,333.621,-29.576,2000,SPLUS-s23s33
SPLUS,335.171,-29.576,2000,SPLUS-s23s34
SPLUS,336.725,-29.576,2000,SPLUS-s23s35
SPLUS,338.275,-29.576,2000,SPLUS-s23s36
SPLUS,341.379,-29.576,2000,SPLUS-s23s38
SPLUS,342.929,-29.576,2000,SPLUS-s23s39
SPLUS,346.033,-29.576,2000,SPLUS-s23s41
SPLUS,347.588,-29.576,2000,SPLUS-s23s42
SPLUS,352.242,-29.576,2000,SPLUS-s23s45
SPLUS,353.792,-29.576,2000,SPLUS-s23s46
SPLUS,355.346,-29.576,2000,SPLUS-s23s47
SPLUS,356.896,-29.576,2000,SPLUS-s23s48
SPLUS,1.571,-30.902,2000,SPLUS-s24s02
SPLUS,3.146,-30.902,2000,SPLUS-s24s03
SPLUS,4.717,-30.902,2000,SPLUS-s24s04
SPLUS,6.288,-30.902,2000,SPLUS-s24s05
SPLUS,9.433,-30.902,2000,SPLUS-s24s07
SPLUS,12.575,-30.902,2000,SPLUS-s24s09
SPLUS,14.150,-30.902,2000,SPLUS-s24s10
SPLUS,15.721,-30.902,2000,SPLUS-s24s11
SPLUS,17.292,-30.902,2000,SPLUS-s24s12
SPLUS,18.867,-30.902,2000,SPLUS-s24s13
SPLUS,20.438,-30.902,2000,SPLUS-s24s14
SPLUS,22.008,-30.902,2000,SPLUS-s24s15
SPLUS,25.154,-30.902,2000,SPLUS-s24s17
SPLUS,26.725,-30.902,2000,SPLUS-s24s18
SPLUS,29.871,-30.902,2000,SPLUS-s24s20
SPLUS,33.013,-30.902,2000,SPLUS-s24s22
SPLUS,34.583,-30.902,2000,SPLUS-s24s23
SPLUS,37.729,-30.902,2000,SPLUS-s24s25
SPLUS,48.733,-30.902,2000,SPLUS-s24s32
SPLUS,50.304,-30.902,2000,SPLUS-s24s33
SPLUS,53.450,-30.902,2000,SPLUS-s24s35
SPLUS,61.308,-30.902,2000,SPLUS-s24s40
SPLUS,62.883,-30.902,2000,SPLUS-s24s41
SPLUS,66.025,-30.902,2000,SPLUS-s24s43
SPLUS,67.600,-30.902,2000,SPLUS-s24s44
SPLUS,73.888,-30.902,2000,SPLUS-s24s48
SPLUS,315.983,-30.902,2000,SPLUS-s24s49
SPLUS,317.554,-30.902,2000,SPLUS-s24s50
SPLUS,319.125,-30.902,2000,SPLUS-s24s51
SPLUS,320.700,-30.902,2000,SPLUS-s24s52
SPLUS,322.271,-30.902,2000,SPLUS-s24s53
SPLUS,323.842,-30.902,2000,SPLUS-s24s54
SPLUS,325.417,-30.902,2000,SPLUS-s24s55
SPLUS,328.558,-30.902,2000,SPLUS-s24s57
SPLUS,331.704,-30.902,2000,SPLUS-s24s59
SPLUS,334.846,-30.902,2000,SPLUS-s24s61
SPLUS,336.421,-30.902,2000,SPLUS-s24s62
SPLUS,337.992,-30.902,2000,SPLUS-s24s63
SPLUS,339.563,-30.902,2000,SPLUS-s24s64
SPLUS,341.133,-30.902,2000,SPLUS-s24s65
SPLUS,342.708,-30.902,2000,SPLUS-s24s66
SPLUS,344.279,-30.902,2000,SPLUS-s24s67
SPLUS,345.850,-30.902,2000,SPLUS-s24s68
SPLUS,347.425,-30.902,2000,SPLUS-s24s69
SPLUS,348.996,-30.902,2000,SPLUS-s24s70
SPLUS,350.567,-30.902,2000,SPLUS-s24s71
SPLUS,352.142,-30.902,2000,SPLUS-s24s72
SPLUS,353.713,-30.902,2000,SPLUS-s24s73
SPLUS,9.558,-32.227,2000,SPLUS-s25s07
SPLUS,11.150,-32.227,2000,SPLUS-s25s08
SPLUS,12.742,-32.227,2000,SPLUS-s25s09
SPLUS,14.338,-32.227,2000,SPLUS-s25s10
SPLUS,17.521,-32.227,2000,SPLUS-s25s12
SPLUS,19.117,-32.227,2000,SPLUS-s25s13
SPLUS,20.708,-32.227,2000,SPLUS-s25s14
SPLUS,22.300,-32.227,2000,SPLUS-s25s15
SPLUS,23.896,-32.227,2000,SPLUS-s25s16
SPLUS,25.488,-32.227,2000,SPLUS-s25s17
SPLUS,27.079,-32.227,2000,SPLUS-s25s18
SPLUS,28.671,-32.227,2000,SPLUS-s25s19
SPLUS,30.267,-32.227,2000,SPLUS-s25s20
SPLUS,33.450,-32.227,2000,SPLUS-s25s22
SPLUS,46.196,-32.227,2000,SPLUS-s25s30
SPLUS,47.788,-32.227,2000,SPLUS-s25s31
SPLUS,68.496,-32.227,2000,SPLUS-s25s44
SPLUS,70.088,-32.227,2000,SPLUS-s25s45
SPLUS,73.275,-32.227,2000,SPLUS-s25s47
SPLUS,74.867,-32.227,2000,SPLUS-s25s48
SPLUS,315.400,-32.227,2000,SPLUS-s25s49
SPLUS,316.992,-32.227,2000,SPLUS-s25s50
SPLUS,318.583,-32.227,2000,SPLUS-s25s51
SPLUS,320.175,-32.227,2000,SPLUS-s25s52
SPLUS,9.688,-33.550,2000,SPLUS-s26s07
SPLUS,11.300,-33.550,2000,SPLUS-s26s08
SPLUS,12.917,-33.550,2000,SPLUS-s26s09
SPLUS,14.529,-33.550,2000,SPLUS-s26s10
SPLUS,16.142,-33.550,2000,SPLUS-s26s11
SPLUS,17.758,-33.550,2000,SPLUS-s26s12
SPLUS,19.371,-33.550,2000,SPLUS-s26s13
SPLUS,20.988,-33.550,2000,SPLUS-s26s14
SPLUS,22.600,-33.550,2000,SPLUS-s26s15
SPLUS,24.217,-33.550,2000,SPLUS-s26s16
SPLUS,25.829,-33.550,2000,SPLUS-s26s17
SPLUS,27.446,-33.550,2000,SPLUS-s26s18
SPLUS,29.058,-33.550,2000,SPLUS-s26s19
SPLUS,30.671,-33.550,2000,SPLUS-s26s20
SPLUS,32.288,-33.550,2000,SPLUS-s26s21
SPLUS,33.900,-33.550,2000,SPLUS-s26s22
SPLUS,35.517,-33.550,2000,SPLUS-s26s23
SPLUS,38.746,-33.550,2000,SPLUS-s26s25
SPLUS,41.975,-33.550,2000,SPLUS-s26s27
SPLUS,45.200,-33.550,2000,SPLUS-s26s29
SPLUS,46.817,-33.550,2000,SPLUS-s26s30
SPLUS,59.729,-33.550,2000,SPLUS-s26s38
SPLUS,62.958,-33.550,2000,SPLUS-s26s40
SPLUS,64.575,-33.550,2000,SPLUS-s26s41
SPLUS,66.188,-33.550,2000,SPLUS-s26s42
SPLUS,67.804,-33.550,2000,SPLUS-s26s43
SPLUS,69.417,-33.550,2000,SPLUS-s26s44
SPLUS,71.033,-33.550,2000,SPLUS-s26s45
SPLUS,74.258,-33.550,2000,SPLUS-s26s47
SPLUS,316.413,-33.550,2000,SPLUS-s26s48
SPLUS,318.025,-33.550,2000,SPLUS-s26s49
SPLUS,319.642,-33.550,2000,SPLUS-s26s50
SPLUS,321.254,-33.550,2000,SPLUS-s26s51
SPLUS,9.863,-34.872,2000,SPLUS-s27s07
SPLUS,13.150,-34.872,2000,SPLUS-s27s09
SPLUS,14.796,-34.872,2000,SPLUS-s27s10
SPLUS,16.438,-34.872,2000,SPLUS-s27s11
SPLUS,18.083,-34.872,2000,SPLUS-s27s12
SPLUS,19.725,-34.872,2000,SPLUS-s27s13
SPLUS,21.371,-34.872,2000,SPLUS-s27s14
SPLUS,37.808,-34.872,2000,SPLUS-s27s24
SPLUS,41.096,-34.872,2000,SPLUS-s27s26
SPLUS,59.179,-34.872,2000,SPLUS-s27s37
SPLUS,60.821,-34.872,2000,SPLUS-s27s38
SPLUS,62.467,-34.872,2000,SPLUS-s27s39
SPLUS,64.108,-34.872,2000,SPLUS-s27s40
SPLUS,65.754,-34.872,2000,SPLUS-s27s41
SPLUS,67.396,-34.872,2000,SPLUS-s27s42
SPLUS,69.042,-34.872,2000,SPLUS-s27s43
SPLUS,70.683,-34.872,2000,SPLUS-s27s44
SPLUS,315.617,-34.872,2000,SPLUS-s27s47
SPLUS,317.258,-34.872,2000,SPLUS-s27s48
SPLUS,318.904,-34.872,2000,SPLUS-s27s49
SPLUS,60.000,-36.191,2000,SPLUS-s28s37
SPLUS,61.667,-36.191,2000,SPLUS-s28s38
SPLUS,63.333,-36.191,2000,SPLUS-s28s39
SPLUS,65.000,-36.191,2000,SPLUS-s28s40
SPLUS,66.667,-36.191,2000,SPLUS-s28s41
SPLUS,68.333,-36.191,2000,SPLUS-s28s42
SPLUS,70.000,-36.191,2000,SPLUS-s28s43
SPLUS,71.667,-36.191,2000,SPLUS-s28s44
SPLUS,73.333,-36.191,2000,SPLUS-s28s45
SPLUS,315.000,-36.191,2000,SPLUS-s28s47
SPLUS,316.667,-36.191,2000,SPLUS-s28s48
SPLUS,318.333,-36.191,2000,SPLUS-s28s49
SPLUS,59.433,-37.509,2000,SPLUS-s29s36
SPLUS,61.133,-37.509,2000,SPLUS-s29s37
SPLUS,62.829,-37.509,2000,SPLUS-s29s38
SPLUS,64.529,-37.509,2000,SPLUS-s29s39
SPLUS,66.225,-37.509,2000,SPLUS-s29s40
SPLUS,67.925,-37.509,2000,SPLUS-s29s41
SPLUS,69.621,-37.509,2000,SPLUS-s29s42
SPLUS,71.321,-37.509,2000,SPLUS-s29s43
SPLUS,73.021,-37.509,2000,SPLUS-s29s44
SPLUS,315.850,-37.509,2000,SPLUS-s29s46
SPLUS,317.546,-37.509,2000,SPLUS-s29s47
SPLUS,319.246,-37.509,2000,SPLUS-s29s48
SPLUS,348.113,-37.509,2000,SPLUS-s29s65
SPLUS,37.896,-38.824,2000,SPLUS-s30s23
SPLUS,58.567,-38.824,2000,SPLUS-s30s35
SPLUS,60.288,-38.824,2000,SPLUS-s30s36
SPLUS,62.008,-38.824,2000,SPLUS-s30s37
SPLUS,63.733,-38.824,2000,SPLUS-s30s38
SPLUS,65.454,-38.824,2000,SPLUS-s30s39
SPLUS,67.175,-38.824,2000,SPLUS-s30s40
SPLUS,68.900,-38.824,2000,SPLUS-s30s41
SPLUS,70.621,-38.824,2000,SPLUS-s30s42
SPLUS,72.346,-38.824,2000,SPLUS-s30s43
SPLUS,315.217,-38.824,2000,SPLUS-s30s45
SPLUS,318.658,-38.824,2000,SPLUS-s30s47
SPLUS,15.804,-40.138,2000,SPLUS-s31s10
SPLUS,38.633,-40.138,2000,SPLUS-s31s23
SPLUS,59.708,-40.138,2000,SPLUS-s31s35
SPLUS,61.463,-40.138,2000,SPLUS-s31s36
SPLUS,63.221,-40.138,2000,SPLUS-s31s37
SPLUS,64.975,-40.138,2000,SPLUS-s31s38
SPLUS,66.733,-40.138,2000,SPLUS-s31s39
SPLUS,68.488,-40.138,2000,SPLUS-s31s40
SPLUS,70.246,-40.138,2000,SPLUS-s31s41
SPLUS,72.000,-40.138,2000,SPLUS-s31s42
SPLUS,316.096,-40.138,2000,SPLUS-s31s44
SPLUS,317.854,-40.138,2000,SPLUS-s31s45
SPLUS,340.683,-40.138,2000,SPLUS-s31s58
SPLUS,37.613,-41.449,2000,SPLUS-s32s22
SPLUS,64.479,-41.449,2000,SPLUS-s32s37
SPLUS,66.267,-41.449,2000,SPLUS-s32s38
SPLUS,68.058,-41.449,2000,SPLUS-s32s39
SPLUS,69.850,-41.449,2000,SPLUS-s32s40
SPLUS,71.642,-41.449,2000,SPLUS-s32s41
SPLUS,315.225,-41.449,2000,SPLUS-s32s43
SPLUS,317.017,-41.449,2000,SPLUS-s32s44
SPLUS,318.804,-41.449,2000,SPLUS-s32s45
SPLUS,354.625,-41.449,2000,SPLUS-s32s65
SPLUS,9.138,-42.758,2000,SPLUS-s33s06
SPLUS,63.958,-42.758,2000,SPLUS-s33s36
SPLUS,65.788,-42.758,2000,SPLUS-s33s37
SPLUS,67.613,-42.758,2000,SPLUS-s33s38
SPLUS,69.442,-42.758,2000,SPLUS-s33s39
SPLUS,71.271,-42.758,2000,SPLUS-s33s40
SPLUS,73.096,-42.758,2000,SPLUS-s33s41
SPLUS,316.142,-42.758,2000,SPLUS-s33s43
SPLUS,317.971,-42.758,2000,SPLUS-s33s44
SPLUS,37.304,-44.065,2000,SPLUS-s34s21
SPLUS,67.150,-44.065,2000,SPLUS-s34s37
SPLUS,69.017,-44.065,2000,SPLUS-s34s38
SPLUS,70.879,-44.065,2000,SPLUS-s34s39
SPLUS,72.746,-44.065,2000,SPLUS-s34s40
SPLUS,74.613,-44.065,2000,SPLUS-s34s41
SPLUS,315.233,-44.065,2000,SPLUS-s34s42
SPLUS,317.100,-44.065,2000,SPLUS-s34s43
SPLUS,68.571,-45.370,2000,SPLUS-s35s37
SPLUS,72.379,-45.370,2000,SPLUS-s35s39
SPLUS,74.288,-45.370,2000,SPLUS-s35s40
SPLUS,316.192,-45.370,2000,SPLUS-s35s41
SPLUS,323.808,-45.370,2000,SPLUS-s35s45
SPLUS,31.304,-46.672,2000,SPLUS-s36s17
SPLUS,68.479,-46.672,2000,SPLUS-s36s36
SPLUS,70.433,-46.672,2000,SPLUS-s36s37
SPLUS,72.392,-46.672,2000,SPLUS-s36s38
SPLUS,74.346,-46.672,2000,SPLUS-s36s39
SPLUS,315.000,-46.672,2000,SPLUS-s36s40
SPLUS,316.958,-46.672,2000,SPLUS-s36s41
SPLUS,70.000,-47.971,2000,SPLUS-s37s36
SPLUS,72.000,-47.971,2000,SPLUS-s37s37
SPLUS,74.000,-47.971,2000,SPLUS-s37s38
SPLUS,316.000,-47.971,2000,SPLUS-s37s39
SPLUS,326.000,-47.971,2000,SPLUS-s37s44
SPLUS,59.317,-49.268,2000,SPLUS-s38s30
SPLUS,71.592,-49.268,2000,SPLUS-s38s36
SPLUS,73.638,-49.268,2000,SPLUS-s38s37
SPLUS,333.408,-49.268,2000,SPLUS-s38s47
SPLUS,40.000,-50.563,2000,SPLUS-s39s20
SPLUS,73.683,-50.563,2000,SPLUS-s39s36
SPLUS,315.788,-50.563,2000,SPLUS-s39s37
SPLUS,73.733,-51.853,2000,SPLUS-s40s35
SPLUS,47.367,-55.708,2000,SPLUS-s43s21
SPLUS,49.738,-55.708,2000,SPLUS-s43s22
SPLUS,345.788,-55.708,2000,SPLUS-s43s46
SPLUS,316.900,-58.259,2000,SPLUS-s45s31
SPLUS,2.629,-59.528,2000,SPLUS-s46s02
SPLUS,320.583,-59.528,2000,SPLUS-s46s32
STRIPE82,0.000,-0.700,2000,STRIPE82-0001
STRIPE82,0.000,0.700,2000,STRIPE82-0002
STRIPE82,1.417,-0.700,2000,STRIPE82-0003
STRIPE82,1.417,0.700,2000,STRIPE82-0004
STRIPE82,2.833,-0.700,2000,STRIPE82-0005
STRIPE82,2.833,0.700,2000,STRIPE82-0006
STRIPE82,4.250,-0.700,2000,STRIPE82-0007
STRIPE82,4.250,0.700,2000,STRIPE82-0008
STRIPE82,5.671,-0.700,2000,STRIPE82-0009
STRIPE82,5.671,0.700,2000,STRIPE82-0010
STRIPE82,7.088,-0.700,2000,STRIPE82-0011
STRIPE82,7.088,0.700,2000,STRIPE82-0012
STRIPE82,8.504,-0.700,2000,STRIPE82-0013
STRIPE82,8.504,0.700,2000,STRIPE82-0014
STRIPE82,9.921,-0.700,2000,STRIPE82-0015
STRIPE82,9.921,0.700,2000,STRIPE82-0016
STRIPE82,11.338,-0.700,2000,STRIPE82-0017
STRIPE82,11.338,0.700,2000,STRIPE82-0018
STRIPE82,12.754,-0.700,2000,STRIPE82-0019
STRIPE82,12.754,0.700,2000,STRIPE82-0020
STRIPE82,14.175,-0.700,2000,STRIPE82-0021
STRIPE82,14.175,0.700,2000,STRIPE82-0022
STRIPE82,15.592,-0.700,2000,STRIPE82-0023
STRIPE82,15.592,0.700,2000,STRIPE82-0024
STRIPE82,17.008,-0.700,2000,STRIPE82-0025
STRIPE82,17.008,0.700,2000,STRIPE82-0026
STRIPE82,18.425,-0.700,2000,STRIPE82-0027
STRIPE82,18.425,0.700,2000,STRIPE82-0028
STRIPE82,19.842,-0.700,2000,STRIPE82-0029
STRIPE82,19.842,0.700,2000,STRIPE82-0030
STRIPE82,21.258,-0.700,2000,STRIPE82-0031
STRIPE82,21.258,0.700,2000,STRIPE82-0032
STRIPE82,22.679,-0.700,2000,STRIPE82-0033
STRIPE82,22.679,0.700,2000,STRIPE82-0034
STRIPE82,24.096,-0.700,2000,STRIPE82-0035
STRIPE82,24.096,0.700,2000,STRIPE82-0036
STRIPE82,25.513,-0.700,2000,STRIPE82-0037
STRIPE82,25.513,0.700,2000,STRIPE82-0038
STRIPE82,26.929,-0.700,2000,STRIPE82-0039
STRIPE82,26.929,0.700,2000,STRIPE82-0040
STRIPE82,28.346,-0.700,2000,STRIPE82-0041
STRIPE82,28.346,0.700,2000,STRIPE82-0042
STRIPE82,29.763,-0.700,2000,STRIPE82-0043
STRIPE82,29.763,0.700,2000,STRIPE82-0044
STRIPE82,31.179,-0.700,2000,STRIPE82-0045
STRIPE82,31.179,0.700,2000,STRIPE82-0046
STRIPE82,32.600,-0.700,2000,STRIPE82-0047
STRIPE82,32.600,0.700,2000,STRIPE82-0048
STRIPE82,34.017,-0.700,2000,STRIPE82-0049
STRIPE82,34.017,0.700,2000,STRIPE82-0050
STRIPE82,35.433,-0.700,2000,STRIPE82-0051
STRIPE82,35.433,0.700,2000,STRIPE82-0052
STRIPE82,36.850,-0.700,2000,STRIPE82-0053
STRIPE82,36.850,0.700,2000,STRIPE82-0054
STRIPE82,38.267,-0.700,2000,STRIPE82-0055
STRIPE82,38.267,0.700,2000,STRIPE82-0056
STRIPE82,39.683,-0.700,2000,STRIPE82-0057
STRIPE82,39.683,0.700,2000,STRIPE82-0058
STRIPE82,41.104,-0.700,2000,STRIPE82-0059
STRIPE82,41.104,0.700,2000,STRIPE82-0060
STRIPE82,42.521,-0.700,2000,STRIPE82-0061
STRIPE82,42.521,0.700,2000,STRIPE82-0062
STRIPE82,43.938,-0.700,2000,STRIPE82-0063
STRIPE82,43.938,0.700,2000,STRIPE82-0064
STRIPE82,45.354,-0.700,2000,STRIPE82-0065
STRIPE82,45.354,0.700,2000,STRIPE82-0066
STRIPE82,46.771,-0.700,2000,STRIPE82-0067
STRIPE82,46.771,0.700,2000,STRIPE82-0068
STRIPE82,48.188,-0.700,2000,STRIPE82-0069
STRIPE82,48.188,0.700,2000,STRIPE82-0070
STRIPE82,49.608,-0.700,2000,STRIPE82-0071
STRIPE82,49.608,0.700,2000,STRIPE82-0072
STRIPE82,51.025,-0.700,2000,STRIPE82-0073
STRIPE82,51.025,0.700,2000,STRIPE82-0074
STRIPE82,52.442,-0.700,2000,STRIPE82-0075
STRIPE82,52.442,0.700,2000,STRIPE82-0076
STRIPE82,53.858,-0.700,2000,STRIPE82-0077
STRIPE82,53.858,0.700,2000,STRIPE82-0078
STRIPE82,55.275,-0.700,2000,STRIPE82-0079
STRIPE82,55.275,0.700,2000,STRIPE82-0080
STRIPE82,56.692,-0.700,2000,STRIPE82-0081
STRIPE82,56.692,0.700,2000,STRIPE82-0082
STRIPE82,58.108,-0.700,2000,STRIPE82-0083
STRIPE82,58.108,0.700,2000,STRIPE82-0084
STRIPE82,59.529,-0.700,2000,STRIPE82-0085
STRIPE82,59.529,0.700,2000,STRIPE82-0086
STRIPE82,300.471,-0.700,2000,STRIPE82-0087
STRIPE82,300.471,0.700,2000,STRIPE82-0088
STRIPE82,301.892,-0.700,2000,STRIPE82-0089
STRIPE82,301.892,0.700,2000,STRIPE82-0090
STRIPE82,303.308,-0.700,2000,STRIPE82-0091
STRIPE82,303.308,0.700,2000,STRIPE82-0092
STRIPE82,304.725,-0.700,2000,STRIPE82-0093
STRIPE82,304.725,0.700,2000,STRIPE82-0094
STRIPE82,306.142,-0.700,2000,STRIPE82-0095
STRIPE82,306.142,0.700,2000,STRIPE82-0096
STRIPE82,307.558,-0.700,2000,STRIPE82-0097
STRIPE82,307.558,0.700,2000,STRIPE82-0098
STRIPE82,308.975,-0.700,2000,STRIPE82-0099
STRIPE82,308.975,0.700,2000,STRIPE82-0100
STRIPE82,310.392,-0.700,2000,STRIPE82-0101
STRIPE82,310.392,0.700,2000,STRIPE82-0102
STRIPE82,311.813,-0.700,2000,STRIPE82-0103
STRIPE82,311.813,0.700,2000,STRIPE82-0104
STRIPE82,313.229,-0.700,2000,STRIPE82-0105
STRIPE82,313.229,0.700,2000,STRIPE82-0106
STRIPE82,314.646,-0.700,2000,STRIPE82-0107
STRIPE82,314.646,0.700,2000,STRIPE82-0108
STRIPE82,316.063,-0.700,2000,STRIPE82-0109
STRIPE82,316.063,0.700,2000,STRIPE82-0110
STRIPE82,317.479,-0.700,2000,STRIPE82-0111
STRIPE82,317.479,0.700,2000,STRIPE82-0112
STRIPE82,318.896,-0.700,2000,STRIPE82-0113
STRIPE82,318.896,0.700,2000,STRIPE82-0114
STRIPE82,320.317,-0.700,2000,STRIPE82-0115
STRIPE82,320.317,0.700,2000,STRIPE82-0116
STRIPE82,321.733,-0.700,2000,STRIPE82-0117
STRIPE82,321.733,0.700,2000,STRIPE82-0118
STRIPE82,323.150,-0.700,2000,STRIPE82-0119
STRIPE82,323.150,0.700,2000,STRIPE82-0120
STRIPE82,324.567,-0.700,2000,STRIPE82-0121
STRIPE82,324.567,0.700,2000,STRIPE82-0122
STRIPE82,325.983,-0.700,2000,STRIPE82-0123
STRIPE82,325.983,0.700,2000,STRIPE82-0124
STRIPE82,327.400,-0.700,2000,STRIPE82-0125
STRIPE82,327.400,0.700,2000,STRIPE82-0126
STRIPE82,328.821,-0.700,2000,STRIPE82-0127
STRIPE82,328.821,0.700,2000,STRIPE82-0128
STRIPE82,330.238,-0.700,2000,STRIPE82-0129
STRIPE82,330.238,0.700,2000,STRIPE82-0130
STRIPE82,331.654,-0.700,2000,STRIPE82-0131
STRIPE82,331.654,0.700,2000,STRIPE82-0132
STRIPE82,333.071,-0.700,2000,STRIPE82-0133
STRIPE82,333.071,0.700,2000,STRIPE82-0134
STRIPE82,334.488,-0.700,2000,STRIPE82-0135
STRIPE82,334.488,0.700,2000,STRIPE82-0136
STRIPE82,335.904,-0.700,2000,STRIPE82-0137
STRIPE82,335.904,0.700,2000,STRIPE82-0138
STRIPE82,337.321,-0.700,2000,STRIPE82-0139
STRIPE82,337.321,0.700,2000,STRIPE82-0140
STRIPE82,338.742,-0.700,2000,STRIPE82-0141
STRIPE82,338.742,0.700,2000,STRIPE82-0142
STRIPE82,340.158,-0.700,2000,STRIPE82-0143
STRIPE82,340.158,0.700,2000,STRIPE82-0144
STRIPE82,341.575,-0.700,2000,STRIPE82-0145
STRIPE82,341.575,0.700,2000,STRIPE82-0146
STRIPE82,342.992,-0.700,2000,STRIPE82-0147
STRIPE82,342.992,0.700,2000,STRIPE82-0148
STRIPE82,344.408,-0.700,2000,STRIPE82-0149
STRIPE82,344.408,0.700,2000,STRIPE82-0150
STRIPE82,345.825,-0.700,2000,STRIPE82-0151
STRIPE82,345.825,0.700,2000,STRIPE82-0152
STRIPE82,347.246,-0.700,2000,STRIPE82-0153
STRIPE82,347.246,0.700,2000,STRIPE82-0154
STRIPE82,348.663,-0.700,2000,STRIPE82-0155
STRIPE82,348.663,0.700,2000,STRIPE82-0156
STRIPE82,350.079,-0.700,2000,STRIPE82-0157
STRIPE82,350.079,0.700,2000,STRIPE82-0158
STRIPE82,351.496,-0.700,2000,STRIPE82-0159
STRIPE82,351.496,0.700,2000,STRIPE82-0160
STRIPE82,352.913,-0.700,2000,STRIPE82-0161
STRIPE82,352.913,0.700,2000,STRIPE82-0162
STRIPE82,354.329,-0.700,2000,STRIPE82-0163
STRIPE82,354.329,0.700,2000,STRIPE82-0164
STRIPE82,355.750,-0.700,2000,STRIPE82-0165
STRIPE82,355.750,0.700,2000,STRIPE82-0166
STRIPE82,357.167,-0.700,2000,STRIPE82-0167
STRIPE82,357.167,0.700,2000,STRIPE82-0168
STRIPE82,358.583,-0.700,2000,STRIPE82-0169
STRIPE82,358.583,0.700,2000,STRIPE82-0170
