PID,NAME,RA_d,DEC_d,EPOC
SPLUS,SPLUS-n11s35,197.375,-13.5305555556,2000
SPLUS,SPLUS-n11s37,200.154166667,-13.5305555556,2000
SPLUS,SPLUS-n11s38,201.545833333,-13.5305555556,2000
SPLUS,SPLUS-n11s39,202.93333333299998,-13.5305555556,2000
SPLUS,SPLUS-n11s40,204.325,-13.5305555556,2000
SPLUS,SPLUS-n11s41,205.7125,-13.5305555556,2000
SPLUS,SPLUS-n11s42,207.10416666700002,-13.5305555556,2000
SPLUS,SPLUS-n11s43,208.49583333299998,-13.5305555556,2000
SPLUS,SPLUS-n11s44,209.883333333,-13.5305555556,2000
SPLUS,SPLUS-n12s01,151.283333333,-14.8758333333,2000
SPLUS,SPLUS-n12s02,152.68333333299998,-14.8758333333,2000
SPLUS,SPLUS-n12s05,156.8875,-14.8758333333,2000
SPLUS,SPLUS-n12s23,182.1,-14.8758333333,2000
SPLUS,SPLUS-n12s24,183.5,-14.8758333333,2000
SPLUS,SPLUS-n12s25,184.904166667,-14.8758333333,2000
SPLUS,SPLUS-n12s26,186.304166667,-14.8758333333,2000
SPLUS,SPLUS-n12s27,187.704166667,-14.8758333333,2000
SPLUS,SPLUS-n12s28,189.10416666700002,-14.8758333333,2000
SPLUS,SPLUS-n12s29,190.50416666700002,-14.8758333333,2000
SPLUS,SPLUS-n12s30,191.908333333,-14.8758333333,2000
SPLUS,SPLUS-n12s31,193.30833333299998,-14.8758333333,2000
SPLUS,SPLUS-n12s32,194.70833333299998,-14.8758333333,2000
SPLUS,SPLUS-n12s33,196.108333333,-14.8758333333,2000
SPLUS,SPLUS-n12s34,197.508333333,-14.8758333333,2000
SPLUS,SPLUS-n12s35,198.9125,-14.8758333333,2000
SPLUS,SPLUS-n12s36,200.3125,-14.8758333333,2000
SPLUS,SPLUS-n12s37,201.7125,-14.8758333333,2000
SPLUS,SPLUS-n12s38,203.1125,-14.8758333333,2000
SPLUS,SPLUS-n12s39,204.5125,-14.8758333333,2000
SPLUS,SPLUS-n12s40,205.9125,-14.8758333333,2000
SPLUS,SPLUS-n12s41,207.31666666700002,-14.8758333333,2000
SPLUS,SPLUS-n12s42,208.716666667,-14.8758333333,2000
SPLUS,SPLUS-n13s01,150.470833333,-16.2197222222,2000
SPLUS,SPLUS-n13s02,151.875,-16.2197222222,2000
SPLUS,SPLUS-n13s03,153.283333333,-16.2197222222,2000
SPLUS,SPLUS-n13s04,154.6875,-16.2197222222,2000
SPLUS,SPLUS-n13s05,156.095833333,-16.2197222222,2000
SPLUS,SPLUS-n13s06,157.5,-16.2197222222,2000
SPLUS,SPLUS-n13s07,158.908333333,-16.2197222222,2000
SPLUS,SPLUS-n14s01,150.2375,-17.5622222222,2000
SPLUS,SPLUS-n14s02,151.654166667,-17.5622222222,2000
SPLUS,SPLUS-n14s03,153.070833333,-17.5622222222,2000
SPLUS,SPLUS-n14s04,154.4875,-17.5622222222,2000
SPLUS,SPLUS-n14s05,155.904166667,-17.5622222222,2000
SPLUS,SPLUS-n14s06,157.320833333,-17.5622222222,2000
SPLUS,SPLUS-n14s07,158.741666667,-17.5622222222,2000
SPLUS,SPLUS-n14s08,160.158333333,-17.5622222222,2000
SPLUS,SPLUS-n14s09,161.575,-17.5622222222,2000
SPLUS,SPLUS-n14s10,162.991666667,-17.5622222222,2000
SPLUS,SPLUS-n14s12,165.825,-17.5622222222,2000
SPLUS,SPLUS-n14s14,168.6625,-17.5622222222,2000
SPLUS,SPLUS-n14s15,170.079166667,-17.5622222222,2000
SPLUS,SPLUS-n14s19,175.75,-17.5622222222,2000
SPLUS,SPLUS-n14s22,180.0,-17.5622222222,2000
SPLUS,SPLUS-n15s01,150.0,-18.903055555599998,2000
SPLUS,SPLUS-n15s02,151.429166667,-18.903055555599998,2000
SPLUS,SPLUS-n15s03,152.858333333,-18.903055555599998,2000
SPLUS,SPLUS-n15s04,154.2875,-18.903055555599998,2000
SPLUS,SPLUS-n15s05,155.7125,-18.903055555599998,2000
SPLUS,SPLUS-n15s06,157.141666667,-18.903055555599998,2000
SPLUS,SPLUS-n15s07,158.570833333,-18.903055555599998,2000
SPLUS,SPLUS-n15s08,160.0,-18.903055555599998,2000
SPLUS,SPLUS-n15s09,161.429166667,-18.903055555599998,2000
SPLUS,SPLUS-n15s10,162.858333333,-18.903055555599998,2000
SPLUS,SPLUS-n15s11,164.2875,-18.903055555599998,2000
SPLUS,SPLUS-n15s12,165.7125,-18.903055555599998,2000
SPLUS,SPLUS-n15s13,167.141666667,-18.903055555599998,2000
SPLUS,SPLUS-n15s14,168.570833333,-18.903055555599998,2000
SPLUS,SPLUS-n15s15,170.0,-18.903055555599998,2000
SPLUS,SPLUS-n15s16,171.429166667,-18.903055555599998,2000
SPLUS,SPLUS-n15s17,172.858333333,-18.903055555599998,2000
SPLUS,SPLUS-n15s18,174.2875,-18.903055555599998,2000
SPLUS,SPLUS-n15s19,175.7125,-18.903055555599998,2000
SPLUS,SPLUS-n15s20,177.141666667,-18.903055555599998,2000
SPLUS,SPLUS-n15s21,178.570833333,-18.903055555599998,2000
SPLUS,SPLUS-n15s22,180.0,-18.903055555599998,2000
SPLUS,SPLUS-n16s01,151.2,-20.2427777778,2000
SPLUS,SPLUS-n16s02,152.641666667,-20.2427777778,2000
SPLUS,SPLUS-n16s03,154.079166667,-20.2427777778,2000
SPLUS,SPLUS-n16s04,155.52083333299998,-20.2427777778,2000
SPLUS,SPLUS-n16s05,156.95833333299998,-20.2427777778,2000
SPLUS,SPLUS-n16s06,158.4,-20.2427777778,2000
SPLUS,SPLUS-n16s07,159.841666667,-20.2427777778,2000
SPLUS,SPLUS-n16s08,161.279166667,-20.2427777778,2000
SPLUS,SPLUS-n16s09,162.720833333,-20.2427777778,2000
SPLUS,SPLUS-n16s10,164.158333333,-20.2427777778,2000
SPLUS,SPLUS-n16s11,165.6,-20.2427777778,2000
SPLUS,SPLUS-n16s12,167.04166666700002,-20.2427777778,2000
SPLUS,SPLUS-n16s13,168.47916666700002,-20.2427777778,2000
SPLUS,SPLUS-n16s14,169.920833333,-20.2427777778,2000
SPLUS,SPLUS-n16s15,171.358333333,-20.2427777778,2000
SPLUS,SPLUS-n16s16,172.8,-20.2427777778,2000
SPLUS,SPLUS-n16s17,174.241666667,-20.2427777778,2000
SPLUS,SPLUS-n16s18,175.679166667,-20.2427777778,2000
SPLUS,SPLUS-n16s19,177.12083333299998,-20.2427777778,2000
SPLUS,SPLUS-n16s20,178.55833333299998,-20.2427777778,2000
SPLUS,SPLUS-n16s21,180.0,-20.2427777778,2000
SPLUS,SPLUS-n17s01,150.966666667,-21.5805555556,2000
SPLUS,SPLUS-n17s02,152.420833333,-21.5805555556,2000
SPLUS,SPLUS-n17s03,153.87083333299998,-21.5805555556,2000
SPLUS,SPLUS-n17s04,155.320833333,-21.5805555556,2000
SPLUS,SPLUS-n17s05,156.775,-21.5805555556,2000
SPLUS,SPLUS-n17s06,158.225,-21.5805555556,2000
SPLUS,SPLUS-n17s07,159.679166667,-21.5805555556,2000
SPLUS,SPLUS-n17s08,161.12916666700002,-21.5805555556,2000
SPLUS,SPLUS-n17s09,162.579166667,-21.5805555556,2000
SPLUS,SPLUS-n17s10,164.033333333,-21.5805555556,2000
SPLUS,SPLUS-n17s11,165.483333333,-21.5805555556,2000
SPLUS,SPLUS-n17s12,166.9375,-21.5805555556,2000
SPLUS,SPLUS-n17s13,168.3875,-21.5805555556,2000
SPLUS,SPLUS-n17s14,169.8375,-21.5805555556,2000
SPLUS,SPLUS-n17s15,171.29166666700002,-21.5805555556,2000
SPLUS,SPLUS-n17s16,172.741666667,-21.5805555556,2000
SPLUS,SPLUS-n17s17,174.19166666700002,-21.5805555556,2000
SPLUS,SPLUS-n17s18,175.64583333299998,-21.5805555556,2000
SPLUS,SPLUS-n17s19,177.095833333,-21.5805555556,2000
SPLUS,SPLUS-n17s20,178.55,-21.5805555556,2000
SPLUS,SPLUS-n17s21,180.0,-21.5805555556,2000
SPLUS,SPLUS-n17s51,223.55,-21.5805555556,2000
SPLUS,SPLUS-n18s10,163.904166667,-22.9172222222,2000
SPLUS,SPLUS-n18s11,165.366666667,-22.9172222222,2000
SPLUS,SPLUS-n18s12,166.829166667,-22.9172222222,2000
SPLUS,SPLUS-n18s13,168.29166666700002,-22.9172222222,2000
SPLUS,SPLUS-n18s14,169.75416666700002,-22.9172222222,2000
SPLUS,SPLUS-n18s15,171.220833333,-22.9172222222,2000
SPLUS,SPLUS-n18s16,172.68333333299998,-22.9172222222,2000
SPLUS,SPLUS-n18s17,174.14583333299998,-22.9172222222,2000
SPLUS,SPLUS-n18s18,175.608333333,-22.9172222222,2000
SPLUS,SPLUS-n18s19,177.075,-22.9172222222,2000
SPLUS,SPLUS-n18s20,178.5375,-22.9172222222,2000
SPLUS,SPLUS-n18s21,180.0,-22.9172222222,2000
SPLUS,SPLUS-n18s51,223.904166667,-22.9172222222,2000
SPLUS,SPLUS-n19s01,165.0,-24.2536111111,2000
SPLUS,SPLUS-n19s03,167.95,-24.2536111111,2000
SPLUS,SPLUS-n19s04,169.425,-24.2536111111,2000
SPLUS,SPLUS-n19s05,170.9,-24.2536111111,2000
SPLUS,SPLUS-n19s06,172.375,-24.2536111111,2000
SPLUS,SPLUS-n19s07,173.85,-24.2536111111,2000
SPLUS,SPLUS-n20s34,214.0875,-25.59,2000
SPLUS,SPLUS-n20s35,215.575,-25.59,2000
SPLUS,SPLUS-n20s40,223.0125,-25.59,2000
STRIPE82,STRIPE82-0001,0.0,-0.7,2000
STRIPE82,STRIPE82-0002,0.0,0.7,2000
STRIPE82,STRIPE82-0003,1.4166666666699999,-0.7,2000
STRIPE82,STRIPE82-0004,1.4166666666699999,0.7,2000
STRIPE82,STRIPE82-0005,2.83333333333,-0.7,2000
STRIPE82,STRIPE82-0006,2.83333333333,0.7,2000
STRIPE82,STRIPE82-0007,4.25,-0.7,2000
STRIPE82,STRIPE82-0008,4.25,0.7,2000
STRIPE82,STRIPE82-0009,5.670833333330001,-0.7,2000
STRIPE82,STRIPE82-0010,5.670833333330001,0.7,2000
STRIPE82,STRIPE82-0011,7.0875,-0.7,2000
STRIPE82,STRIPE82-0012,7.0875,0.7,2000
STRIPE82,STRIPE82-0013,8.504166666669999,-0.7,2000
STRIPE82,STRIPE82-0014,8.504166666669999,0.7,2000
STRIPE82,STRIPE82-0015,9.92083333333,-0.7,2000
STRIPE82,STRIPE82-0016,9.92083333333,0.7,2000
STRIPE82,STRIPE82-0017,11.3375,-0.7,2000
STRIPE82,STRIPE82-0018,11.3375,0.7,2000
STRIPE82,STRIPE82-0019,12.754166666700002,-0.7,2000
STRIPE82,STRIPE82-0020,12.754166666700002,0.7,2000
STRIPE82,STRIPE82-0021,14.175,-0.7,2000
STRIPE82,STRIPE82-0022,14.175,0.7,2000
STRIPE82,STRIPE82-0023,15.5916666667,-0.7,2000
STRIPE82,STRIPE82-0024,15.5916666667,0.7,2000
STRIPE82,STRIPE82-0025,17.008333333299998,-0.7,2000
STRIPE82,STRIPE82-0026,17.008333333299998,0.7,2000
STRIPE82,STRIPE82-0027,18.425,-0.7,2000
STRIPE82,STRIPE82-0028,18.425,0.7,2000
STRIPE82,STRIPE82-0029,19.8416666667,-0.7,2000
STRIPE82,STRIPE82-0030,19.8416666667,0.7,2000
STRIPE82,STRIPE82-0031,21.258333333299998,-0.7,2000
STRIPE82,STRIPE82-0032,21.258333333299998,0.7,2000
STRIPE82,STRIPE82-0033,22.679166666700002,-0.7,2000
STRIPE82,STRIPE82-0034,22.679166666700002,0.7,2000
STRIPE82,STRIPE82-0035,24.0958333333,-0.7,2000
STRIPE82,STRIPE82-0036,24.0958333333,0.7,2000
STRIPE82,STRIPE82-0037,25.5125,-0.7,2000
STRIPE82,STRIPE82-0038,25.5125,0.7,2000
STRIPE82,STRIPE82-0039,26.929166666700002,-0.7,2000
STRIPE82,STRIPE82-0040,26.929166666700002,0.7,2000
STRIPE82,STRIPE82-0041,28.3458333333,-0.7,2000
STRIPE82,STRIPE82-0042,28.3458333333,0.7,2000
STRIPE82,STRIPE82-0043,29.7625,-0.7,2000
STRIPE82,STRIPE82-0044,29.7625,0.7,2000
STRIPE82,STRIPE82-0045,31.179166666700002,-0.7,2000
STRIPE82,STRIPE82-0046,31.179166666700002,0.7,2000
STRIPE82,STRIPE82-0047,32.6,-0.7,2000
STRIPE82,STRIPE82-0048,32.6,0.7,2000
STRIPE82,STRIPE82-0049,34.0166666667,-0.7,2000
STRIPE82,STRIPE82-0050,34.0166666667,0.7,2000
STRIPE82,STRIPE82-0051,35.4333333333,-0.7,2000
STRIPE82,STRIPE82-0052,35.4333333333,0.7,2000
STRIPE82,STRIPE82-0053,36.85,-0.7,2000
STRIPE82,STRIPE82-0054,36.85,0.7,2000
STRIPE82,STRIPE82-0055,38.2666666667,-0.7,2000
STRIPE82,STRIPE82-0056,38.2666666667,0.7,2000
STRIPE82,STRIPE82-0057,39.6833333333,-0.7,2000
STRIPE82,STRIPE82-0058,39.6833333333,0.7,2000
STRIPE82,STRIPE82-0059,41.1041666667,-0.7,2000
STRIPE82,STRIPE82-0060,41.1041666667,0.7,2000
STRIPE82,STRIPE82-0061,42.5208333333,-0.7,2000
STRIPE82,STRIPE82-0062,42.5208333333,0.7,2000
STRIPE82,STRIPE82-0063,43.9375,-0.7,2000
STRIPE82,STRIPE82-0064,43.9375,0.7,2000
STRIPE82,STRIPE82-0065,45.3541666667,-0.7,2000
STRIPE82,STRIPE82-0066,45.3541666667,0.7,2000
STRIPE82,STRIPE82-0067,46.7708333333,-0.7,2000
STRIPE82,STRIPE82-0068,46.7708333333,0.7,2000
STRIPE82,STRIPE82-0069,48.1875,-0.7,2000
STRIPE82,STRIPE82-0070,48.1875,0.7,2000
STRIPE82,STRIPE82-0071,49.6083333333,-0.7,2000
STRIPE82,STRIPE82-0072,49.6083333333,0.7,2000
STRIPE82,STRIPE82-0073,51.025,-0.7,2000
STRIPE82,STRIPE82-0074,51.025,0.7,2000
STRIPE82,STRIPE82-0075,52.4416666667,-0.7,2000
STRIPE82,STRIPE82-0076,52.4416666667,0.7,2000
STRIPE82,STRIPE82-0077,53.8583333333,-0.7,2000
STRIPE82,STRIPE82-0078,53.8583333333,0.7,2000
