PID,NAME,RA_d,DEC_d
SPLUS-n,SPLUS-n16s50,221.7587,-20.2428
SPLUS-n,SPLUS-n16s51,223.2004,-20.2428
SPLUS-n,SPLUS-n16s52,224.6421,-20.2428
SPLUS-n,SPLUS-n17s01,150.9681,-21.5806
SPLUS-n,SPLUS-n17s02,152.4197,-21.5806
SPLUS-n,SPLUS-n17s03,153.8714,-21.5806
SPLUS-n,SPLUS-n17s04,155.3229,-21.5806
SPLUS-n,SPLUS-n17s05,156.7746,-21.5806
SPLUS-n,SPLUS-n17s06,158.2262,-21.5806
SPLUS-n,SPLUS-n17s07,159.6778,-21.5806
SPLUS-n,SPLUS-n17s08,161.1294,-21.5806
SPLUS-n,SPLUS-n17s09,162.5809,-21.5806
SPLUS-n,SPLUS-n17s10,164.0326,-21.5806
SPLUS-n,SPLUS-n17s11,165.4843,-21.5806
SPLUS-n,SPLUS-n17s12,166.9359,-21.5806
SPLUS-n,SPLUS-n17s13,168.3875,-21.5806
SPLUS-n,SPLUS-n17s14,169.8391,-21.5806
SPLUS-n,SPLUS-n17s15,171.2906,-21.5806
SPLUS-n,SPLUS-n17s16,172.7423,-21.5806
SPLUS-n,SPLUS-n17s17,174.1939,-21.5806
SPLUS-n,SPLUS-n17s18,175.6456,-21.5809
SPLUS-n,SPLUS-n17s19,177.0971,-21.5806
SPLUS-n,SPLUS-n17s20,178.5488,-21.5806
SPLUS-n,SPLUS-n17s21,180.0004,-21.5806
SPLUS-n,SPLUS-n17s22,181.4503,-21.5806
SPLUS-n,SPLUS-n17s23,182.9045,-21.5806
SPLUS-n,SPLUS-n17s24,184.3545,-21.5806
SPLUS-n,SPLUS-n17s25,185.8087,-21.5806
SPLUS-n,SPLUS-n17s26,187.2587,-21.5806
SPLUS-n,SPLUS-n17s27,188.7087,-21.5806
SPLUS-n,SPLUS-n17s28,190.1628,-21.5805
SPLUS-n,SPLUS-n17s29,191.6128,-21.5806
SPLUS-n,SPLUS-n17s30,193.0629,-21.5806
SPLUS-n,SPLUS-n17s31,194.5171,-21.5806
SPLUS-n,SPLUS-n17s32,195.9670,-21.5806
SPLUS-n,SPLUS-n17s33,197.4212,-21.5806
SPLUS-n,SPLUS-n17s34,198.8712,-21.5806
SPLUS-n,SPLUS-n17s35,200.3212,-21.5806
SPLUS-n,SPLUS-n17s36,201.7753,-21.5806
SPLUS-n,SPLUS-n17s37,203.2254,-21.5806
SPLUS-n,SPLUS-n17s38,204.6795,-21.5806
SPLUS-n,SPLUS-n17s39,206.1296,-21.5806
SPLUS-n,SPLUS-n17s40,207.5796,-21.5806
SPLUS-n,SPLUS-n17s41,209.0337,-21.5806
SPLUS-n,SPLUS-n17s42,210.4837,-21.5805
SPLUS-n,SPLUS-n17s43,211.9378,-21.5806
SPLUS-n,SPLUS-n17s44,213.3879,-21.5806
SPLUS-n,SPLUS-n17s45,214.8379,-21.5805
SPLUS-n,SPLUS-n17s46,216.2920,-21.5806
SPLUS-n,SPLUS-n17s47,217.7420,-21.5806
SPLUS-n,SPLUS-n17s48,219.1921,-21.5805
SPLUS-n,SPLUS-n17s49,220.6462,-21.5806
SPLUS-n,SPLUS-n17s50,222.0962,-21.5806
SPLUS-n,SPLUS-n17s51,223.5504,-21.5806
SPLUS-n,SPLUS-n17s52,225.0004,-21.5805
SPLUS-n,SPLUS-n18s01,150.7320,-22.9171
SPLUS-n,SPLUS-n18s02,152.1955,-22.9171
SPLUS-n,SPLUS-n18s03,153.6589,-22.9171
SPLUS-n,SPLUS-n18s04,155.1223,-22.9171
SPLUS-n,SPLUS-n18s05,156.5857,-22.9171
SPLUS-n,SPLUS-n18s06,158.0492,-22.9171
SPLUS-n,SPLUS-n18s07,159.5126,-22.9171
SPLUS-n,SPLUS-n18s08,160.9760,-22.9171
SPLUS-n,SPLUS-n18s09,162.4394,-22.9171
SPLUS-n,SPLUS-n18s10,163.9028,-22.9171
SPLUS-n,SPLUS-n18s11,165.3662,-22.9171
SPLUS-n,SPLUS-n18s12,166.8297,-22.9171
SPLUS-n,SPLUS-n18s13,168.2931,-22.9171
SPLUS-n,SPLUS-n18s14,169.7565,-22.9171
SPLUS-n,SPLUS-n18s15,171.2198,-22.9171
SPLUS-n,SPLUS-n18s16,172.6833,-22.9171
SPLUS-n,SPLUS-n18s17,174.1467,-22.9171
SPLUS-n,SPLUS-n18s18,175.6101,-22.9171
SPLUS-n,SPLUS-n18s19,177.0736,-22.9171
SPLUS-n,SPLUS-n18s20,178.5370,-22.9171
SPLUS-n,SPLUS-n18s21,180.0003,-22.9171
SPLUS-n,SPLUS-n18s22,181.4629,-22.9172
SPLUS-n,SPLUS-n18s23,182.9253,-22.9172
SPLUS-n,SPLUS-n18s24,184.3920,-22.9172
SPLUS-n,SPLUS-n18s25,185.8546,-22.9172
SPLUS-n,SPLUS-n18s26,187.3170,-22.9172
SPLUS-n,SPLUS-n18s27,188.7796,-22.9172
SPLUS-n,SPLUS-n18s28,190.2462,-22.9172
SPLUS-n,SPLUS-n18s29,191.7087,-22.9172
SPLUS-n,SPLUS-n18s30,193.1712,-22.9172
SPLUS-n,SPLUS-n18s31,194.6337,-22.9172
SPLUS-n,SPLUS-n18s32,196.0962,-22.9172
SPLUS-n,SPLUS-n18s33,197.5628,-22.9172
SPLUS-n,SPLUS-n18s34,199.0254,-22.9172
SPLUS-n,SPLUS-n18s35,200.4879,-22.9172
SPLUS-n,SPLUS-n18s36,201.9503,-22.9172
SPLUS-n,SPLUS-n18s37,203.4171,-22.9172
SPLUS-n,SPLUS-n18s38,204.8795,-22.9172
SPLUS-n,SPLUS-n18s39,206.3421,-22.9172
SPLUS-n,SPLUS-n18s40,207.8045,-22.9172
SPLUS-n,SPLUS-n18s41,209.2671,-22.9172
SPLUS-n,SPLUS-n18s42,210.7337,-22.9172
SPLUS-n,SPLUS-n18s43,212.1962,-22.9172
SPLUS-n,SPLUS-n18s44,213.6587,-22.9172
SPLUS-n,SPLUS-n18s45,215.1212,-22.9172
SPLUS-n,SPLUS-n18s46,216.5837,-22.9172
SPLUS-n,SPLUS-n18s47,218.0504,-22.9172
SPLUS-n,SPLUS-n18s48,219.5129,-22.9172
SPLUS-n,SPLUS-n18s49,220.9754,-22.9172
SPLUS-n,SPLUS-n18s50,222.4378,-22.9172
SPLUS-n,SPLUS-n18s51,223.9046,-22.9172
SPLUS-n,SPLUS-n19s01,165.0003,-24.2536
SPLUS-n,SPLUS-n19s02,166.4753,-24.2536
SPLUS-n,SPLUS-n19s03,167.9504,-24.2536
SPLUS-n,SPLUS-n19s04,169.4254,-24.2536
SPLUS-n,SPLUS-n19s05,170.9004,-24.2536
SPLUS-n,SPLUS-n19s06,172.3754,-24.2536
SPLUS-n,SPLUS-n19s07,173.8504,-24.2536
SPLUS-n,SPLUS-n19s08,175.3254,-24.2536
SPLUS-n,SPLUS-n19s09,176.8004,-24.2536
SPLUS-n,SPLUS-n19s10,178.2753,-24.2536
SPLUS-n,SPLUS-n19s11,179.7504,-24.2536
SPLUS-n,SPLUS-n19s12,181.2254,-24.2536
SPLUS-n,SPLUS-n19s13,182.7004,-24.2536
SPLUS-n,SPLUS-n19s14,184.1754,-24.2536
SPLUS-n,SPLUS-n19s15,185.6503,-24.2536
SPLUS-n,SPLUS-n19s16,187.1254,-24.2536
SPLUS-n,SPLUS-n19s17,188.6004,-24.2536
SPLUS-n,SPLUS-n19s18,190.0753,-24.2536
SPLUS-n,SPLUS-n19s19,191.5504,-24.2536
SPLUS-n,SPLUS-n19s20,193.0254,-24.2536
SPLUS-n,SPLUS-n19s21,194.5004,-24.2536
SPLUS-n,SPLUS-n19s22,195.9753,-24.2536
SPLUS-n,SPLUS-n19s23,197.4503,-24.2536
SPLUS-n,SPLUS-n19s24,198.9254,-24.2536
SPLUS-n,SPLUS-n19s25,200.4003,-24.2536
SPLUS-n,SPLUS-n19s26,201.8754,-24.2536
SPLUS-n,SPLUS-n19s27,203.3503,-24.2536
SPLUS-n,SPLUS-n19s28,204.8254,-24.2536
SPLUS-n,SPLUS-n19s29,206.3003,-24.2536
SPLUS-n,SPLUS-n19s30,207.7753,-24.2536
SPLUS-n,SPLUS-n19s31,209.2504,-24.2536
SPLUS-n,SPLUS-n19s32,210.7254,-24.2536
SPLUS-n,SPLUS-n19s33,212.2003,-24.2536
SPLUS-n,SPLUS-n19s34,213.6754,-24.2536
SPLUS-n,SPLUS-n19s35,215.1503,-24.2536
SPLUS-n,SPLUS-n19s36,216.6254,-24.2536
SPLUS-n,SPLUS-n19s37,218.1003,-24.2536
SPLUS-n,SPLUS-n19s38,219.5754,-24.2536
SPLUS-n,SPLUS-n19s39,221.0503,-24.2536
SPLUS-n,SPLUS-n19s40,222.5253,-24.2536
SPLUS-n,SPLUS-n19s41,224.0003,-24.2536
SPLUS-n,SPLUS-n20s01,165.0004,-25.5900
SPLUS-n,SPLUS-n20s02,166.4879,-25.5900
SPLUS-n,SPLUS-n20s03,167.9754,-25.5900
SPLUS-n,SPLUS-n20s04,169.4629,-25.5900
SPLUS-n,SPLUS-n20s05,170.9504,-25.5900
SPLUS-n,SPLUS-n20s06,172.4378,-25.5900
SPLUS-n,SPLUS-n20s07,173.9254,-25.5900
SPLUS-n,SPLUS-n20s08,175.4128,-25.5900
SPLUS-n,SPLUS-n20s09,176.9004,-25.5900
SPLUS-n,SPLUS-n20s10,178.3879,-25.5900
SPLUS-n,SPLUS-n20s11,179.8754,-25.5900
SPLUS-n,SPLUS-n20s12,181.3629,-25.5900
SPLUS-n,SPLUS-n20s13,182.8504,-25.5900
SPLUS-n,SPLUS-n20s14,184.3379,-25.5900
SPLUS-n,SPLUS-n20s15,185.8253,-25.5900
SPLUS-n,SPLUS-n20s16,187.3129,-25.5900
SPLUS-n,SPLUS-n20s17,188.8004,-25.5900
SPLUS-n,SPLUS-n20s18,190.2879,-25.5900
SPLUS-n,SPLUS-n20s19,191.7754,-25.5900
SPLUS-n,SPLUS-n20s20,193.2629,-25.5900
SPLUS-n,SPLUS-n20s21,194.7504,-25.5900
SPLUS-n,SPLUS-n20s22,196.2379,-25.5900
SPLUS-n,SPLUS-n20s23,197.7254,-25.5900
SPLUS-n,SPLUS-n20s24,199.2129,-25.5900
SPLUS-n,SPLUS-n20s25,200.7004,-25.5900
SPLUS-n,SPLUS-n20s26,202.1879,-25.5900
SPLUS-n,SPLUS-n20s27,203.6753,-25.5900
SPLUS-n,SPLUS-n20s28,205.1629,-25.5900
SPLUS-n,SPLUS-n20s29,206.6504,-25.5900
SPLUS-n,SPLUS-n20s30,208.1379,-25.5900
SPLUS-n,SPLUS-n20s31,209.6254,-25.5900
SPLUS-n,SPLUS-n20s32,211.1128,-25.5900
SPLUS-n,SPLUS-n20s33,212.6004,-25.5900
SPLUS-n,SPLUS-n20s34,214.0878,-25.5900
SPLUS-n,SPLUS-n20s35,215.5754,-25.5900
SPLUS-n,SPLUS-n20s36,217.0629,-25.5900
SPLUS-n,SPLUS-n20s37,218.5503,-25.5900
SPLUS-n,SPLUS-n20s38,220.0379,-25.5900
SPLUS-n,SPLUS-n20s39,221.5254,-25.5900
SPLUS-n,SPLUS-n20s40,223.0129,-25.5900
SPLUS-n,SPLUS-n20s41,224.5003,-25.5900
SPLUS-s,SPLUS-s02s01,324.6796,-1.3593
SPLUS-s,SPLUS-s02s02,326.0381,-1.3593
SPLUS-s,SPLUS-s02s03,327.3966,-1.3593
SPLUS-s,SPLUS-s02s04,328.7551,-1.3593
SPLUS-s,SPLUS-s02s05,330.1136,-1.3593
SPLUS-s,SPLUS-s02s06,331.4721,-1.3593
SPLUS-s,SPLUS-s02s07,332.8305,-1.3593
SPLUS-s,SPLUS-s02s08,334.1890,-1.3593
SPLUS-s,SPLUS-s02s09,335.5475,-1.3593
SPLUS-s,SPLUS-s02s10,336.9060,-1.3593
SPLUS-s,SPLUS-s02s11,338.2645,-1.3593
SPLUS-s,SPLUS-s02s12,339.6230,-1.3593
SPLUS-s,SPLUS-s02s13,340.9814,-1.3593
SPLUS-s,SPLUS-s02s14,342.3400,-1.3593
SPLUS-s,SPLUS-s02s15,343.6984,-1.3593
SPLUS-s,SPLUS-s02s16,345.0570,-1.3593
SPLUS-s,SPLUS-s02s17,346.4155,-1.3593
SPLUS-s,SPLUS-s02s18,347.7740,-1.3593
SPLUS-s,SPLUS-s02s19,349.1324,-1.3593
SPLUS-s,SPLUS-s02s20,350.4909,-1.3593
SPLUS-s,SPLUS-s02s21,351.8494,-1.3593
SPLUS-s,SPLUS-s02s22,353.2079,-1.3593
SPLUS-s,SPLUS-s02s23,354.5664,-1.3593
SPLUS-s,SPLUS-s02s24,355.9249,-1.3593
SPLUS-s,SPLUS-s02s25,357.2833,-1.3593
SPLUS-s,SPLUS-s02s26,358.6419,-1.3593
SPLUS-s,SPLUS-s03s01,324.6796,-2.7172
SPLUS-s,SPLUS-s03s02,326.0381,-2.7172
SPLUS-s,SPLUS-s03s03,327.3966,-2.7172
SPLUS-s,SPLUS-s03s04,328.7551,-2.7172
SPLUS-s,SPLUS-s03s05,330.1135,-2.7172
SPLUS-s,SPLUS-s04s05,330.1136,-4.0738
SPLUS-s,SPLUS-s04s06,331.4721,-4.0737
SPLUS-s,SPLUS-s04s07,332.8305,-4.0737
SPLUS-s,SPLUS-s05s05,330.0004,-5.4289
SPLUS-s,SPLUS-s05s06,331.3640,-5.4289
SPLUS-s,SPLUS-s05s07,332.7276,-5.4289
SPLUS-s,SPLUS-s06s04,328.6368,-6.7826
SPLUS-s,SPLUS-s06s05,330.0004,-6.7826
SPLUS-s,SPLUS-s06s06,331.3640,-6.7826
SPLUS-s,SPLUS-s06s07,332.7277,-6.7826
SPLUS-s,SPLUS-s07s04,328.5175,-8.1350
SPLUS-s,SPLUS-s07s05,329.8863,-8.1350
SPLUS-s,SPLUS-s07s06,331.2551,-8.1350
SPLUS-s,SPLUS-s08s04,328.3973,-9.4860
SPLUS-s,SPLUS-s08s05,329.7714,-9.4860
SPLUS-s,SPLUS-s08s06,331.1454,-9.4860
SPLUS-s,SPLUS-s12s02,326.3817,-14.8758
SPLUS-s,SPLUS-s12s03,327.7825,-14.8758
SPLUS-s,SPLUS-s12s04,329.1832,-14.8758
SPLUS-s,SPLUS-s13s12,15.4692,-16.2197
SPLUS-s,SPLUS-s13s13,16.8753,-16.2197
SPLUS-s,SPLUS-s13s14,18.2816,-16.2197
SPLUS-s,SPLUS-s13s23,315.0004,-16.2197
SPLUS-s,SPLUS-s13s31,326.2504,-16.2197
SPLUS-s,SPLUS-s13s32,327.6567,-16.2197
SPLUS-s,SPLUS-s13s33,329.0629,-16.2197
SPLUS-s,SPLUS-s13s46,347.3441,-16.2197
SPLUS-s,SPLUS-s14s12,15.5909,-17.5622
SPLUS-s,SPLUS-s14s13,17.0083,-17.5622
SPLUS-s,SPLUS-s14s14,18.4256,-17.5622
SPLUS-s,SPLUS-s14s23,316.0634,-17.5622
SPLUS-s,SPLUS-s14s30,325.9846,-17.5622
SPLUS-s,SPLUS-s14s31,327.4020,-17.5622
SPLUS-s,SPLUS-s14s32,328.8193,-17.5622
SPLUS-s,SPLUS-s15s13,17.1432,-18.9032
SPLUS-s,SPLUS-s15s14,18.5718,-18.9032
SPLUS-s,SPLUS-s15s23,315.7146,-18.9032
SPLUS-s,SPLUS-s15s24,317.1432,-18.9032
SPLUS-s,SPLUS-s16s09,11.5204,-20.2427
SPLUS-s,SPLUS-s16s11,14.4003,-20.2426
SPLUS-s,SPLUS-s16s12,15.8403,-20.2427
SPLUS-s,SPLUS-s16s13,17.2804,-20.2427
SPLUS-s,SPLUS-s16s14,18.7204,-20.2427
SPLUS-s,SPLUS-s16s22,315.3604,-20.2427
SPLUS-s,SPLUS-s16s23,316.8003,-20.2426
SPLUS-s,SPLUS-s16s24,318.2404,-20.2427
SPLUS-s,SPLUS-s16s28,324.0004,-20.2426
SPLUS-s,SPLUS-s17s11,14.5165,-21.5806
SPLUS-s,SPLUS-s17s12,15.9681,-21.5806
SPLUS-s,SPLUS-s17s13,17.4197,-21.5806
SPLUS-s,SPLUS-s17s14,18.8713,-21.5806
SPLUS-s,SPLUS-s17s22,315.0003,-21.5806
SPLUS-s,SPLUS-s17s23,316.4520,-21.5806
SPLUS-s,SPLUS-s17s24,317.9036,-21.5807
SPLUS-s,SPLUS-s17s25,319.3552,-21.5806
SPLUS-s,SPLUS-s17s30,326.6133,-21.5806
SPLUS-s,SPLUS-s17s40,341.1294,-21.5806
SPLUS-s,SPLUS-s18s01,0.0154,-22.9171
SPLUS-s,SPLUS-s18s02,1.4637,-22.9171
SPLUS-s,SPLUS-s18s03,2.9272,-22.9171
SPLUS-s,SPLUS-s18s04,4.3906,-22.9171
SPLUS-s,SPLUS-s18s05,5.8540,-22.9171
SPLUS-s,SPLUS-s18s06,7.3174,-22.9171
SPLUS-s,SPLUS-s18s07,8.7808,-22.9171
SPLUS-s,SPLUS-s18s08,10.2442,-22.9171
SPLUS-s,SPLUS-s18s09,11.7076,-22.9171
SPLUS-s,SPLUS-s18s11,14.6345,-22.9171
SPLUS-s,SPLUS-s18s12,16.0980,-22.9171
SPLUS-s,SPLUS-s18s13,17.5613,-22.9171
SPLUS-s,SPLUS-s18s14,19.0248,-22.9171
SPLUS-s,SPLUS-s18s15,20.4882,-22.9171
SPLUS-s,SPLUS-s18s16,21.9516,-22.9171
SPLUS-s,SPLUS-s18s19,26.3418,-22.9171
SPLUS-s,SPLUS-s18s21,29.2687,-22.9171
SPLUS-s,SPLUS-s18s22,316.0979,-22.9171
SPLUS-s,SPLUS-s18s23,317.5613,-22.9171
SPLUS-s,SPLUS-s18s24,319.0248,-22.9171
SPLUS-s,SPLUS-s18s25,320.4882,-22.9171
SPLUS-s,SPLUS-s18s28,324.8784,-22.9171
SPLUS-s,SPLUS-s18s47,352.6833,-22.9171
SPLUS-s,SPLUS-s18s50,357.0736,-22.9171
SPLUS-s,SPLUS-s18s51,358.5369,-22.9171
SPLUS-s,SPLUS-s19s01,0.0154,-24.2521
SPLUS-s,SPLUS-s19s02,1.4818,-24.2521
SPLUS-s,SPLUS-s19s03,2.9633,-24.2521
SPLUS-s,SPLUS-s19s04,4.4448,-24.2521
SPLUS-s,SPLUS-s19s05,5.9263,-24.2521
SPLUS-s,SPLUS-s19s06,7.4077,-24.2521
SPLUS-s,SPLUS-s19s07,8.8892,-24.2521
SPLUS-s,SPLUS-s19s08,10.3707,-24.2521
SPLUS-s,SPLUS-s19s09,11.8522,-24.2521
SPLUS-s,SPLUS-s19s10,13.3337,-24.2521
SPLUS-s,SPLUS-s19s11,14.8152,-24.2521
SPLUS-s,SPLUS-s19s12,16.2967,-24.2521
SPLUS-s,SPLUS-s19s13,17.7781,-24.2521
SPLUS-s,SPLUS-s19s14,19.2596,-24.2521
SPLUS-s,SPLUS-s19s15,20.7411,-24.2521
SPLUS-s,SPLUS-s19s16,22.2226,-24.2521
SPLUS-s,SPLUS-s19s17,23.7040,-24.2521
SPLUS-s,SPLUS-s19s18,25.1855,-24.2521
SPLUS-s,SPLUS-s19s19,26.6670,-24.2521
SPLUS-s,SPLUS-s19s20,28.1485,-24.2521
SPLUS-s,SPLUS-s19s21,29.6300,-24.2521
SPLUS-s,SPLUS-s19s22,315.5560,-24.2521
SPLUS-s,SPLUS-s19s23,317.0374,-24.2521
SPLUS-s,SPLUS-s19s24,318.5189,-24.2521
SPLUS-s,SPLUS-s19s25,320.0004,-24.2521
SPLUS-s,SPLUS-s19s30,327.4078,-24.2521
SPLUS-s,SPLUS-s19s33,331.8522,-24.2521
SPLUS-s,SPLUS-s19s34,333.3337,-24.2521
SPLUS-s,SPLUS-s19s38,339.2596,-24.2521
SPLUS-s,SPLUS-s19s41,343.7041,-24.2521
SPLUS-s,SPLUS-s19s49,355.5559,-24.2521
SPLUS-s,SPLUS-s19s50,357.0374,-24.2521
SPLUS-s,SPLUS-s19s51,358.5189,-24.2521
SPLUS-s,SPLUS-s20s01,0.0154,-25.5854
SPLUS-s,SPLUS-s20s02,1.4942,-25.5854
SPLUS-s,SPLUS-s20s03,2.9879,-25.5854
SPLUS-s,SPLUS-s20s04,4.4817,-25.5854
SPLUS-s,SPLUS-s20s05,5.9755,-25.5854
SPLUS-s,SPLUS-s20s06,7.4693,-25.5854
SPLUS-s,SPLUS-s20s07,8.9630,-25.5854
SPLUS-s,SPLUS-s20s08,10.4568,-25.5854
SPLUS-s,SPLUS-s20s09,11.9506,-25.5854
SPLUS-s,SPLUS-s20s10,13.4443,-25.5854
SPLUS-s,SPLUS-s20s11,14.9381,-25.5854
SPLUS-s,SPLUS-s20s12,16.4319,-25.5854
SPLUS-s,SPLUS-s20s13,17.9257,-25.5854
SPLUS-s,SPLUS-s20s14,19.4195,-25.5854
SPLUS-s,SPLUS-s20s15,20.9132,-25.5854
SPLUS-s,SPLUS-s20s16,22.4070,-25.5854
SPLUS-s,SPLUS-s20s17,23.9008,-25.5854
SPLUS-s,SPLUS-s20s18,25.3946,-25.5854
SPLUS-s,SPLUS-s20s19,26.8883,-25.5854
SPLUS-s,SPLUS-s20s20,28.3821,-25.5854
SPLUS-s,SPLUS-s20s21,29.8759,-25.5854
SPLUS-s,SPLUS-s20s22,315.1871,-25.5854
SPLUS-s,SPLUS-s20s23,316.6808,-25.5854
SPLUS-s,SPLUS-s20s24,318.1746,-25.5854
SPLUS-s,SPLUS-s20s25,319.6685,-25.5854
SPLUS-s,SPLUS-s20s26,321.1622,-25.5854
SPLUS-s,SPLUS-s20s27,322.6560,-25.5854
SPLUS-s,SPLUS-s20s28,324.1497,-25.5854
SPLUS-s,SPLUS-s20s29,325.6435,-25.5854
SPLUS-s,SPLUS-s20s30,327.1373,-25.5854
SPLUS-s,SPLUS-s20s31,328.6311,-25.5854
SPLUS-s,SPLUS-s20s32,330.1248,-25.5854
SPLUS-s,SPLUS-s20s33,331.6186,-25.5854
SPLUS-s,SPLUS-s20s34,333.1124,-25.5854
SPLUS-s,SPLUS-s20s35,334.6062,-25.5854
SPLUS-s,SPLUS-s20s36,336.0999,-25.5854
SPLUS-s,SPLUS-s20s37,337.5937,-25.5854
SPLUS-s,SPLUS-s20s38,339.0875,-25.5854
SPLUS-s,SPLUS-s20s39,340.5812,-25.5854
SPLUS-s,SPLUS-s20s40,342.0750,-25.5854
SPLUS-s,SPLUS-s20s41,343.5688,-25.5854
SPLUS-s,SPLUS-s20s42,345.0626,-25.5854
SPLUS-s,SPLUS-s20s43,346.5564,-25.5854
SPLUS-s,SPLUS-s20s44,348.0502,-25.5854
SPLUS-s,SPLUS-s20s45,349.5440,-25.5854
SPLUS-s,SPLUS-s20s46,351.0377,-25.5854
SPLUS-s,SPLUS-s20s47,352.5315,-25.5854
SPLUS-s,SPLUS-s20s48,354.0253,-25.5854
SPLUS-s,SPLUS-s20s49,355.5190,-25.5854
SPLUS-s,SPLUS-s20s50,357.0128,-25.5854
SPLUS-s,SPLUS-s20s51,358.5066,-25.5854
SPLUS-s,SPLUS-s21s01,0.0154,-26.9172
SPLUS-s,SPLUS-s21s02,1.5130,-26.9172
SPLUS-s,SPLUS-s21s03,3.0255,-26.9172
SPLUS-s,SPLUS-s21s04,4.5381,-26.9172
SPLUS-s,SPLUS-s21s05,6.0508,-26.9172
SPLUS-s,SPLUS-s21s06,7.5634,-26.9172
SPLUS-s,SPLUS-s21s07,9.0760,-26.9172
SPLUS-s,SPLUS-s21s08,10.5886,-26.9172
SPLUS-s,SPLUS-s21s09,12.1012,-26.9172
SPLUS-s,SPLUS-s21s10,13.6138,-26.9172
SPLUS-s,SPLUS-s21s11,15.1264,-26.9172
SPLUS-s,SPLUS-s21s12,16.6390,-26.9172
SPLUS-s,SPLUS-s21s13,18.1516,-26.9172
SPLUS-s,SPLUS-s21s14,19.6642,-26.9172
SPLUS-s,SPLUS-s21s15,21.1768,-26.9172
SPLUS-s,SPLUS-s21s16,22.6894,-26.9172
SPLUS-s,SPLUS-s21s17,24.2021,-26.9172
SPLUS-s,SPLUS-s21s18,25.7146,-26.9172
SPLUS-s,SPLUS-s21s19,27.2272,-26.9172
SPLUS-s,SPLUS-s21s20,28.7399,-26.9172
SPLUS-s,SPLUS-s21s21,316.1348,-26.9172
SPLUS-s,SPLUS-s21s22,317.6474,-26.9172
SPLUS-s,SPLUS-s21s23,319.1600,-26.9172
SPLUS-s,SPLUS-s21s24,320.6727,-26.9172
SPLUS-s,SPLUS-s21s25,322.1852,-26.9172
SPLUS-s,SPLUS-s21s26,323.6978,-26.9172
SPLUS-s,SPLUS-s21s27,325.2105,-26.9172
SPLUS-s,SPLUS-s21s28,326.7231,-26.9172
SPLUS-s,SPLUS-s21s29,328.2357,-26.9172
SPLUS-s,SPLUS-s21s30,329.7482,-26.9172
SPLUS-s,SPLUS-s21s31,331.2609,-26.9172
SPLUS-s,SPLUS-s21s32,332.7735,-26.9172
SPLUS-s,SPLUS-s21s33,334.2861,-26.9172
SPLUS-s,SPLUS-s21s34,335.7987,-26.9172
SPLUS-s,SPLUS-s21s35,337.3113,-26.9172
SPLUS-s,SPLUS-s21s36,338.8239,-26.9172
SPLUS-s,SPLUS-s21s37,340.3365,-26.9174
SPLUS-s,SPLUS-s21s38,341.8490,-26.9172
SPLUS-s,SPLUS-s21s39,343.3617,-26.9172
SPLUS-s,SPLUS-s21s40,344.8743,-26.9172
SPLUS-s,SPLUS-s21s41,346.3869,-26.9172
SPLUS-s,SPLUS-s21s42,347.8995,-26.9172
SPLUS-s,SPLUS-s21s43,349.4122,-26.9172
SPLUS-s,SPLUS-s21s44,350.9247,-26.9172
SPLUS-s,SPLUS-s21s45,352.4374,-26.9172
SPLUS-s,SPLUS-s21s46,353.9499,-26.9172
SPLUS-s,SPLUS-s21s47,355.4626,-26.9172
SPLUS-s,SPLUS-s21s48,356.9752,-26.9172
SPLUS-s,SPLUS-s21s49,358.4878,-26.9172
SPLUS-s,SPLUS-s22s01,0.0154,-28.2470
SPLUS-s,SPLUS-s22s02,1.5323,-28.2473
SPLUS-s,SPLUS-s22s03,3.0642,-28.2473
SPLUS-s,SPLUS-s22s04,4.5961,-28.2473
SPLUS-s,SPLUS-s22s05,6.1280,-28.2474
SPLUS-s,SPLUS-s22s06,7.6599,-28.2473
SPLUS-s,SPLUS-s22s07,9.1919,-28.2475
SPLUS-s,SPLUS-s22s08,10.7238,-28.2473
SPLUS-s,SPLUS-s22s09,12.2557,-28.2474
SPLUS-s,SPLUS-s22s10,13.7876,-28.2473
SPLUS-s,SPLUS-s22s11,15.3195,-28.2472
SPLUS-s,SPLUS-s22s12,16.8515,-28.2473
SPLUS-s,SPLUS-s22s13,18.3833,-28.2473
SPLUS-s,SPLUS-s22s14,19.9153,-28.2472
SPLUS-s,SPLUS-s22s15,21.4472,-28.2473
SPLUS-s,SPLUS-s22s16,22.9791,-28.2473
SPLUS-s,SPLUS-s22s17,24.5110,-28.2473
SPLUS-s,SPLUS-s22s18,26.0429,-28.2473
SPLUS-s,SPLUS-s22s19,27.5748,-28.2473
SPLUS-s,SPLUS-s22s20,29.1067,-28.2473
SPLUS-s,SPLUS-s22s21,315.5748,-28.2473
SPLUS-s,SPLUS-s22s22,317.1067,-28.2473
SPLUS-s,SPLUS-s22s23,318.6387,-28.2473
SPLUS-s,SPLUS-s22s24,320.1706,-28.2469
SPLUS-s,SPLUS-s22s25,321.7025,-28.2473
SPLUS-s,SPLUS-s22s26,323.2344,-28.2473
SPLUS-s,SPLUS-s22s27,324.7663,-28.2474
SPLUS-s,SPLUS-s22s28,326.2983,-28.2473
SPLUS-s,SPLUS-s22s29,327.8302,-28.2474
SPLUS-s,SPLUS-s22s30,329.3621,-28.2473
SPLUS-s,SPLUS-s22s31,330.8940,-28.2473
SPLUS-s,SPLUS-s22s32,332.4259,-28.2473
