iDR5_Field_Name,Field,NAME,CALIB,ZP_U,ZP_F378,ZP_F395,ZP_F410,ZP_F430,ZP_G,ZP_F515,ZP_R,ZP_F660,ZP_I,ZP_F861,ZP_Z
HYDRA_0150,HYDRA-0150,HYDRA_0150,Calibration_iDR5_3_Main,20.8158,20.2099,20.2078,21.1068,21.2275,23.5143,21.455,23.5479,21.0311,23.2929,21.5799,22.6993
HYDRA_0151,HYDRA-0151,HYDRA_0151,Calibration_iDR5_3_Main,20.8105,20.1972,20.198,21.1003,21.2235,23.524,21.4603,23.5481,21.026,23.2825,21.5762,22.6663
HYDRA_0152,HYDRA-0152,HYDRA_0152,Calibration_iDR5_3_Main,20.7223,20.1728,20.1931,21.1229,21.2521,23.5579,21.5028,23.5935,21.0607,23.3376,21.6203,22.7582
HYDRA_0153,HYDRA-0153,HYDRA_0153,Calibration_iDR5_3_Main,20.7356,20.1868,20.212,21.1406,21.2837,23.5371,21.4805,23.5954,21.0581,23.3389,21.6242,22.7682
HYDRA_0154,HYDRA-0154,HYDRA_0154,Calibration_iDR5_3_Main,20.8156,20.2028,20.2333,21.1323,21.2711,23.5494,21.5011,23.5341,21.0105,23.2751,21.5607,22.6871
HYDRA_0155,HYDRA-0155,HYDRA_0155,Calibration_iDR5_3_Main,20.5576,20.0145,20.0607,20.979,21.1114,23.4472,21.3996,23.5217,21.0252,23.2815,21.5945,22.6868
HYDRA_0156,HYDRA-0156,HYDRA_0156,Calibration_iDR5_3_Main,20.6008,20.0463,20.1038,21.016,21.1646,23.4956,21.4471,23.538,21.0266,23.2829,21.5795,22.6867
HYDRA_0157,HYDRA-0157,HYDRA_0157,Calibration_iDR5_3_Main,20.5431,20.0235,20.0619,20.9897,21.1324,23.4606,21.4056,23.5146,21.0097,23.2636,21.5658,22.6516
HYDRA_0158,HYDRA-0158,HYDRA_0158,Calibration_iDR5_3_Main,20.8,20.19,20.198,21.0971,21.22,23.5099,21.4514,23.5449,21.0267,23.2799,21.5719,22.6658
HYDRA_0159,HYDRA-0159,HYDRA_0159,Calibration_iDR5_3_Main,20.8316,20.1627,20.1651,21.0621,21.1814,23.4715,21.4166,23.5292,21.0134,23.2763,21.5693,22.6631
HYDRA_0160,HYDRA-0160,HYDRA_0160,Calibration_iDR5_3_Main,20.7136,20.1625,20.1914,21.1319,21.28,23.5801,21.5267,23.5749,21.0577,23.3163,21.6024,22.7432
HYDRA_0161,HYDRA-0161,HYDRA_0161,Calibration_iDR5_3_Main,20.6846,20.1366,20.1681,21.0982,21.2471,23.5421,21.493,23.5669,21.0538,23.3073,21.6024,22.7195
HYDRA_0162,HYDRA-0162,HYDRA_0162,Calibration_iDR5_3_Main,20.5598,20.0103,20.0412,20.9692,21.098,23.4038,21.3431,23.4942,20.9933,23.2705,21.5681,22.6628
HYDRA_0163,HYDRA-0163,HYDRA_0163,Calibration_iDR5_3_Main,20.2479,19.7279,19.7486,20.6676,20.7928,23.1099,21.0711,23.3006,20.8148,23.1293,21.4801,22.5353
HYDRA_0164,HYDRA-0164,HYDRA_0164,Calibration_iDR5_3_Main,20.6561,20.101,20.1498,21.0614,21.2088,23.5203,21.4737,23.5555,21.0425,23.3005,21.5925,22.7177
HYDRA_0165,HYDRA-0165,HYDRA_0165,Calibration_iDR5_3_Main,20.5498,20.0326,20.0663,20.9984,21.1385,23.4546,21.4038,23.5123,21.0063,23.2617,21.57,22.6501
HYDRA_0166,HYDRA-0166,HYDRA_0166,Calibration_iDR5_3_Main,20.8097,20.1964,20.1966,21.1024,21.2341,23.5198,21.4636,23.5401,21.022,23.2709,21.5652,22.6602
HYDRA_0167,HYDRA-0167,HYDRA_0167,Calibration_iDR5_3_Main,20.7998,20.1824,20.1862,21.0918,21.2151,23.4998,21.4471,23.5327,21.0135,23.2667,21.5636,22.6498
HYDRA-D-0001,HYDRA-D-0001,HYDRA_D_0001,Calibration_iDR5_3_Main,20.1109,19.4938,19.5271,20.5026,20.6534,22.9028,20.8086,22.7962,20.283,22.5518,20.8094,21.9521
HYDRA-D-0002,HYDRA-D-0002,HYDRA_D_0002,Calibration_iDR5_3_Main,20.0067,19.3894,19.4178,20.4082,20.5742,22.8682,20.7629,22.7798,20.2648,22.5418,20.8016,21.9387
HYDRA-D-0003,HYDRA-D-0003,HYDRA_D_0003,Calibration_iDR5_3_Main,20.0982,19.4987,19.5383,20.5179,20.6711,22.9003,20.816,22.7907,20.2905,22.5456,20.808,21.9381
HYDRA-D-0004,HYDRA-D-0004,HYDRA_D_0004,Calibration_iDR5_3_Main,20.0255,19.4752,19.5024,20.5008,20.6573,22.8784,20.8155,22.7784,20.2887,22.5303,20.8146,21.9239
MC0001,MC0001,MC0001,Calibration_iDR5_3_PSF,22.335399627685547,21.75,21.176799774169922,21.4591007232666,21.614599227905273,23.213699340820312,21.818599700927734,23.2898006439209,22.92300033569336,23.20560073852539,22.074100494384766,22.802900314331055
MC0002,MC0002,MC0002,Calibration_iDR5_3_PSF,23.25830078125,22.604799270629883,21.963699340820312,22.12070083618164,22.22369956970215,23.942899703979492,22.548900604248047,24.166900634765625,23.792400360107422,24.052200317382812,22.933399200439453,23.6476993560791
MC0003,MC0003,MC0003,Calibration_iDR5_3_PSF,22.340700149536133,21.748600006103516,21.164100646972656,21.453500747680664,21.60569953918457,23.178800582885742,21.822399139404297,23.26609992980957,22.905000686645508,23.19860076904297,22.057300567626953,22.771499633789062
MC0004,MC0004,MC0004,Calibration_iDR5_3_PSF,23.01129913330078,21.754899978637695,21.161500930786133,21.44569969177246,21.6023006439209,23.232099533081055,21.822099685668945,23.300199508666992,23.731199264526367,23.22450065612793,22.835500717163086,23.548599243164062
MC0005,MC0005,MC0005,Calibration_iDR5_3_PSF,22.37929916381836,21.693099975585938,21.045799255371094,21.30780029296875,21.446399688720703,23.234600067138672,21.733400344848633,23.303499221801758,22.945499420166016,23.228900909423828,22.098499298095703,22.88409996032715
MC0006,MC0006,MC0006,Calibration_iDR5_3_PSF,22.36829948425293,21.79330062866211,21.20210075378418,21.49209976196289,21.634599685668945,23.257099151611328,21.85449981689453,23.31559944152832,22.939300537109375,23.231199264526367,22.082500457763672,22.84939956665039
MC0007,MC0007,MC0007,Calibration_iDR5_3_PSF,22.338899612426758,21.677400588989258,21.070999145507812,21.338699340820312,21.48859977722168,23.216899871826172,21.747800827026367,23.286699295043945,22.93829917907715,23.198400497436523,22.09000015258789,22.818500518798828
MC0008,MC0008,MC0008,Calibration_iDR5_3_PSF,22.381200790405273,21.676300048828125,21.053300857543945,21.30299949645996,21.440399169921875,23.234899520874023,21.717100143432617,23.300399780273438,22.944400787353516,23.22559928894043,22.089099884033203,22.872600555419922
MC0009,MC0009,MC0009,Calibration_iDR5_3_PSF,22.388999938964844,21.76460075378418,21.17490005493164,21.446300506591797,21.60300064086914,23.244199752807617,21.81399917602539,23.31329917907715,22.954099655151367,23.217199325561523,22.106199264526367,22.8882999420166
MC0010,MC0010,MC0010,Calibration_iDR5_3_PSF,22.377199172973633,21.750699996948242,21.166099548339844,21.461200714111328,21.619699478149414,23.24850082397461,21.81920051574707,23.31170082092285,22.944799423217773,23.233999252319336,22.09670066833496,22.874000549316406
MC0011,MC0011,MC0011,Calibration_iDR5_3_PSF,22.388099670410156,21.755300521850586,21.174800872802734,21.451900482177734,21.604799270629883,23.24799919128418,21.815500259399414,23.30820083618164,22.953500747680664,23.221500396728516,22.095800399780273,22.85540008544922
MC0012,MC0012,MC0012,Calibration_iDR5_3_PSF,22.323299407958984,21.70479965209961,21.13249969482422,21.42530059814453,21.57360076904297,23.19219970703125,21.780099868774414,23.266199111938477,22.91990089416504,23.177000045776367,22.06559944152832,22.78619956970215
MC0013,MC0013,MC0013,Calibration_iDR5_3_PSF,22.359699249267578,21.771499633789062,21.187000274658203,21.474700927734375,21.63170051574707,23.23270034790039,21.839599609375,23.30699920654297,22.940500259399414,23.221500396728516,22.082500457763672,22.813600540161133
MC0014,MC0014,MC0014,Calibration_iDR5_3_PSF,22.393400192260742,21.717300415039062,21.127300262451172,21.42889976501465,21.587900161743164,23.252599716186523,21.798200607299805,23.31679916381836,22.95240020751953,23.232999801635742,22.093299865722656,22.862499237060547
MC0015,MC0015,MC0015,Calibration_iDR5_3_PSF,22.318700790405273,21.717500686645508,21.111799240112305,21.40489959716797,21.55430030822754,23.199800491333008,21.782499313354492,23.26609992980957,22.91830062866211,23.17930030822754,22.061599731445312,22.786100387573242
MC0016,MC0016,MC0016,Calibration_iDR5_3_PSF,22.345300674438477,21.689300537109375,21.087900161743164,21.39459991455078,21.54669952392578,23.244300842285156,21.77910041809082,23.291900634765625,22.948200225830078,23.202899932861328,22.08880043029785,22.82550048828125
MC0017,MC0017,MC0017,Calibration_iDR5_3_PSF,23.105199813842773,22.46430015563965,21.809999465942383,22.028200149536133,22.130800247192383,23.18899917602539,21.73150062561035,23.250099182128906,22.918699264526367,23.168899536132812,22.068500518798828,22.797000885009766
MC0018,MC0018,MC0018,Calibration_iDR5_3_PSF,22.289899826049805,21.636899948120117,21.03890037536621,21.31529998779297,21.47949981689453,23.172800064086914,21.729400634765625,23.256799697875977,22.913700103759766,23.179500579833984,22.061599731445312,22.79680061340332
MC0019,MC0019,MC0019,Calibration_iDR5_3_PSF,22.295799255371094,21.697399139404297,21.117599487304688,21.371200561523438,21.415000915527344,23.186199188232422,21.254899978637695,23.28070068359375,22.93079948425293,23.197399139404297,22.078800201416016,22.814800262451172
MC0020,MC0020,MC0020,Calibration_iDR5_3_PSF,22.36709976196289,21.703899383544922,21.11440086364746,21.3976993560791,21.548599243164062,23.216400146484375,21.776599884033203,23.29319953918457,22.942899703979492,23.217100143432617,22.091100692749023,22.8528995513916
MC0021,MC0021,MC0021,Calibration_iDR5_3_PSF,22.381900787353516,21.706100463867188,21.12929916381836,21.424699783325195,21.585399627685547,23.26490020751953,21.79789924621582,23.3164005279541,22.963600158691406,23.23110008239746,22.106300354003906,22.880399703979492
MC0022,MC0022,MC0022,Calibration_iDR5_3_PSF,22.37980079650879,21.728900909423828,21.085500717163086,21.437000274658203,21.5762996673584,23.257200241088867,21.815500259399414,23.32110023498535,22.963199615478516,23.234800338745117,22.104000091552734,22.883699417114258
MC0023,MC0023,MC0023,Calibration_iDR5_3_PSF,22.333999633789062,21.712299346923828,21.079599380493164,21.407100677490234,21.567699432373047,23.203699111938477,21.80769920349121,23.282899856567383,22.93869972229004,23.19260025024414,22.076799392700195,22.808700561523438
MC0024,MC0024,MC0024,Calibration_iDR5_3_PSF,22.318099975585938,21.775400161743164,21.12700080871582,21.48110008239746,21.620100021362305,23.236900329589844,21.843399047851562,23.316200256347656,22.921899795532227,23.231199264526367,22.06450080871582,22.793399810791016
MC0025,MC0025,MC0025,Calibration_iDR5_3_PSF,22.34320068359375,21.71109962463379,21.079500198364258,21.421100616455078,21.575599670410156,23.235599517822266,21.809200286865234,23.312999725341797,22.955699920654297,23.215099334716797,22.079700469970703,22.833900451660156
MC0026,MC0026,MC0026,Calibration_iDR5_3_PSF,22.2893009185791,21.737600326538086,21.142099380493164,21.432899475097656,21.59040069580078,23.22960090637207,21.811399459838867,23.293800354003906,22.913999557495117,23.203699111938477,22.0674991607666,22.791900634765625
MC0027,MC0027,MC0027,Calibration_iDR5_3_PSF,23.09779930114746,22.45669937133789,21.79759979248047,22.01140022277832,22.12649917602539,23.181100845336914,21.764999389648438,23.252300262451172,22.882999420166016,23.174299240112305,22.036800384521484,22.78689956665039
MC0028,MC0028,MC0028,Calibration_iDR5_3_PSF,23.16309928894043,22.526399612426758,21.87579917907715,22.045900344848633,22.147600173950195,23.87779998779297,22.488100051879883,24.13719940185547,23.772300720214844,24.032400131225586,22.9325008392334,23.64240074157715
MC0029,MC0029,MC0029,Calibration_iDR5_3_PSF,22.322799682617188,21.711700439453125,21.127500534057617,21.43549919128418,21.594999313354492,23.219900131225586,21.821800231933594,23.2893009185791,22.94179916381836,23.185699462890625,22.077600479125977,22.79960060119629
MC0030,MC0030,MC0030,Calibration_iDR5_3_PSF,22.330799102783203,21.768299102783203,21.088199615478516,21.477699279785156,21.62150001525879,23.228900909423828,21.848499298095703,23.30900001525879,22.94569969177246,23.202899932861328,22.081300735473633,22.79290008544922
MC0031,MC0031,MC0031,Calibration_iDR5_3_PSF,23.235700607299805,22.582500457763672,21.87179946899414,22.095600128173828,22.184999465942383,23.918500900268555,22.53890037536621,24.17639923095703,23.7947998046875,24.06800079345703,22.945899963378906,23.719600677490234
MC0032,MC0032,MC0032,Calibration_iDR5_3_PSF,22.34779930114746,21.73699951171875,21.065200805664062,21.427799224853516,21.565500259399414,23.194499969482422,21.817100524902344,23.31100082397461,22.94860076904297,23.213300704956055,22.075300216674805,22.815200805664062
MC0033,MC0033,MC0033,Calibration_iDR5_3_PSF,22.39259910583496,21.676799774169922,21.00909996032715,21.353200912475586,18.599599838256836,23.209800720214844,21.152599334716797,23.31369972229004,22.95989990234375,23.221500396728516,22.101600646972656,22.886999130249023
MC0034,MC0034,MC0034,Calibration_iDR5_3_PSF,22.269100189208984,21.755399703979492,21.113399505615234,21.46579933166504,21.62190055847168,23.25320053100586,21.836599349975586,23.318199157714844,22.946300506591797,23.230300903320312,22.09119987487793,22.855199813842773
MC0035,MC0035,MC0035,Calibration_iDR5_3_PSF,22.286300659179688,21.700599670410156,21.12350082397461,21.413299560546875,21.57029914855957,23.208499908447266,21.797300338745117,23.279699325561523,22.901100158691406,23.199399948120117,22.049400329589844,22.78459930419922
MC0036,MC0036,MC0036,Calibration_iDR5_3_PSF,22.22960090637207,21.59819984436035,20.99169921875,21.2716007232666,21.422100067138672,23.122400283813477,21.712900161743164,23.229700088500977,22.890899658203125,23.166799545288086,22.041900634765625,22.76449966430664
MC0037,MC0037,MC0037,Calibration_iDR5_3_PSF,23.141799926757812,22.52039909362793,21.856300354003906,22.049699783325195,22.1564998626709,23.897600173950195,22.506000518798828,24.138200759887695,23.775999069213867,24.031299591064453,22.930999755859375,23.663000106811523
MC0038,MC0038,MC0038,Calibration_iDR5_3_PSF,23.0939998626709,22.459999084472656,21.75119972229004,22.046300888061523,22.159700393676758,23.927000045776367,22.529399871826172,24.08679962158203,23.73150062561035,24.00160026550293,22.86870002746582,23.61090087890625
MC0039,MC0039,MC0039,Calibration_iDR5_3_PSF,23.052900314331055,22.422199249267578,21.70829963684082,22.027099609375,22.14240074157715,23.88680076599121,22.499300003051758,24.07830047607422,23.728900909423828,24.004499435424805,22.870399475097656,23.594100952148438
MC0040,MC0040,MC0040,Calibration_iDR5_3_PSF,23.2106990814209,22.5674991607666,21.865999221801758,22.08799934387207,22.177600860595703,23.895599365234375,22.540300369262695,24.17959976196289,23.798900604248047,24.05500030517578,22.943599700927734,23.636199951171875
MC0041,MC0041,MC0041,Calibration_iDR5_3_PSF,22.246299743652344,21.633699417114258,20.987300872802734,21.3341007232666,21.4862003326416,23.159000396728516,21.761499404907227,23.27090072631836,22.91189956665039,23.17530059814453,22.037099838256836,22.77989959716797
MC0042,MC0042,MC0042,Calibration_iDR5_3_PSF,22.334800720214844,21.714099884033203,21.086700439453125,21.433300018310547,21.592300415039062,23.23590087890625,21.812400817871094,23.30940055847168,22.944700241088867,23.232500076293945,22.08370018005371,22.81100082397461
MC0043,MC0043,MC0043,Calibration_iDR5_3_PSF,22.274599075317383,21.742700576782227,21.158199310302734,21.45400047302246,21.61359977722168,23.246000289916992,21.832399368286133,23.309099197387695,22.930700302124023,23.2273006439209,22.083900451660156,22.822099685668945
MC0044,MC0044,MC0044,Calibration_iDR5_3_PSF,22.242399215698242,21.65220069885254,21.076499938964844,21.356800079345703,21.516000747680664,23.16710090637207,21.75469970703125,23.25079917907715,22.906700134277344,23.17289924621582,22.050899505615234,22.783000946044922
MC0045,MC0045,MC0045,Calibration_iDR5_3_PSF,23.17060089111328,22.52899932861328,21.904600143432617,22.093000411987305,22.20709991455078,23.930700302124023,22.539199829101562,24.16010093688965,23.788799285888672,24.061199188232422,22.939699172973633,23.698999404907227
MC0046,MC0046,MC0046,Calibration_iDR5_3_PSF,23.145999908447266,22.51140022277832,21.911500930786133,22.070600509643555,22.169200897216797,23.897300720214844,22.496200561523438,24.147899627685547,23.777799606323242,24.04759979248047,22.94260025024414,23.65180015563965
MC0047,MC0047,MC0047,Calibration_iDR5_3_PSF,23.188899993896484,22.54789924621582,21.930500030517578,22.091100692749023,22.207300186157227,23.944499969482422,22.550899505615234,24.162399291992188,23.785900115966797,24.07390022277832,22.934900283813477,23.729299545288086
MC0048,MC0048,MC0048,Calibration_iDR5_3_PSF,23.2012996673584,22.553499221801758,21.918699264526367,22.090599060058594,22.19890022277832,23.93829917907715,22.544300079345703,24.17639923095703,23.79520034790039,24.0757999420166,22.953500747680664,23.73390007019043
MC0049,MC0049,MC0049,Calibration_iDR5_3_PSF,22.297100067138672,21.701499938964844,21.13990020751953,21.425100326538086,21.597900390625,23.219499588012695,21.816499710083008,23.28849983215332,22.935300827026367,23.2185001373291,22.095500946044922,22.832599639892578
MC0050,MC0050,MC0050,Calibration_iDR5_3_PSF,22.27359962463379,21.697599411010742,21.135799407958984,21.432600021362305,21.600299835205078,23.204599380493164,21.820600509643555,23.283199310302734,22.922700881958008,23.208900451660156,22.083799362182617,22.804500579833984
MC0051,MC0051,MC0051,Calibration_iDR5_3_PSF,23.07349967956543,22.54010009765625,21.905899047851562,22.065200805664062,22.170400619506836,23.898700714111328,22.506500244140625,24.153200149536133,23.778099060058594,24.040800094604492,22.931499481201172,23.63279914855957
MC0052,MC0052,MC0052,Calibration_iDR5_3_PSF,22.324199676513672,21.699100494384766,21.129600524902344,21.428499221801758,21.581300735473633,23.22369956970215,21.805500030517578,23.295299530029297,22.945600509643555,23.210899353027344,22.09510040283203,22.856000900268555
MC0053,MC0053,MC0053,Calibration_iDR5_3_PSF,23.17060089111328,22.539199829101562,21.918699264526367,22.06679916381836,22.183799743652344,23.903900146484375,22.518699645996094,24.15220069885254,23.781099319458008,24.051599502563477,22.927900314331055,23.697900772094727
MC0054,MC0054,MC0054,Calibration_iDR5_3_PSF,23.132699966430664,22.5093994140625,21.875600814819336,22.042699813842773,22.14550018310547,23.865100860595703,22.471099853515625,24.10610008239746,23.731599807739258,24.027000427246094,22.90290069580078,23.65290069580078
MC0055,MC0055,MC0055,Calibration_iDR5_3_PSF,23.170700073242188,22.528499603271484,21.880699157714844,22.0585994720459,22.16860008239746,23.89550018310547,22.513900756835938,24.141700744628906,23.771099090576172,24.042800903320312,22.917499542236328,23.664600372314453
MC0056,MC0056,MC0056,Calibration_iDR5_3_PSF,23.200599670410156,22.55109977722168,21.917200088500977,22.083200454711914,22.188400268554688,23.9153995513916,22.52790069580078,24.152700424194336,23.776199340820312,24.03190040588379,22.92840003967285,23.655399322509766
MC0057,MC0057,MC0057,Calibration_iDR5_3_PSF,23.20009994506836,22.550199508666992,21.92300033569336,22.07390022277832,22.1825008392334,23.905399322509766,22.51129913330078,24.145299911499023,23.774200439453125,24.041799545288086,22.928300857543945,23.6737003326416
MC0058,MC0058,MC0058,Calibration_iDR5_3_PSF,23.226900100708008,22.57200050354004,21.93320083618164,22.072200775146484,22.156299591064453,23.89620018005371,22.475000381469727,24.114700317382812,22.88159942626953,23.834800720214844,22.339500427246094,22.910600662231445
MC0059,MC0059,MC0059,Calibration_iDR5_3_PSF,23.211200714111328,22.566200256347656,21.929399490356445,22.082000732421875,22.177900314331055,23.894699096679688,22.508899688720703,24.153900146484375,23.784299850463867,24.049400329589844,22.93470001220703,23.656099319458008
MC0060,MC0060,MC0060,Calibration_iDR5_3_PSF,23.08049964904785,22.458999633789062,21.836299896240234,22.075700759887695,22.2096004486084,23.951000213623047,22.536100387573242,24.050199508666992,23.723400115966797,23.982900619506836,22.862499237060547,23.61549949645996
MC0061,MC0061,MC0061,Calibration_iDR5_3_PSF,23.094600677490234,22.46739959716797,21.850000381469727,22.101200103759766,22.254100799560547,23.96820068359375,22.567100524902344,24.092199325561523,23.75,24.023000717163086,22.896699905395508,23.67609977722168
MC0062,MC0062,MC0062,Calibration_iDR5_3_PSF,23.203500747680664,22.56999969482422,21.869300842285156,22.091100692749023,22.186599731445312,23.89940071105957,22.536500930786133,24.165800094604492,23.78969955444336,24.063499450683594,22.93939971923828,23.68670082092285
MC0063,MC0063,MC0063,Calibration_iDR5_3_PSF,23.11090087890625,22.455699920654297,21.743900299072266,22.07670021057129,22.199399948120117,23.91160011291504,22.545799255371094,24.105600357055664,23.749500274658203,24.013900756835938,22.864500045776367,23.61199951171875
MC0064,MC0064,MC0064,Calibration_iDR5_3_PSF,23.131999969482422,22.529300689697266,21.82200050354004,22.060699462890625,22.142000198364258,23.906299591064453,22.499099731445312,24.18899917602539,23.812000274658203,24.08049964904785,22.940799713134766,23.665700912475586
MC0065,MC0065,MC0065,Calibration_iDR5_3_PSF,23.227500915527344,22.561199188232422,21.83690071105957,22.052499771118164,22.145200729370117,23.898500442504883,22.509000778198242,24.19700050354004,23.81800079345703,24.07830047607422,22.95400047302246,23.652999877929688
MC0066,MC0066,MC0066,Calibration_iDR5_3_PSF,23.17300033569336,22.530500411987305,21.81290054321289,22.030099868774414,22.12190055847168,23.859800338745117,22.485599517822266,24.116899490356445,23.76259994506836,23.9955997467041,22.888200759887695,23.59239959716797
MC0067,MC0067,MC0067,Calibration_iDR5_3_PSF,22.25349998474121,21.60569953918457,21.043399810791016,21.352800369262695,21.52910041809082,23.209299087524414,21.74209976196289,23.28619956970215,22.942899703979492,23.214000701904297,22.092100143432617,22.86079978942871
MC0068,MC0068,MC0068,Calibration_iDR5_3_PSF,23.117799758911133,22.49169921875,21.850299835205078,22.019800186157227,22.127500534057617,23.848400115966797,22.444499969482422,24.11639976501465,23.746000289916992,24.03890037536621,22.924400329589844,23.66819953918457
MC0069,MC0069,MC0069,Calibration_iDR5_3_PSF,23.178499221801758,22.53420066833496,21.920299530029297,22.087499618530273,22.2096004486084,23.935300827026367,22.550100326538086,24.172199249267578,23.79599952697754,24.08009910583496,22.951499938964844,23.735300064086914
MC0070,MC0070,MC0070,Calibration_iDR5_3_PSF,23.140499114990234,22.486900329589844,21.841899871826172,21.99810028076172,22.060400009155273,23.837299346923828,22.39940071105957,24.087400436401367,23.729700088500977,24.001100540161133,22.880699157714844,23.619199752807617
MC0071,MC0071,MC0071,Calibration_iDR5_3_PSF,23.18429946899414,22.542600631713867,21.90850067138672,22.07110023498535,22.099899291992188,23.90959930419922,22.49209976196289,24.151500701904297,23.77519989013672,24.057899475097656,22.915800094604492,23.702299118041992
MC0072,MC0072,MC0072,Calibration_iDR5_3_PSF,23.19700050354004,22.548900604248047,21.89299964904785,22.087799072265625,22.195100784301758,23.938199996948242,22.550399780273438,24.175600051879883,23.797000885009766,24.085899353027344,22.953899383544922,23.748300552368164
MC0073,MC0073,MC0073,Calibration_iDR5_3_PSF,23.17799949645996,22.52549934387207,21.90130043029785,22.07819938659668,22.197099685668945,23.927400588989258,22.541099548339844,24.158599853515625,23.781200408935547,24.076799392700195,22.941200256347656,23.759899139404297
MC0074,MC0074,MC0074,Calibration_iDR5_3_PSF,23.209800720214844,22.558300018310547,21.927499771118164,22.097700119018555,22.215499877929688,23.947200775146484,22.56049919128418,24.17329978942871,23.798099517822266,24.080299377441406,22.94969940185547,23.738399505615234
MC0075,MC0075,MC0075,Calibration_iDR5_3_PSF,23.21780014038086,22.56800079345703,21.941499710083008,22.108600616455078,22.22949981689453,23.946500778198242,22.56290054321289,24.180200576782227,23.80780029296875,24.085100173950195,22.9606990814209,23.74650001525879
MC0076,MC0076,MC0076,Calibration_iDR5_3_PSF,23.108999252319336,22.470800399780273,21.857099533081055,22.028799057006836,22.128700256347656,23.885499954223633,22.47369956970215,24.10849952697754,23.76889991760254,24.037799835205078,22.92490005493164,23.6830997467041
MC0077,MC0077,MC0077,Calibration_iDR5_3_PSF,23.207300186157227,22.560800552368164,21.931299209594727,22.11319923400879,22.221099853515625,23.945999145507812,22.55389976501465,24.161800384521484,23.784900665283203,24.065099716186523,22.93720054626465,23.714599609375
MC0078,MC0078,MC0078,Calibration_iDR5_3_PSF,23.19499969482422,22.560100555419922,21.917400360107422,22.067399978637695,22.162399291992188,23.86720085144043,22.47909927368164,24.13479995727539,23.767200469970703,24.04400062561035,22.931299209594727,23.661699295043945
