iDR5_Field_Name,Field,NAME,CALIB,ZP_U,ZP_F378,ZP_F395,ZP_F410,ZP_F430,ZP_G,ZP_F515,ZP_R,ZP_F660,ZP_I,ZP_F861,ZP_Z
MC0138,MC0138,MC0138,Calibration_iDR5_3_PSF,23.011600494384766,22.393600463867188,21.726999282836914,21.93199920654297,22.047300338745117,23.805299758911133,22.431699752807617,24.08839988708496,23.754899978637695,24.017099380493164,22.911699295043945,23.6658992767334
MC0139,MC0139,MC0139,Calibration_iDR5_3_PSF,23.119600296020508,22.49329948425293,21.856800079345703,22.021900177001953,22.12649917602539,23.862300872802734,22.48240089416504,24.12470054626465,23.757099151611328,24.037700653076172,22.92770004272461,23.673200607299805
MC0140,MC0140,MC0140,Calibration_iDR5_3_PSF,23.061800003051758,22.33329963684082,21.507099151611328,21.808900833129883,21.965599060058594,23.872100830078125,22.442100524902344,24.117599487304688,23.747800827026367,24.017900466918945,22.91069984436035,23.640499114990234
MC0141,MC0141,MC0141,Calibration_iDR5_3_PSF,23.106599807739258,22.467599868774414,21.78260040283203,21.999099731445312,22.115999221801758,23.829999923706055,22.47319984436035,24.104299545288086,23.740699768066406,24.02739906311035,22.916400909423828,23.674400329589844
MC0142,MC0142,MC0142,Calibration_iDR5_3_PSF,23.049699783325195,22.420299530029297,21.788799285888672,21.957199096679688,22.058399200439453,23.80780029296875,22.41790008544922,24.092500686645508,23.7406005859375,24.033700942993164,22.931800842285156,23.664199829101562
MC0143,MC0143,MC0143,Calibration_iDR5_3_PSF,23.08839988708496,22.43120002746582,21.81170082092285,21.985300064086914,22.10300064086914,23.851200103759766,22.46929931640625,24.09119987487793,23.721599578857422,24.009599685668945,22.894399642944336,23.632400512695312
MC0144,MC0144,MC0144,Calibration_iDR5_3_PSF,23.137100219726562,22.50079917907715,21.857099533081055,22.033000946044922,22.13680076599121,23.87540054321289,22.487600326538086,24.12420082092285,23.75830078125,24.037200927734375,22.920299530029297,23.671300888061523
MC0145,MC0145,MC0145,Calibration_iDR5_3_PSF,23.07080078125,22.436100006103516,21.808700561523438,21.98069953918457,22.088199615478516,23.82469940185547,22.444900512695312,24.106000900268555,23.746200561523438,24.027700424194336,22.910999298095703,23.65530014038086
MC0146,MC0146,MC0146,Calibration_iDR5_3_PSF,23.07509994506836,22.445499420166016,21.81879997253418,21.983400344848633,22.092100143432617,23.82360076904297,22.432600021362305,24.097400665283203,23.73859977722168,24.003000259399414,22.897600173950195,23.59709930419922
MC0147,MC0147,MC0147,Calibration_iDR5_3_PSF,23.12849998474121,22.489700317382812,21.854400634765625,22.03179931640625,22.134599685668945,23.881999969482422,22.49329948425293,24.134899139404297,23.76759910583496,24.037599563598633,22.936100006103516,23.659500122070312
MC0148,MC0148,MC0148,Calibration_iDR5_3_PSF,23.134000778198242,22.49410057067871,21.852500915527344,22.03230094909668,22.136999130249023,23.875499725341797,22.485700607299805,24.111900329589844,23.7460994720459,23.98040008544922,22.89699935913086,23.59149932861328
MC0149,MC0149,MC0149,Calibration_iDR5_3_PSF,23.00149917602539,22.37700080871582,21.740800857543945,21.971900939941406,22.090599060058594,23.840299606323242,22.46660041809082,24.068300247192383,23.735000610351562,24.03030014038086,22.904499053955078,23.66990089416504
MC0150,MC0150,MC0150,Calibration_iDR5_3_PSF,22.192899703979492,21.582599639892578,20.960800170898438,21.239299774169922,21.397499084472656,23.092300415039062,21.703899383544922,23.211299896240234,22.887300491333008,23.130300521850586,22.019699096679688,22.75
SPLUS-b017,SPLUS-b017,SPLUS-b017,Calibration_iDR5_3_PSF,23.108999252319336,22.509700775146484,21.92729949951172,22.17259979248047,22.326000213623047,24.000200271606445,22.54599952697754,24.064699172973633,23.666200637817383,23.965099334716797,22.819499969482422,23.60409927368164
SPLUS-b038,SPLUS-b038,SPLUS-b038,Calibration_iDR5_3_PSF,23.342199325561523,22.65519905090332,21.98240089416504,22.161500930786133,22.287799835205078,24.048999786376953,22.616300582885742,24.194400787353516,23.808700561523438,24.087900161743164,22.95319938659668,23.737600326538086
SPLUS-b039,SPLUS-b039,SPLUS-b039,Calibration_iDR5_3_PSF,23.20549964904785,22.58370018005371,22.03350067138672,22.296499252319336,22.44879913330078,24.074600219726562,22.624399185180664,24.11720085144043,23.719499588012695,23.9906005859375,22.848800659179688,23.654300689697266
SPLUS-b040,SPLUS-b040,SPLUS-b040,Calibration_iDR5_3_PSF,23.185300827026367,22.50480079650879,21.812700271606445,21.970500946044922,22.066600799560547,23.84280014038086,22.44179916381836,24.10540008544922,23.73240089416504,24.029300689697266,22.90180015563965,23.68910026550293
SPLUS-b044,SPLUS-b044,SPLUS-b044,Calibration_iDR5_3_PSF,23.203699111938477,22.592500686645508,21.97209930419922,22.226999282836914,22.361900329589844,23.996000289916992,22.54840087890625,24.045299530029297,23.64069938659668,23.923900604248047,22.813800811767578,23.61840057373047
SPLUS-b051,SPLUS-b051,SPLUS-b051,Calibration_iDR5_3_PSF,23.182100296020508,22.593000411987305,21.973899841308594,22.219200134277344,22.367900848388672,24.011499404907227,22.560400009155273,24.08289909362793,23.68320083618164,23.96579933166504,22.821500778198242,23.640300750732422
SPLUS-b054,SPLUS-b054,SPLUS-b054,Calibration_iDR5_3_PSF,23.21619987487793,22.561100006103516,21.882699966430664,22.008399963378906,22.091800689697266,23.855499267578125,22.449600219726562,24.138599395751953,23.79010009765625,24.053300857543945,22.93779945373535,23.7012996673584
SPLUS-b056,SPLUS-b056,SPLUS-b056,Calibration_iDR5_3_PSF,23.14229965209961,22.50979995727539,21.719900131225586,22.05699920654297,22.16860008239746,23.92490005493164,22.518400192260742,24.156600952148438,23.784900665283203,24.059600830078125,22.926700592041016,23.711700439453125
SPLUS-b067,SPLUS-b067,SPLUS-b067,Calibration_iDR5_3_PSF,23.161399841308594,22.544599533081055,21.978099822998047,22.201799392700195,22.353300094604492,24.00160026550293,22.546600341796875,24.073400497436523,23.682300567626953,23.965299606323242,22.822599411010742,23.622699737548828
SPLUS-b068,SPLUS-b068,SPLUS-b068,Calibration_iDR5_3_PSF,23.11549949645996,22.553699493408203,21.976999282836914,22.224599838256836,22.337600708007812,23.94300079345703,22.507600784301758,24.05299949645996,23.67650032043457,23.936899185180664,22.81920051574707,23.590499877929688
SPLUS-b069,SPLUS-b069,SPLUS-b069,Calibration_iDR5_3_PSF,23.221599578857422,22.561899185180664,21.898700714111328,22.062299728393555,22.17099952697754,23.913299560546875,22.508399963378906,24.143800735473633,23.7632999420166,24.030899047851562,22.90519905090332,23.64699935913086
SPLUS-b070,SPLUS-b070,SPLUS-b070,Calibration_iDR5_3_PSF,23.225500106811523,22.564899444580078,21.8799991607666,22.004899978637695,22.079999923706055,23.826900482177734,22.41309928894043,24.111499786376953,23.75950050354004,24.03499984741211,22.878999710083008,23.678800582885742
SPLUS-b071,SPLUS-b071,SPLUS-b071,Calibration_iDR5_3_PSF,23.184499740600586,22.52790069580078,21.83099937438965,21.983200073242188,22.077199935913086,23.82069969177246,22.432100296020508,24.11590003967285,23.750499725341797,24.034500122070312,22.901599884033203,23.70210075378418
SPLUS-b072,SPLUS-b072,SPLUS-b072,Calibration_iDR5_3_PSF,23.238100051879883,22.562999725341797,21.885299682617188,22.017799377441406,22.09760093688965,23.850299835205078,22.442100524902344,24.12339973449707,23.75149917602539,24.041500091552734,22.908100128173828,23.694000244140625
SPLUS-b076,SPLUS-b076,SPLUS-b076,Calibration_iDR5_3_PSF,23.03219985961914,22.346900939941406,21.61389923095703,21.78339958190918,21.847700119018555,23.671199798583984,22.263999938964844,23.959299087524414,23.592899322509766,23.885700225830078,22.759700775146484,23.560699462890625
SPLUS-b101,SPLUS-b101,SPLUS-b101,Calibration_iDR5_3_PSF,23.136699676513672,22.501800537109375,21.85449981689453,21.990699768066406,22.087200164794922,23.84429931640625,22.444799423217773,24.1299991607666,23.756500244140625,24.052000045776367,22.920299530029297,23.695600509643555
SPLUS-b102,SPLUS-b102,SPLUS-b102,Calibration_iDR5_3_PSF,23.17959976196289,22.571399688720703,22.009899139404297,22.23069953918457,22.375,24.000099182128906,22.553800582885742,24.07110023498535,23.697399139404297,23.937400817871094,22.82029914855957,23.572900772094727
SPLUS-b103,SPLUS-b103,SPLUS-b103,Calibration_iDR5_3_PSF,23.219499588012695,22.547500610351562,21.887500762939453,22.048099517822266,22.125,23.873600006103516,22.466100692749023,24.135700225830078,23.734600067138672,24.0408992767334,22.89739990234375,23.688100814819336
SPLUS-b104,SPLUS-b104,SPLUS-b104,Calibration_iDR5_3_PSF,23.351299285888672,22.667400360107422,22.028799057006836,22.17650032043457,22.2810001373291,23.98509979248047,22.58769989013672,24.188100814819336,23.812599182128906,24.082399368286133,22.95989990234375,23.74090003967285
SPLUS-b105,SPLUS-b105,SPLUS-b105,Calibration_iDR5_3_PSF,23.30109977722168,22.638500213623047,21.95439910888672,22.07390022277832,22.168899536132812,23.88290023803711,22.499300003051758,24.145200729370117,23.75349998474121,24.05150032043457,22.909099578857422,23.718299865722656
SPLUS-b111,SPLUS-b111,SPLUS-b111,Calibration_iDR5_3_PSF,22.21299934387207,21.540000915527344,20.837499618530273,20.987600326538086,21.0314998626709,22.850500106811523,21.459199905395508,23.18160057067871,22.797399520874023,23.13680076599121,21.998600006103516,22.763999938964844
SPLUS-b112,SPLUS-b112,SPLUS-b112,Calibration_iDR5_3_PSF,22.936399459838867,22.23539924621582,21.536500930786133,21.67340087890625,21.717100143432617,23.535900115966797,22.134300231933594,23.772199630737305,23.22130012512207,23.802200317382812,22.279699325561523,23.2406005859375
SPLUS-b117,SPLUS-b117,SPLUS-b117,Calibration_iDR5_3_PSF,22.17799949645996,21.52680015563965,20.821199417114258,20.952999114990234,21.03730010986328,22.84630012512207,21.446800231933594,23.17889976501465,22.825599670410156,23.146299362182617,22.021699905395508,22.811599731445312
SPLUS-b119,SPLUS-b119,SPLUS-b119,Calibration_iDR5_3_PSF,23.0939998626709,22.426599502563477,21.749500274658203,21.88680076599121,21.95210075378418,23.7268009185791,22.30970001220703,23.965499877929688,23.607999801635742,23.860300064086914,22.770200729370117,23.5408992767334
SPLUS-b120,SPLUS-b120,SPLUS-b120,Calibration_iDR5_3_PSF,23.347700119018555,22.669200897216797,22.027700424194336,22.199399948120117,22.309600830078125,23.999900817871094,22.601699829101562,24.17259979248047,23.794700622558594,24.061100006103516,22.9375,23.688600540161133
SPLUS-b121,SPLUS-b121,SPLUS-b121,Calibration_iDR5_3_PSF,23.20789909362793,22.537599563598633,21.81730079650879,21.993600845336914,22.07390022277832,23.824399948120117,22.428300857543945,24.11050033569336,23.728700637817383,24.02090072631836,22.896099090576172,23.67530059814453
SPLUS-b122,SPLUS-b122,SPLUS-b122,Calibration_iDR5_3_PSF,23.202800750732422,22.607099533081055,22.056100845336914,22.293800354003906,22.43600082397461,24.04560089111328,22.600900650024414,24.11590003967285,23.71940040588379,23.984500885009766,22.85140037536621,23.648799896240234
SPLUS-b125,SPLUS-b125,SPLUS-b125,Calibration_iDR5_3_PSF,22.17729949951172,21.50040054321289,20.758100509643555,20.952999114990234,21.04199981689453,22.85540008544922,21.42930030822754,23.17650032043457,22.82819938659668,23.152700424194336,21.978200912475586,22.768999099731445
SPLUS-b126,SPLUS-b126,SPLUS-b126,Calibration_iDR5_3_PSF,21.982200622558594,21.369800567626953,20.656700134277344,20.816099166870117,20.88759994506836,22.72599983215332,21.327999114990234,23.0762996673584,22.727100372314453,23.042400360107422,21.92959976196289,22.680400848388672
SPLUS-b133,SPLUS-b133,SPLUS-b133,Calibration_iDR5_3_PSF,23.028900146484375,22.444799423217773,21.864099502563477,22.102399826049805,22.261899948120117,23.913799285888672,22.48590087890625,24.028099060058594,23.64310073852539,23.930999755859375,22.792999267578125,23.590900421142578
SPLUS-b135,SPLUS-b135,SPLUS-b135,Calibration_iDR5_3_PSF,23.19569969177246,22.388099670410156,21.87820053100586,22.042299270629883,22.1476993560791,23.886699676513672,22.485000610351562,24.125600814819336,23.743600845336914,24.02389907836914,22.8976993560791,23.654499053955078
SPLUS-b136,SPLUS-b136,SPLUS-b136,Calibration_iDR5_3_PSF,23.207000732421875,22.546300888061523,21.9242000579834,22.005300521850586,22.181800842285156,23.758800506591797,22.432199478149414,24.01729965209961,23.58370018005371,23.864599227905273,22.694599151611328,23.564699172973633
SPLUS-b137,SPLUS-b137,SPLUS-b137,Calibration_iDR5_3_PSF,23.15519905090332,22.513700485229492,21.879499435424805,22.034299850463867,22.130300521850586,23.889400482177734,22.497900009155273,24.130199432373047,23.756200790405273,24.056699752807617,22.94700050354004,23.71929931640625
SPLUS-b138,SPLUS-b138,SPLUS-b138,Calibration_iDR5_3_PSF,23.202800750732422,22.604700088500977,22.0625,22.30430030822754,22.44879913330078,24.059499740600586,22.614599227905273,24.129899978637695,23.7273006439209,23.990800857543945,22.86050033569336,23.658700942993164
SPLUS-b152,SPLUS-b152,SPLUS-b152,Calibration_iDR5_3_PSF,23.250200271606445,22.599300384521484,21.927400588989258,22.06599998474121,22.159900665283203,23.898399353027344,22.501300811767578,24.176700592041016,23.813400268554688,24.09280014038086,22.916400909423828,23.751699447631836
SPLUS-b153,SPLUS-b153,SPLUS-b153,Calibration_iDR5_3_PSF,23.228200912475586,22.576099395751953,21.878700256347656,22.031400680541992,22.097700119018555,23.82830047607422,22.44580078125,24.099899291992188,23.734699249267578,24.004100799560547,22.884599685668945,23.629199981689453
SPLUS-b164,SPLUS-b164,SPLUS-b164,Calibration_iDR5_3_PSF,23.224300384521484,22.43899917602539,21.913299560546875,22.082500457763672,22.186199188232422,23.915300369262695,22.515899658203125,24.14240074157715,23.768999099731445,24.04439926147461,22.91160011291504,23.64900016784668
SPLUS-b165,SPLUS-b165,SPLUS-b165,Calibration_iDR5_3_PSF,23.160499572753906,22.52079963684082,21.865699768066406,22.005599975585938,22.11709976196289,23.83769989013672,22.451900482177734,24.11009979248047,23.73259925842285,24.037900924682617,22.93160057067871,23.692800521850586
SPLUS-b166,SPLUS-b166,SPLUS-b166,Calibration_iDR5_3_PSF,23.18560028076172,22.54439926147461,21.85919952392578,21.962400436401367,22.094499588012695,23.836299896240234,22.43630027770996,24.11359977722168,23.735700607299805,24.028200149536133,22.892900466918945,23.67650032043457
SPLUS-b167,SPLUS-b167,SPLUS-b167,Calibration_iDR5_3_PSF,23.170700073242188,22.504499435424805,21.822999954223633,21.96380043029785,22.053800582885742,23.80579948425293,22.42340087890625,24.104900360107422,23.734100341796875,24.032499313354492,22.900100708007812,23.68160057067871
SPLUS-b176,SPLUS-b176,SPLUS-b176,Calibration_iDR5_3_PSF,23.130599975585938,22.4960994720459,21.839099884033203,21.996299743652344,22.103700637817383,23.847700119018555,22.452800750732422,24.111400604248047,23.729400634765625,23.86829948425293,22.87929916381836,23.687700271606445
SPLUS-b178,SPLUS-b178,SPLUS-b178,Calibration_iDR5_3_PSF,23.202899932861328,22.541000366210938,21.882099151611328,22.037900924682617,22.149499893188477,23.867000579833984,22.495100021362305,24.12849998474121,23.758800506591797,24.024700164794922,22.883399963378906,23.672500610351562
SPLUS-b179,SPLUS-b179,SPLUS-b179,Calibration_iDR5_3_PSF,23.08169937133789,22.530899047851562,21.99519920349121,22.262699127197266,22.416400909423828,24.044300079345703,22.593700408935547,24.1210994720459,23.736400604248047,23.997900009155273,22.873600006103516,23.668899536132812
SPLUS-b185,SPLUS-b185,SPLUS-b185,Calibration_iDR5_3_PSF,23.107500076293945,22.475200653076172,21.855499267578125,22.013200759887695,22.000200271606445,23.878799438476562,22.481000900268555,24.124399185180664,23.76110076904297,24.03350067138672,22.91029930114746,23.677099227905273
SPLUS-b186,SPLUS-b186,SPLUS-b186,Calibration_iDR5_3_PSF,23.05970001220703,22.567699432373047,21.916900634765625,22.062599182128906,22.150999069213867,23.8927001953125,22.50160026550293,24.131500244140625,23.762699127197266,24.021400451660156,22.90399932861328,23.656400680541992
SPLUS-b187,SPLUS-b187,SPLUS-b187,Calibration_iDR5_3_PSF,23.214099884033203,22.55900001525879,21.907800674438477,22.06399917602539,22.166799545288086,23.89389991760254,22.49679946899414,24.126300811767578,23.747900009155273,24.028900146484375,22.90239906311035,23.670400619506836
SPLUS-b188,SPLUS-b188,SPLUS-b188,Calibration_iDR5_3_PSF,23.1294002532959,22.497800827026367,21.83530044555664,21.99690055847168,22.103300094604492,23.85059928894043,22.458900451660156,24.118000030517578,23.636899948120117,24.029600143432617,22.89579963684082,23.699399948120117
SPLUS-b189,SPLUS-b189,SPLUS-b189,Calibration_iDR5_3_PSF,23.063400268554688,22.409799575805664,21.754899978637695,21.903799057006836,22.02750015258789,23.806499481201172,22.42180061340332,24.104299545288086,23.751399993896484,24.03730010986328,22.936399459838867,23.675500869750977
SPLUS-b191,SPLUS-b191,SPLUS-b191,Calibration_iDR5_3_PSF,23.046300888061523,22.497800827026367,21.973100662231445,22.2189998626709,22.37310028076172,24.013399124145508,22.566099166870117,24.09589958190918,23.698299407958984,23.973600387573242,22.837799072265625,23.630399703979492
SPLUS-b193,SPLUS-b193,SPLUS-b193,Calibration_iDR5_3_PSF,23.108800888061523,22.493799209594727,21.859800338745117,22.032699584960938,22.149099349975586,23.891199111938477,22.497499465942383,24.135099411010742,23.75819969177246,24.042499542236328,22.920700073242188,23.686100006103516
SPLUS-b194,SPLUS-b194,SPLUS-b194,Calibration_iDR5_3_PSF,23.10770034790039,22.48310089111328,21.81760025024414,21.965900421142578,22.066299438476562,23.78459930419922,22.44260025024414,23.917499542236328,23.61750030517578,23.923099517822266,22.899999618530273,23.542800903320312
SPLUS-b195,SPLUS-b195,SPLUS-b195,Calibration_iDR5_3_PSF,23.217599868774414,22.497499465942383,21.869300842285156,22.00670051574707,22.083499908447266,23.684099197387695,22.394699096679688,23.728200912475586,23.548799514770508,23.206199645996094,22.138700485229492,22.874799728393555
SPLUS-b196,SPLUS-b196,SPLUS-b196,Calibration_iDR5_3_PSF,23.136199951171875,22.474199295043945,21.85260009765625,21.989700317382812,22.063199996948242,23.82270050048828,22.42770004272461,24.11039924621582,23.72719955444336,23.94029998779297,22.849199295043945,23.679899215698242
SPLUS-b198,SPLUS-b198,SPLUS-b198,Calibration_iDR5_3_PSF,23.070499420166016,22.470500946044922,21.818599700927734,22.003700256347656,22.11870002746582,23.854999542236328,22.46649932861328,24.1018009185791,23.740100860595703,23.998699188232422,22.88800048828125,23.652599334716797
SPLUS-b199,SPLUS-b199,SPLUS-b199,Calibration_iDR5_3_PSF,23.092199325561523,22.483600616455078,21.84980010986328,22.008699417114258,22.028799057006836,23.872499465942383,22.475299835205078,24.11479949951172,23.74139976501465,24.02120018005371,22.895599365234375,23.656999588012695
SPLUS-d002,SPLUS-d002,SPLUS-d002,Calibration_iDR5_3_PSF,22.08799934387207,21.44849967956543,20.686100006103516,20.846099853515625,20.898500442504883,22.705299377441406,21.314599990844727,23.088600158691406,22.741899490356445,23.047800064086914,21.961200714111328,22.663700103759766
SPLUS-d005,SPLUS-d005,SPLUS-d005,Calibration_iDR5_3_PSF,22.114900588989258,21.46489906311035,20.69930076599121,20.857200622558594,20.912500381469727,22.724000930786133,21.34280014038086,23.09939956665039,22.747900009155273,23.055599212646484,21.96190071105957,22.687299728393555
SPLUS-d011,SPLUS-d011,SPLUS-d011,Calibration_iDR5_3_PSF,22.087600708007812,21.42449951171875,20.69879913330078,20.863300323486328,20.924699783325195,22.733200073242188,21.35379981994629,23.092899322509766,22.759300231933594,23.06529998779297,21.9552001953125,22.71139907836914
SPLUS-d012,SPLUS-d012,SPLUS-d012,Calibration_iDR5_3_PSF,22.157400131225586,21.479299545288086,20.71579933166504,20.866600036621094,20.948200225830078,22.770299911499023,21.386899948120117,23.098400115966797,22.782499313354492,23.07040023803711,21.9591007232666,22.727800369262695
SPLUS-d013,SPLUS-d013,SPLUS-d013,Calibration_iDR5_3_PSF,21.952899932861328,21.30769920349121,20.547000885009766,20.701000213623047,20.75830078125,22.60689926147461,21.236799240112305,23.037399291992188,22.70319938659668,23.0216007232666,21.951499938964844,22.63290023803711
SPLUS-d020,SPLUS-d020,SPLUS-d020,Calibration_iDR5_3_PSF,22.19729995727539,21.539199829101562,20.802499771118164,20.962299346923828,21.01740074157715,22.826000213623047,21.42930030822754,23.16629981994629,22.821300506591797,23.109399795532227,21.99570083618164,22.726499557495117
SPLUS-d023,SPLUS-d023,SPLUS-d023,Calibration_iDR5_3_PSF,23.066600799560547,22.39109992980957,21.66320037841797,21.914400100708008,21.996000289916992,23.79159927368164,22.40049934387207,24.016599655151367,23.6919002532959,23.98349952697754,22.847000122070312,23.615100860595703
SPLUS-d024,SPLUS-d024,SPLUS-d024,Calibration_iDR5_3_PSF,22.903799057006836,22.288799285888672,21.58489990234375,21.853300094604492,21.954599380493164,23.769100189208984,22.330299377441406,24.018999099731445,23.69930076599121,23.9778995513916,22.86669921875,23.613000869750977
SPLUS-d025,SPLUS-d025,SPLUS-d025,Calibration_iDR5_3_PSF,23.026599884033203,22.38129997253418,21.641799926757812,21.900400161743164,21.9783992767334,23.76460075378418,22.37969970703125,24.02280044555664,23.693899154663086,23.98579978942871,22.868099212646484,23.60849952697754
SPLUS-d028,SPLUS-d028,SPLUS-d028,Calibration_iDR5_3_PSF,22.05590057373047,21.387500762939453,20.644699096679688,20.803600311279297,20.856300354003906,22.6653995513916,21.297700881958008,23.06999969482422,22.7273006439209,23.039499282836914,21.95509910583496,22.660200119018555
SPLUS-d029,SPLUS-d029,SPLUS-d029,Calibration_iDR5_3_PSF,22.175800323486328,21.50629997253418,20.803199768066406,20.947799682617188,21.020599365234375,22.818300247192383,21.417999267578125,23.14539909362793,22.670700073242188,23.09670066833496,21.989599227905273,22.730899810791016
SPLUS-d033,SPLUS-d033,SPLUS-d033,Calibration_iDR5_3_PSF,21.9867000579834,21.351200103759766,20.640499114990234,20.79050064086914,20.855899810791016,22.68630027770996,21.288700103759766,23.06879997253418,22.696500778198242,23.037700653076172,21.95240020751953,22.67329978942871
SPLUS-d034,SPLUS-d034,SPLUS-d034,Calibration_iDR5_3_PSF,22.071399688720703,21.431100845336914,20.714599609375,20.88599967956543,20.971599578857422,22.8125,21.413799285888672,23.146400451660156,22.66119956970215,23.12019920349121,21.999300003051758,22.790800094604492
SPLUS-d040,SPLUS-d040,SPLUS-d040,Calibration_iDR5_3_PSF,22.152799606323242,21.48430061340332,20.728599548339844,20.882099151611328,20.935300827026367,22.729900360107422,21.354299545288086,23.101299285888672,22.755199432373047,23.064699172973633,21.957700729370117,22.706499099731445
SPLUS-d042,SPLUS-d042,SPLUS-d042,Calibration_iDR5_3_PSF,22.04330062866211,21.387500762939453,20.718299865722656,20.866300582885742,20.93829917907715,22.746700286865234,21.369300842285156,23.106199264526367,22.762399673461914,23.08370018005371,21.974700927734375,22.73259925842285
SPLUS-d043,SPLUS-d043,SPLUS-d043,Calibration_iDR5_3_PSF,22.216100692749023,21.54599952697754,20.833099365234375,20.98270034790039,21.04840087890625,22.83989906311035,21.43670082092285,23.166099548339844,22.833499908447266,23.12070083618164,22.015399932861328,22.729299545288086
SPLUS-d044,SPLUS-d044,SPLUS-d044,Calibration_iDR5_3_PSF,23.032499313354492,22.438800811767578,21.876100540161133,22.15060043334961,22.305400848388672,23.95949935913086,22.51799964904785,24.052900314331055,23.683300018310547,23.91990089416504,22.802799224853516,23.571199417114258
SPLUS-d045,SPLUS-d045,SPLUS-d045,Calibration_iDR5_3_PSF,23.054899215698242,22.427799224853516,21.83650016784668,22.102100372314453,22.25149917602539,23.904699325561523,22.473400115966797,24.01490020751953,23.63279914855957,23.883399963378906,22.771299362182617,23.52199935913086
SPLUS-d046,SPLUS-d046,SPLUS-d046,Calibration_iDR5_3_PSF,22.2096004486084,21.44409942626953,20.822099685668945,20.97330093383789,21.02899932861328,22.816600799560547,21.42060089111328,23.1658992767334,22.7992000579834,23.096099853515625,21.987499237060547,22.63450050354004
SPLUS-d050,SPLUS-d050,SPLUS-d050,Calibration_iDR5_3_PSF,23.048500061035156,22.380800247192383,21.642499923706055,21.888500213623047,21.983699798583984,23.745500564575195,22.37809944152832,23.99970054626465,23.667200088500977,23.954599380493164,22.80940055847168,23.553699493408203
SPLUS-d053,SPLUS-d053,SPLUS-d053,Calibration_iDR5_3_PSF,22.160200119018555,21.465999603271484,20.708900451660156,20.879600524902344,20.943199157714844,22.753700256347656,21.367399215698242,23.103700637817383,22.76580047607422,23.072999954223633,21.909900665283203,22.715900421142578
SPLUS-d056,SPLUS-d056,SPLUS-d056,Calibration_iDR5_3_PSF,22.096200942993164,21.43720054626465,20.691699981689453,20.843299865722656,20.896400451660156,22.694299697875977,21.32229995727539,23.08769989013672,22.737499237060547,23.06220054626465,21.957599639892578,22.702199935913086
SPLUS-d058,SPLUS-d058,SPLUS-d058,Calibration_iDR5_3_PSF,23.030000686645508,22.356000900268555,21.661800384521484,21.884300231933594,22.007299423217773,23.779800415039062,22.409299850463867,24.05229949951172,23.710100173950195,23.998899459838867,22.867700576782227,23.63409996032715
SPLUS-d059,SPLUS-d059,SPLUS-d059,Calibration_iDR5_3_PSF,22.234500885009766,21.603099822998047,20.881399154663086,21.01569938659668,21.07469940185547,22.859100341796875,21.466100692749023,23.206300735473633,22.86520004272461,23.157100677490234,22.0310001373291,22.78499984741211
SPLUS-d060,SPLUS-d060,SPLUS-d060,Calibration_iDR5_3_PSF,22.992300033569336,22.4153995513916,21.840099334716797,22.12179946899414,22.278600692749023,23.934900283813477,22.491500854492188,24.048099517822266,23.662500381469727,23.92009925842285,22.743000030517578,23.541200637817383
SPLUS-d061,SPLUS-d061,SPLUS-d061,Calibration_iDR5_3_PSF,22.16819953918457,21.542600631713867,20.83370018005371,20.988800048828125,21.05389976501465,22.842199325561523,21.451900482177734,23.185199737548828,22.833599090576172,23.12969970703125,22.005399703979492,22.774099349975586
SPLUS-d062,SPLUS-d062,SPLUS-d062,Calibration_iDR5_3_PSF,23.03849983215332,22.42289924621582,21.837799072265625,22.109699249267578,22.257200241088867,23.909700393676758,22.47209930419922,24.005599975585938,23.628799438476562,23.888399124145508,22.75749969482422,23.51740074157715
SPLUS-d065,SPLUS-d065,SPLUS-d065,Calibration_iDR5_3_PSF,22.242599487304688,21.59000015258789,20.85070037841797,21.026500701904297,21.08919906616211,22.86389923095703,21.46500015258789,23.197999954223633,22.84320068359375,23.149900436401367,22.01740074157715,22.806900024414062
SPLUS-d066,SPLUS-d066,SPLUS-d066,Calibration_iDR5_3_PSF,22.08639907836914,21.425600051879883,20.686899185180664,20.86370086669922,20.93950080871582,22.746000289916992,21.36359977722168,23.09589958190918,22.766700744628906,23.079200744628906,21.96649932861328,22.741100311279297
SPLUS-d068,SPLUS-d068,SPLUS-d068,Calibration_iDR5_3_PSF,22.149900436401367,21.490100860595703,20.73150062561035,20.896400451660156,20.943099975585938,22.743000030517578,21.35540008544922,23.11319923400879,22.769699096679688,23.066099166870117,21.96739959716797,22.72330093383789
SPLUS-d071,SPLUS-d071,SPLUS-d071,Calibration_iDR5_3_PSF,22.162399291992188,21.49650001525879,20.739900588989258,20.894800186157227,20.963499069213867,22.747699737548828,21.377300262451172,23.12220001220703,22.69729995727539,23.085500717163086,21.969900131225586,22.734699249267578
SPLUS-d072,SPLUS-d072,SPLUS-d072,Calibration_iDR5_3_PSF,22.17799949645996,21.528099060058594,20.768400192260742,20.92289924621582,20.976699829101562,22.76409912109375,21.390100479125977,23.140499114990234,22.787200927734375,23.103900909423828,21.993799209594727,22.74489974975586
SPLUS-d073,SPLUS-d073,SPLUS-d073,Calibration_iDR5_3_PSF,23.023300170898438,22.388200759887695,21.7096004486084,21.93470001220703,22.030500411987305,23.811899185180664,22.42889976501465,24.055700302124023,23.719100952148438,24.003700256347656,22.884300231933594,23.624000549316406
