iDR5_Field_Name,Field,NAME,PHOT,aper_corr_single_U,aper_corr_single_F378,aper_corr_single_F395,aper_corr_single_F410,aper_corr_single_F430,aper_corr_single_G,aper_corr_single_F515,aper_corr_single_R,aper_corr_single_F660,aper_corr_single_I,aper_corr_single_F861,aper_corr_single_Z
STRIPE82_0124,STRIPE82-0124,STRIPE82_0124,single,-0.682,-0.12255,-0.09825,-0.60772,-0.58071,-0.61989,-0.61217,-0.61186,-0.66818,-0.53155,-0.51501,-0.49537
STRIPE82_0125,STRIPE82-0125,STRIPE82_0125,single,-0.35631,-0.30452,-0.2786,-0.28538,-0.27933,-0.27822,-0.25231,-0.21638,-0.2063,-0.18293,-0.27437,-0.21272
STRIPE82-0126,STRIPE82-0126,STRIPE82_0126,single,-0.77511,-0.75906,-0.9068,-0.74956,-0.69611,-0.95495,-0.58861,-0.84671,-0.56919,-0.60244,-0.43794,-0.54864
STRIPE82_0127,STRIPE82-0127,STRIPE82_0127,single,-0.52732,-0.48693,-0.55801,-0.53466,-0.52164,-0.42893,-0.40429,-0.34935,-0.35459,-0.32151,-0.33976,-0.34205
STRIPE82_0128,STRIPE82-0128,STRIPE82_0128,single,-0.40589,-0.35952,-0.35874,-0.39056,-0.34812,-0.30328,-0.32353,-0.2477,-0.2878,-0.21914,-0.25859,-0.25367
STRIPE82-0129,STRIPE82-0129,STRIPE82_0129,single,-0.52159,-0.46682,-0.61981,-0.57162,-0.49822,-0.87639,-0.53292,-0.79661,-0.78516,-0.41186,-0.7706,-0.4164
STRIPE82-0130,STRIPE82-0130,STRIPE82_0130,single,-0.74618,-0.71545,-0.7769,-0.68964,-0.66635,-0.68817,-0.61298,-0.6864,-0.50081,-0.53815,-0.39033,-0.61907
STRIPE82_0131,STRIPE82-0131,STRIPE82_0131,single,-0.42898,-0.3316,-0.37529,-0.3946,-0.38794,-0.3655,-0.38104,-0.33555,-0.36102,-0.32191,-0.28506,-0.34505
STRIPE82_0132,STRIPE82-0132,STRIPE82_0132,single,-0.55537,-0.46472,-0.41801,-0.40654,-0.395,-0.35609,-0.37093,-0.3343,-0.32133,-0.29671,-0.29878,-0.28166
STRIPE82-0133,STRIPE82-0133,STRIPE82_0133,single,-0.5115,-0.4489,-0.4252,-0.38436,-0.41053,-0.42414,-0.4076,-0.37306,-0.42663,-0.32266,-0.37298,-0.34104
STRIPE82-0134,STRIPE82-0134,STRIPE82_0134,single,-0.63728,-0.6356,-0.59904,-0.5982,-0.52501,-0.71476,-0.42797,-0.57507,-0.43615,-0.5052,-0.46958,-0.42198
STRIPE82_0135,STRIPE82-0135,STRIPE82_0135,single,-0.49887,-0.48165,-0.34556,-0.35611,-0.32808,-0.35599,-0.31386,-0.33284,-0.28754,-0.25984,-0.23214,-0.27717
STRIPE82-0136,STRIPE82-0136,STRIPE82_0136,single,-0.75137,-0.46263,-0.3806,-0.68816,-0.71303,-0.44027,-0.61712,-0.33166,-0.79003,-0.32593,-0.76054,-0.31428
STRIPE82_0137,STRIPE82-0137,STRIPE82_0137,single,-0.79593,-0.51436,-0.46932,-0.46545,-0.42568,-0.38134,-0.37636,-0.37098,-0.36754,-0.30011,-0.30959,-0.30772
STRIPE82-0138,STRIPE82-0138,STRIPE82_0138,single,-0.46228,-0.46189,-0.51479,-0.5032,-0.52002,-0.37839,-0.44058,-0.32716,-0.41165,-0.29989,-0.48136,-0.31673
STRIPE82_0139,STRIPE82-0139,STRIPE82_0139,single,-0.38037,-0.38071,-0.4036,-0.41301,-0.37417,-0.39141,-0.34549,-0.29523,-0.26141,-0.25949,-0.25293,-0.28198
STRIPE82_0140,STRIPE82-0140,STRIPE82_0140,single,-0.36256,-0.34727,-0.33457,-0.42786,-0.38378,-0.35124,-0.33037,-0.30402,-0.28186,-0.26744,-0.22235,-0.28976
STRIPE82-0141,STRIPE82-0141,STRIPE82_0141,single,-0.53321,-0.47754,-0.56044,-0.54514,-0.59959,-0.40709,-0.41273,-0.32189,-0.39517,-0.3552,-0.43393,-0.34491
STRIPE82-0142,STRIPE82-0142,STRIPE82_0142,single,-0.58157,-0.51027,-0.48426,-0.49499,-0.44868,-0.47007,-0.3929,-0.396,-0.34238,-0.33693,-0.35585,-0.33257
STRIPE82-0143,STRIPE82-0143,STRIPE82_0143,single,-0.57012,-0.49893,-0.38662,-0.32598,-0.32364,-0.48368,-0.27789,-0.38865,-0.26072,-0.36232,-0.30829,-0.39373
STRIPE82_0144,STRIPE82-0144,STRIPE82_0144,single,-0.55755,-0.47076,-0.48883,-0.47562,-0.4298,-0.44991,-0.39553,-0.37757,-0.27977,-0.37521,-0.30917,-0.39829
STRIPE82-0145,STRIPE82-0145,STRIPE82_0145,single,-0.50258,-0.47178,-0.48258,-0.44493,-0.4436,-0.41561,-0.39035,-0.37594,-0.37512,-0.32472,-0.30527,-0.33228
STRIPE82_0146,STRIPE82-0146,STRIPE82_0146,single,-0.58346,-0.63837,-0.55186,-0.60707,-0.54488,-0.48286,-0.47956,-0.38853,-0.41829,-0.43862,-0.44619,-0.49583
STRIPE82-0147,STRIPE82-0147,STRIPE82_0147,single,-0.47452,-0.42839,-0.40789,-0.39013,-0.37932,-0.34416,-0.33736,-0.29207,-0.34194,-0.26167,-0.26333,-0.29744
STRIPE82-0148,STRIPE82-0148,STRIPE82_0148,single,-0.35986,-0.32712,-0.32188,-0.30513,-0.30741,-0.26316,-0.27758,-0.2407,-0.27968,-0.22393,-0.25706,-0.23332
STRIPE82-0149,STRIPE82-0149,STRIPE82_0149,single,-0.55819,-0.53251,-0.55835,-0.51551,-0.43641,-0.49873,-0.39594,-0.44425,-0.34724,-0.46357,-0.30222,-0.40351
STRIPE82_0150,STRIPE82-0150,STRIPE82_0150,single,-0.11432,-0.83328,-0.63806,-0.65588,-0.59182,-0.55175,-0.50396,-0.50255,-0.52868,-0.47849,-0.43191,-0.51832
STRIPE82-0151,STRIPE82-0151,STRIPE82_0151,single,-0.4191,-0.51557,-0.39247,-0.326,-0.36183,-0.30962,-0.28078,-0.29241,-0.25811,-0.24865,-0.23612,-0.28026
STRIPE82_0152,STRIPE82-0152,STRIPE82_0152,single,-0.43275,-0.38317,-0.33076,-0.36521,-0.35169,-0.33269,-0.30521,-0.25396,-0.24771,-0.23695,-0.23353,-0.28942
STRIPE82-0153,STRIPE82-0153,STRIPE82_0153,single,-0.43022,-0.33926,-0.32601,-0.28898,-0.33871,-0.28777,-0.24864,-0.23953,-0.26175,-0.21839,-0.36385,-0.25095
